"Iteration","Cd Monitor: Cd Monitor"
1.0,67.63093510666232
2.0,34.13424471132115
3.0,8.136252613226796
4.0,3.770505637454576
5.0,0.028744583216478894
6.0,-0.2383633365061853
7.0,-0.3214593065454971
8.0,-0.31457065489247693
9.0,0.3065185364013044
10.0,0.8956350469718724
11.0,0.9923607205664671
12.0,1.2575321945680664
13.0,1.2578399368896107
14.0,1.2502791332390326
15.0,1.161255992708589
16.0,1.1477334935261847
17.0,1.1006914332594422
18.0,1.0761316570060204
19.0,0.9098841527443804
20.0,0.9019077878554188
21.0,0.8948656926455337
22.0,0.8649035399231474
23.0,0.8666506149480414
24.0,0.8709718737908092
25.0,0.8836713207848444
26.0,0.8931183737230856
27.0,0.9539496003187729
28.0,0.9626629410707781
29.0,0.9680529542407369
30.0,0.9704571699287334
31.0,0.9696284027159444
32.0,0.9676852159881035
33.0,0.9587735570163436
34.0,0.9533839099459357
35.0,0.9421518452836513
36.0,0.9366733327874762
37.0,0.9309384212639026
38.0,0.9252655403662889
39.0,0.919274110564285
40.0,0.9136481884445417
41.0,0.9084153737763698
42.0,0.90362231017627
43.0,0.8994035764848805
44.0,0.8950296325190868
45.0,0.8910013127907731
46.0,0.887618867650215
47.0,0.8845675023977032
48.0,0.8819706598544836
49.0,0.880306901991011
50.0,0.8794784496595965
51.0,0.8790559285602041
52.0,0.8792483290946906
53.0,0.8794292896107172
54.0,0.8801984821283718
55.0,0.8810030111177081
56.0,0.8817313407012312
57.0,0.8823441137804513
58.0,0.8826777801593471
59.0,0.8830166993556369
60.0,0.882920935594825
61.0,0.8823655607633946
62.0,0.880961020195523
63.0,0.8800728611481394
64.0,0.8791100891830218
65.0,0.8779719395211738
66.0,0.8768088582250707
67.0,0.8757385874611072
68.0,0.8748704371402933
69.0,0.8739937779272398
70.0,0.8741221353135452
71.0,0.8747176535054019
72.0,0.8765063030272022
73.0,0.8793059588743906
74.0,0.8850483825344633
75.0,0.8896477897251055
76.0,0.898130700353192
77.0,0.9067600154473542
78.0,0.9136612166440429
79.0,0.9211891419452612
80.0,0.9327856958292458
81.0,0.9399907187020431
82.0,0.9494099328101611
83.0,0.9574376935435186
84.0,0.9723261520467872
85.0,0.9819133467199596
86.0,0.9921372307999964
87.0,1.0029040003507237
88.0,1.0125741318101193
89.0,1.0254209625153
90.0,1.02841216731937
91.0,1.0395036854245783
92.0,1.0417572703219409
93.0,1.0451401854815277
94.0,1.0491417921502777
95.0,1.0502160677188024
96.0,1.052004529935667
97.0,1.052168226622566
98.0,1.0510988486828765
99.0,1.0494365575988789
100.0,1.044851929874157
101.0,1.040474509342571
102.0,1.0356692793041424
103.0,1.029899555404183
104.0,1.024046904417787
105.0,1.0181713927162408
106.0,1.012897332524133
107.0,1.0083854802623022
108.0,1.0056885031356555
109.0,1.0028385307819345
110.0,1.0010308326555155
111.0,0.9992635131637078
112.0,0.9979141520527198
113.0,0.9967759394966687
114.0,0.9958540744142225
115.0,0.9952938153028995
116.0,0.9955953195128684
117.0,0.9955276580734014
118.0,0.9951939964288941
119.0,0.9951553720034035
120.0,0.9948021160369738
121.0,0.9936699412464753
122.0,0.9922090743805502
123.0,0.9906667202886399
124.0,0.9886833864299993
125.0,0.9867305385558378
126.0,0.9848760264444858
127.0,0.9833920315351906
128.0,0.981654428581837
129.0,0.9799523077882869
130.0,0.978337587221842
131.0,0.9768185342154526
132.0,0.9753726841460232
133.0,0.9741697519786119
134.0,0.9731377809914591
135.0,0.9721277221649945
136.0,0.9711041639670136
137.0,0.9702912275312089
138.0,0.9693065005496092
139.0,0.9681834747184879
140.0,0.9669718886908135
141.0,0.9655085886590778
142.0,0.9634686430322393
143.0,0.961406779249281
144.0,0.9590365507970815
145.0,0.9565167121160117
146.0,0.9538288638429506
147.0,0.9509359717540645
148.0,0.9481202807697855
149.0,0.9454374385064827
150.0,0.9428092767499796
151.0,0.940476880188294
152.0,0.9383505708140747
153.0,0.9363758960022539
154.0,0.9345464642998227
155.0,0.9329455020993452
156.0,0.9316308137297497
157.0,0.9302828829616808
158.0,0.9293070928433131
159.0,0.9287466064090507
160.0,0.9282264615682928
161.0,0.9284564234500855
162.0,0.9293404005501511
163.0,0.9292106113345466
164.0,0.9317502143809135
165.0,0.9314747583885619
166.0,0.9332029967318707
167.0,0.9326268690070647
168.0,0.932222534751297
169.0,0.9315449281908449
170.0,0.930590246241997
171.0,0.929100503329805
172.0,0.9281687250222771
173.0,0.9269030848676209
174.0,0.9261997091146505
175.0,0.9254896319445205
176.0,0.9248650566963741
177.0,0.9247678137237773
178.0,0.9251373600642433
179.0,0.9254982797798935
180.0,0.925490890233025
181.0,0.9259534520751774
182.0,0.9258927167125874
183.0,0.9262480880346483
184.0,0.9258530444905095
185.0,0.9257813567514002
186.0,0.9252699482481027
187.0,0.9249334359149625
188.0,0.9243175577698176
189.0,0.9235636118432703
190.0,0.9227570016171508
191.0,0.9216928521126747
192.0,0.9207587599353847
193.0,0.919487961969613
194.0,0.917736381526923
195.0,0.9167207184529478
196.0,0.9153957331339044
197.0,0.9134651003066524
198.0,0.9123906308869818
199.0,0.9106287780217303
200.0,0.9095521109775324
201.0,0.9077944223271509
202.0,0.9067570053064706
203.0,0.9052756992686504
204.0,0.9029410171699778
205.0,0.9017752775007241
206.0,0.9002388183919384
207.0,0.8975908377913036
208.0,0.896242679708502
209.0,0.8945577321953286
210.0,0.8919245547485269
211.0,0.8905266655892609
212.0,0.8884352161865214
213.0,0.8871023225766284
214.0,0.8855016755820461
215.0,0.8831993131405824
216.0,0.8819525353749385
217.0,0.8804378485634872
218.0,0.8782739898419225
219.0,0.8770401984277254
220.0,0.8754615049853888
221.0,0.8730954002377569
222.0,0.871733618120895
223.0,0.8699838115095415
224.0,0.8675530919298456
225.0,0.8650456887554183
226.0,0.8635110710096692
227.0,0.8616269851328312
228.0,0.8589675106412515
229.0,0.8567883402847386
230.0,0.8550844918974947
231.0,0.8525935039480782
232.0,0.8508562270881768
233.0,0.8484559857332465
234.0,0.8465231457865654
235.0,0.8446485290477573
236.0,0.843258079024922
237.0,0.8415020599964804
238.0,0.8399620207704784
239.0,0.8386256886083278
240.0,0.8369667383478556
241.0,0.8356185379403438
242.0,0.8337880071166817
243.0,0.8323348815214384
244.0,0.8303780895328369
245.0,0.8290881041007558
246.0,0.8273954360878868
247.0,0.8250438478452912
248.0,0.8230938310725424
249.0,0.8210331697943006
250.0,0.8189422742289487
251.0,0.8167973629789773
252.0,0.8146485187951132
253.0,0.8124482848158113
254.0,0.810258804127382
255.0,0.8080772048424041
256.0,0.8058996934111458
257.0,0.8037755913157921
258.0,0.8016415271156395
259.0,0.79955930748622
260.0,0.797427327312661
261.0,0.795842168111854
262.0,0.7938363414626973
263.0,0.7917890980646367
264.0,0.789522436683202
265.0,0.7878792545413175
266.0,0.7855828286305049
267.0,0.7838978256502284
268.0,0.7816876578410111
269.0,0.7791475691288303
