x,y,z
1.14092922e+00,-1.65199820e-01,0.0
1.13460960e+00,-1.61704261e-01,0.0
1.12826216e+00,-1.58246497e-01,0.0
1.12188682e+00,-1.54827607e-01,0.0
1.11548338e+00,-1.51448621e-01,0.0
1.10905186e+00,-1.48110729e-01,0.0
1.10259221e+00,-1.44815109e-01,0.0
1.09610438e+00,-1.41562975e-01,0.0
1.08958841e+00,-1.38355622e-01,0.0
1.08304434e+00,-1.35194379e-01,0.0
1.07647223e+00,-1.32080655e-01,0.0
1.06987221e+00,-1.29015921e-01,0.0
1.06324444e+00,-1.26001718e-01,0.0
1.05658899e+00,-1.23039618e-01,0.0
1.04990614e+00,-1.20131370e-01,0.0
1.04319610e+00,-1.17278759e-01,0.0
1.03645902e+00,-1.14483638e-01,0.0
1.02969522e+00,-1.11748044e-01,0.0
1.02290493e+00,-1.09074107e-01,0.0
1.01608844e+00,-1.06464095e-01,0.0
1.00924606e+00,-1.03920475e-01,0.0
1.00237810e+00,-1.01445898e-01,0.0
9.95484840e-01,-9.90432079e-02,0.0
9.88566587e-01,-9.67155360e-02,0.0
9.81623645e-01,-9.44663087e-02,0.0
9.74656228e-01,-9.22992900e-02,0.0
9.67664624e-01,-9.02187198e-02,0.0
9.60649027e-01,-8.82293324e-02,0.0
9.53609554e-01,-8.63364815e-02,0.0
9.46546239e-01,-8.45463032e-02,0.0
9.39459000e-01,-8.28659409e-02,0.0
9.32347673e-01,-8.13037837e-02,0.0
9.25211770e-01,-7.98698219e-02,0.0
9.18050667e-01,-7.85762588e-02,0.0
9.10863246e-01,-7.74381939e-02,0.0
9.03647869e-01,-7.64748569e-02,0.0
8.96402091e-01,-7.57114623e-02,0.0
8.89122194e-01,-7.51823696e-02,0.0
8.81802402e-01,-7.49366734e-02,0.0
8.74433307e-01,-7.50493445e-02,0.0
8.66998288e-01,-7.56459882e-02,0.0
8.59463674e-01,-7.69707351e-02,0.0
8.54436077e-01,-7.84395082e-02,0.0
8.50407233e-01,-8.04133762e-02,0.0
8.47279396e-01,-8.28429068e-02,0.0
8.44954825e-01,-8.56786694e-02,0.0
8.43335776e-01,-8.88712329e-02,0.0
8.42376919e-01,-9.23976723e-02,0.0
8.42875871e-01,-9.66613642e-02,0.0
8.46310556e-01,-1.02409731e-01,0.0
8.54178308e-01,-1.10400014e-01,0.0
8.60591464e-01,-1.15166783e-01,0.0
8.67084262e-01,-1.19244901e-01,0.0
8.73622308e-01,-1.22879932e-01,0.0
8.80188270e-01,-1.26198884e-01,0.0
8.86772061e-01,-1.29278073e-01,0.0
8.93367229e-01,-1.32167929e-01,0.0
8.99969420e-01,-1.34904131e-01,0.0
9.06575495e-01,-1.37513125e-01,0.0
9.13183222e-01,-1.40015395e-01,0.0
9.19790868e-01,-1.42427242e-01,0.0
9.26397232e-01,-1.44762054e-01,0.0
9.33001245e-01,-1.47030938e-01,0.0
9.39602176e-01,-1.49243409e-01,0.0
9.46199402e-01,-1.51407679e-01,0.0
9.52792428e-01,-1.53530928e-01,0.0
9.59380856e-01,-1.55619526e-01,0.0
9.65964387e-01,-1.57679188e-01,0.0
9.72542827e-01,-1.59715102e-01,0.0
9.79115929e-01,-1.61731945e-01,0.0
9.85683550e-01,-1.63734033e-01,0.0
9.92245560e-01,-1.65725346e-01,0.0
9.98801827e-01,-1.67709557e-01,0.0
1.00535226e+00,-1.69690103e-01,0.0
1.01189680e+00,-1.71670206e-01,0.0
1.01843534e+00,-1.73652864e-01,0.0
1.02496778e+00,-1.75640905e-01,0.0
1.03149411e+00,-1.77637016e-01,0.0
1.03801414e+00,-1.79643698e-01,0.0
1.04452779e+00,-1.81663318e-01,0.0
1.05103506e+00,-1.83698204e-01,0.0
1.05753574e+00,-1.85750453e-01,0.0
1.06402973e+00,-1.87822119e-01,0.0
1.07051693e+00,-1.89915147e-01,0.0
1.07699718e+00,-1.92031372e-01,0.0
1.08347030e+00,-1.94172541e-01,0.0
1.08993616e+00,-1.96340329e-01,0.0
1.09639452e+00,-1.98536283e-01,0.0
1.10284518e+00,-2.00761897e-01,0.0
1.10928801e+00,-2.03018638e-01,0.0
1.11572269e+00,-2.05307798e-01,0.0
1.12214903e+00,-2.07630661e-01,0.0
1.12856675e+00,-2.09988415e-01,0.0
1.13497559e+00,-2.12382179e-01,0.0
1.14137526e+00,-2.14812993e-01,0.0
1.14776550e+00,-2.17281861e-01,0.0
1.15414605e+00,-2.19789723e-01,0.0
1.16051652e+00,-2.22337378e-01,0.0
1.16687665e+00,-2.24925633e-01,0.0
1.17322610e+00,-2.27555199e-01,0.0
1.17956451e+00,-2.30226727e-01,0.0
1.18589167e+00,-2.32940847e-01,0.0
1.19220715e+00,-2.35698052e-01,0.0
1.19851064e+00,-2.38498818e-01,0.0
1.20480179e+00,-2.41343542e-01,0.0
1.21108032e+00,-2.44232599e-01,0.0
1.21734592e+00,-2.47166295e-01,0.0
1.22359826e+00,-2.50144840e-01,0.0
1.22983694e+00,-2.53168378e-01,0.0
1.23606180e+00,-2.56237089e-01,0.0
1.24227250e+00,-2.59351021e-01,0.0
1.24846866e+00,-2.62510130e-01,0.0
1.25465019e+00,-2.65714457e-01,0.0
1.26081670e+00,-2.68963846e-01,0.0
1.26696808e+00,-2.72258201e-01,0.0
1.27310398e+00,-2.75597271e-01,0.0
1.27922428e+00,-2.78980830e-01,0.0
1.28532882e+00,-2.82408601e-01,0.0
1.29141738e+00,-2.85880214e-01,0.0
1.29748991e+00,-2.89395305e-01,0.0
1.30354625e+00,-2.92953430e-01,0.0
1.30958633e+00,-2.96554100e-01,0.0
1.31561016e+00,-3.00196832e-01,0.0
1.32161764e+00,-3.03881032e-01,0.0
1.32760884e+00,-3.07606117e-01,0.0
1.33358371e+00,-3.11371405e-01,0.0
1.33954241e+00,-3.15176264e-01,0.0
1.34548494e+00,-3.19019924e-01,0.0
1.35141151e+00,-3.22901666e-01,0.0
1.35732227e+00,-3.26820702e-01,0.0
1.36321743e+00,-3.30776187e-01,0.0
1.36909718e+00,-3.34767252e-01,0.0
1.37496175e+00,-3.38792984e-01,0.0
1.38081158e+00,-3.42852521e-01,0.0
1.38664687e+00,-3.46944837e-01,0.0
1.39246797e+00,-3.51068926e-01,0.0
1.39827545e+00,-3.55223838e-01,0.0
1.40406956e+00,-3.59408435e-01,0.0
1.40985091e+00,-3.63621694e-01,0.0
1.41561998e+00,-3.67862482e-01,0.0
1.42137722e+00,-3.72129607e-01,0.0
1.42712334e+00,-3.76421963e-01,0.0
1.43285884e+00,-3.80738282e-01,0.0
1.43858447e+00,-3.85077380e-01,0.0
1.44430087e+00,-3.89437978e-01,0.0
1.45000877e+00,-3.93818790e-01,0.0
1.45570886e+00,-3.98218460e-01,0.0
1.46140197e+00,-4.02635661e-01,0.0
1.46588095e+00,-4.06127320e-01,0.0
