0.99756405;-0.06975647;0.0
0.99732936;-0.06965786;0.0
0.99662535;-0.06936103;0.0
0.99545195;-0.06886697;0.0
0.99381103;-0.06817783;0.0
0.99170243;-0.06729559;0.0
0.98912902;-0.06622247;0.0
0.98609251;-0.06496258;0.0
0.98259568;-0.06351914;0.0
0.97863926;-0.06189620;0.0
0.97422880;-0.06010017;0.0
0.96936502;-0.05813510;0.0
0.96405450;-0.05600747;0.0
0.95829874;-0.05372441;0.0
0.95210437;-0.05129139;0.0
0.94547476;-0.04871766;0.0
0.93841553;-0.04600863;0.0
0.93093306;-0.04317378;0.0
0.92303275;-0.04022149;0.0
0.91472105;-0.03716024;0.0
0.90600437;-0.03399849;0.0
0.89689099;-0.03074685;0.0
0.88738741;-0.02741279;0.0
0.87750291;-0.02400699;0.0
0.86724377;-0.02053990;0.0
0.85662141;-0.01702035;0.0
0.84564217;-0.01345780;0.0
0.83431727;-0.00986406;0.0
0.82265619;-0.00624681;0.0
0.81066907;-0.00261880;0.0
0.79836739;0.00101217;0.0
0.78576042;0.00463542;0.0
0.77286052;0.00824105;0.0
0.75968001;0.01181919;0.0
0.74622931;0.01536109;0.0
0.73252177;0.01885680;0.0
0.71857072;0.02229635;0.0
0.70438764;0.02567194;0.0
0.68998793;0.02897446;0.0
0.67538301;0.03219509;0.0
0.66058836;0.03532574;0.0
0.64561651;0.03835951;0.0
0.63048488;0.04128717;0.0
0.61520507;0.04410290;0.0
0.59979357;0.04679851;0.0
0.58426597;0.04936792;0.0
0.56863698;0.05180609;0.0
0.55292220;0.05410690;0.0
0.53713823;0.05626419;0.0
0.52130077;0.05827285;0.0
0.50542570;0.06013076;0.0
0.48952970;0.06183276;0.0
0.47362953;0.06337465;0.0
0.45774107;0.06475434;0.0
0.44188128;0.06597062;0.0
0.42606691;0.06701933;0.0
0.41031606;0.06790120;0.0
0.39464262;0.06861426;0.0
0.37906661;0.06915812;0.0
0.36360215;0.06953378;0.0
0.34826831;0.06974192;0.0
0.33308029;0.06978449;0.0
0.31805516;0.06966229;0.0
0.30320818;0.06937827;0.0
0.28855766;0.06893616;0.0
0.27411875;0.06833791;0.0
0.25990685;0.06758846;0.0
0.24593734;0.06669274;0.0
0.23222660;0.06565563;0.0
0.21878993;0.06448106;0.0
0.20564094;0.06317711;0.0
0.19279501;0.06174872;0.0
0.18026460;0.06020203;0.0
0.16806529;0.05854497;0.0
0.15620962;0.05678469;0.0
0.14471018;0.05492933;0.0
0.13357844;0.05298511;0.0
0.12282807;0.05096109;0.0
0.11246959;0.04886455;0.0
0.10251268;0.04670485;0.0
0.09296987;0.04448912;0.0
0.08384985;0.04222679;0.0
0.07516213;0.03992521;0.0
0.06691534;0.03759280;0.0
0.05911709;0.03523804;0.0
0.05177597;0.03286936;0.0
0.04489947;0.03049325;0.0
0.03849313;0.02811735;0.0
0.03256257;0.02575028;0.0
0.02711511;0.02339654;0.0
0.02215338;0.02106497;0.0
0.01768372;0.01876014;0.0
0.01370853;0.01648790;0.0
0.01023223;0.01425396;0.0
0.00725616;0.01206322;0.0
0.00478253;0.00991855;0.0
0.00281461;0.00782372;0.0
0.00135168;0.00578280;0.0
0.00039488;0.00379771;0.0
-0.00005573;0.00186944;0.0
0.00000000;0.00000000;0.0
0.00055576;-0.00178612;0.0
0.00160631;-0.00346349;0.0
0.00314966;-0.00503197;0.0
0.00518267;-0.00649334;0.0
0.00770335;-0.00784747;0.0
0.01070764;-0.00909508;0.0
0.01419141;-0.01023788;0.0
0.01814960;-0.01127652;0.0
0.02257709;-0.01221265;0.0
0.02746973;-0.01304798;0.0
0.03282035;-0.01378501;0.0
0.03862375;-0.01442640;0.0
0.04487280;-0.01497364;0.0
0.05155924;-0.01543018;0.0
0.05867681;-0.01579957;0.0
0.06621732;-0.01608427;0.0
0.07417251;-0.01628769;0.0
0.08253398;-0.01641527;0.0
0.09129261;-0.01646837;0.0
0.10043993;-0.01645342;0.0
0.10996570;-0.01637370;0.0
0.11985951;-0.01623452;0.0
0.13011310;-0.01603930;0.0
0.14071495;-0.01579526;0.0
0.15165573;-0.01550674;0.0
0.16292311;-0.01517791;0.0
0.17450764;-0.01481513;0.0
0.18639785;-0.01442459;0.0
0.19858134;-0.01401147;0.0
0.21104866;-0.01358210;0.0
0.22378642;-0.01314156;0.0
0.23678316;-0.01269609;0.0
0.25002641;-0.01225181;0.0
0.26350571;-0.01181501;0.0
0.27720669;-0.01139071;0.0
0.29111787;-0.01098511;0.0
0.30522580;-0.01060431;0.0
0.31951802;-0.01025443;0.0
0.33398121;-0.00993956;0.0
0.34860292;-0.00966586;0.0
0.36336876;-0.00943831;0.0
0.37826628;-0.00926309;0.0
0.39328129;-0.00914219;0.0
0.40840034;-0.00908169;0.0
0.42360911;-0.00908561;0.0
0.43889436;-0.00915703;0.0
0.45424085;-0.00929889;0.0
0.46963526;-0.00951528;0.0
0.48506241;-0.00980814;0.0
0.50050913;-0.01017955;0.0
0.51596024;-0.01063146;0.0
0.53140065;-0.01116483;0.0
0.54681731;-0.01177974;0.0
0.56219405;-0.01247807;0.0
0.57751791;-0.01325891;0.0
0.59277193;-0.01412108;0.0
0.60794306;-0.01506466;0.0
0.62301642;-0.01608762;0.0
0.63797818;-0.01718697;0.0
0.65281138;-0.01836155;0.0
0.66750419;-0.01960850;0.0
0.68204078;-0.02092473;0.0
0.69640648;-0.02230519;0.0
0.71058838;-0.02374799;0.0
0.72457187;-0.02524708;0.0
0.73834327;-0.02679750;0.0
0.75188774;-0.02839621;0.0
0.76519274;-0.03003631;0.0
0.77824452;-0.03171385;0.0
0.79102959;-0.03342085;0.0
0.80353519;-0.03515341;0.0
0.81574878;-0.03690466;0.0
0.82765781;-0.03866768;0.0
0.83924959;-0.04043760;0.0
0.85051255;-0.04220757;0.0
0.86143510;-0.04397179;0.0
0.87200573;-0.04572242;0.0
0.88221382;-0.04745372;0.0
0.89204777;-0.04915986;0.0
0.90149799;-0.05083415;0.0
0.91055395;-0.05246985;0.0
0.91920588;-0.05406326;0.0
0.92744535;-0.05560577;0.0
0.93526267;-0.05709270;0.0
0.94265113;-0.05851957;0.0
0.94960012;-0.05988062;0.0
0.95610399;-0.06117045;0.0
0.96215604;-0.06238458;0.0
0.96774757;-0.06351839;0.0
0.97287487;-0.06456760;0.0
0.97753009;-0.06552968;0.0
0.98170961;-0.06639935;0.0
0.98540857;-0.06717426;0.0
0.98862311;-0.06785215;0.0
0.99134846;-0.06842966;0.0
0.99358277;-0.06890468;0.0
0.99532311;-0.06927598;0.0
0.99656755;-0.06954244;0.0
0.99731518;-0.06970298;0.0
0.99756405;-0.06975647;0.0
1.43845861;-0.44842626;0.0
1.43834792;-0.44828661;0.0
1.43801624;-0.44786707;0.0
1.43746318;-0.44716822;0.0
1.43668916;-0.44619200;0.0
1.43569343;-0.44493960;0.0
1.43447698;-0.44341331;0.0
1.43303949;-0.44161626;0.0
1.43138157;-0.43955135;0.0
1.42950230;-0.43722131;0.0
1.42740293;-0.43463194;0.0
1.42508253;-0.43178599;0.0
1.42254295;-0.42868962;0.0
1.41978271;-0.42534773;0.0
1.41680403;-0.42176591;0.0
1.41360585;-0.41795096;0.0
1.41018980;-0.41390811;0.0
1.40655659;-0.40964531;0.0
1.40270671;-0.40516954;0.0
1.39864125;-0.40048816;0.0
1.39436129;-0.39560853;0.0
1.38986834;-0.39053995;0.0
1.38516385;-0.38528920;0.0
1.38024992;-0.37986594;0.0
1.37512687;-0.37427873;0.0
1.36979874;-0.36853680;0.0
1.36426621;-0.36264813;0.0
1.35853219;-0.35662372;0.0
1.35259990;-0.35047150;0.0
1.34647126;-0.34420268;0.0
1.34015067;-0.33782595;0.0
1.33364023;-0.33135098;0.0
1.32694417;-0.32478799;0.0
1.32006673;-0.31814721;0.0
1.31301133;-0.31143753;0.0
1.30578282;-0.30466953;0.0
1.29838600;-0.29785384;0.0
1.29082529;-0.29099911;0.0
1.28310706;-0.28411613;0.0
1.27523535;-0.27721415;0.0
1.26721689;-0.27030336;0.0
1.25905708;-0.26339222;0.0
1.25076347;-0.25649226;0.0
1.24234121;-0.24961098;0.0
1.23379767;-0.24275895;0.0
1.22514034;-0.23594517;0.0
1.21637655;-0.22917768;0.0
1.20751380;-0.22246550;0.0
1.19856021;-0.21581802;0.0
1.18952367;-0.20924365;0.0
