CSo,-8.713668999999999462e-06,1.001912800000000027e-05,5.705792000000000275e-06,5.701480000000000044e-07,6.891500000000000531e-08
E,7.816076270000000149e-04,2.544151000000000138e-03,1.680306471999999966e-03,1.147160965999999976e-03,1.255863406999999966e-03
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.159999999999999809e-01
FC_Vinf_,1.944999999999999929e+01
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,-2.783082894689999920e-01,-4.942794451920000109e-01,-4.016380991180000248e-01,-3.321862612989999741e-01,-3.487036420149999816e-01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1745834235
Results_Date,4,28,2025
Results_Time,11,57,15
Alpha,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.640539746300000157e-02,1.963735786100000158e-02,1.994486007800000057e-02,1.995815641399999868e-02,2.008685378099999905e-02
CDo,1.524327231000000005e-02,1.761500276100000026e-02,1.756552197500000148e-02,1.753476332399999879e-02,1.751269990600000034e-02
CDt,1.986415159700000155e-02,2.523496953900000034e-02,2.563557940399999874e-02,2.531579478300000074e-02,2.514783374899999882e-02
CDtot,3.164866977300000161e-02,3.725236062199999837e-02,3.751038205300000206e-02,3.749291973800000094e-02,3.759955368699999939e-02
CDtott,3.510742390700000159e-02,4.284997229999999713e-02,4.320110137899999675e-02,4.285055810700000301e-02,4.266053365599999786e-02
CFx,-6.468220540000000230e-04,4.677621306999999937e-03,4.477841423999999806e-03,4.488193875000000103e-03,4.533140671999999656e-03
CFxi,-1.607792779900000038e-02,-1.312983663199999984e-02,-1.328172016200000055e-02,-1.324006738600000052e-02,-1.317270518300000040e-02
CFxo,1.543110574499999971e-02,1.780745793900000151e-02,1.775956158599999862e-02,1.772826126100000149e-02,1.770584585499999919e-02
CFy,-1.893570728999999925e-03,-1.229096860000000084e-04,3.148041400000000268e-05,8.316191999999999880e-06,-4.117120999999999879e-06
CFyi,-1.891996224999999924e-03,-1.279118039999999881e-04,3.092129900000000219e-05,8.104050000000000785e-06,-4.298953999999999837e-06
CFyo,-1.574504000000000028e-06,5.002118000000000005e-06,5.591149999999999611e-07,2.121419999999999947e-07,1.818320000000000098e-07
CFz,3.705209714889999839e-01,3.739574473169999802e-01,3.792014057340000188e-01,3.788827190819999968e-01,3.795924621960000134e-01
CFzi,3.720023818339999733e-01,3.753881324400000219e-01,3.806523613839999931e-01,3.803288263190000018e-01,3.810355095040000029e-01
CFzo,-1.481410344999999984e-03,-1.430685124000000055e-03,-1.450955650000000088e-03,-1.446107236999999998e-03,-1.443047308000000107e-03
CL,3.691674015849999990e-01,3.721267447689999841e-01,3.773681603060000112e-01,3.770497840770000164e-01,3.777529090330000172e-01
CLi,3.719880841989999798e-01,3.751040079269999938e-01,3.803614424130000171e-01,3.800355082179999733e-01,3.807336312569999937e-01
CLo,-2.820682613999999852e-03,-2.977263158000000194e-03,-2.993282106999999893e-03,-2.985724139999999804e-03,-2.980722223999999858e-03
CMx,1.720917945599999971e-02,-4.693169819999999832e-04,-1.521386900000000035e-05,-5.797563700000000228e-05,-3.994319600000000313e-05
CMxi,1.727786302100000129e-02,-4.679131160000000013e-04,-1.501615599999999996e-05,-5.808493499999999921e-05,-4.018483799999999915e-05
CMxo,-6.868356400000000239e-05,-1.403865999999999926e-06,-1.977129999999999917e-07,1.092980000000000037e-07,2.416419999999999876e-07
CMy,1.123352060500000006e-02,1.601817457000000167e-02,1.349637604899999940e-02,1.340351074799999917e-02,1.301061365899999940e-02
CMyi,6.031545095999999752e-03,1.011411698199999980e-02,7.600734153999999868e-03,7.519410742000000314e-03,7.134879008000000189e-03
CMyo,5.201975509999999872e-03,5.904057586999999704e-03,5.895641895000000403e-03,5.884100005999999723e-03,5.875734649999999649e-03
CMz,-1.458610130000000072e-04,6.779734169999999688e-04,7.959390899999999492e-05,1.686209200000000051e-05,-1.000404000000000095e-06
CMzi,2.274083830000000030e-04,7.131912850000000090e-04,7.297355899999999655e-05,1.432933600000000032e-05,-2.168872999999999995e-06
CMzo,-3.732693960000000102e-04,-3.521786900000000228e-05,6.620350000000000066e-06,2.532756000000000184e-06,1.168468999999999900e-06
CS,-1.893570728999999925e-03,-1.229096860000000084e-04,3.148041400000000268e-05,8.316191999999999880e-06,-4.117120999999999879e-06
CSi,-1.891996224999999924e-03,-1.279118039999999881e-04,3.092129900000000219e-05,8.104050000000000785e-06,-4.298953999999999837e-06
CSo,-1.574504000000000028e-06,5.002118000000000005e-06,5.591149999999999611e-07,2.121419999999999947e-07,1.818320000000000098e-07
E,1.116901433820000067e+00,9.487764641429999868e-01,9.605180394190000470e-01,9.582337852760000052e-01,9.555955352589999841e-01
FC_AoA_,5.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.159999999999999809e-01
FC_Vinf_,1.944999999999999929e+01
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.175367201438800002e+01,1.006926813925099928e+01,1.014016444495699965e+01,1.013619400335399945e+01,1.012601464426299991e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History
Results_Timestamp,1745834235
Results_Date,4,28,2025
Results_Time,11,57,15
Alpha,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,4.662127306999999665e-02,4.923036524999999802e-02,5.107536077000000146e-02,5.118915295899999912e-02,5.151058400800000159e-02
CDo,1.825757904499999973e-02,1.927406615399999967e-02,1.959899967700000009e-02,1.950107712300000115e-02,1.945661914999999992e-02
CDt,5.336882092700000191e-02,6.009013046600000102e-02,6.317496255599999722e-02,6.256078352900000528e-02,6.114051782600000290e-02
CDtot,6.487885211499999638e-02,6.850443140400000464e-02,7.067436044699999809e-02,7.069023008300000244e-02,7.096720315799999457e-02
CDtott,7.162639997200000164e-02,7.936419661999999375e-02,8.277396223300000078e-02,8.206186065300000165e-02,8.059713697499999718e-02
CFx,-6.268776527800000442e-02,-6.062614412100000155e-02,-6.036664815400000217e-02,-6.063611216800000175e-02,-6.080425775300000307e-02
CFxi,-8.157728688000000228e-02,-8.054656832199999505e-02,-8.062552278500000058e-02,-8.079446365299999822e-02,-8.091711637300000315e-02
CFxo,1.888952160200000133e-02,1.992042420100000044e-02,2.025887463200000058e-02,2.015835148499999993e-02,2.011285862000000008e-02
CFy,-2.139719067000000162e-03,-6.100484829999999921e-04,2.209338800000000146e-05,2.128931000000000031e-05,1.247355000000000020e-05
CFyi,-2.089229170999999923e-03,-6.020189340000000168e-04,2.174973999999999888e-05,2.082526699999999835e-05,1.205278799999999970e-05
CFyo,-5.048989699999999761e-05,-8.029549000000000666e-06,3.436470000000000066e-07,4.640429999999999949e-07,4.207620000000000192e-07
CFz,7.291424020750000290e-01,7.383292464849999792e-01,7.493536950439999567e-01,7.509732909990000094e-01,7.535219163659999664e-01
CFzi,7.311289952199999664e-01,7.403086628349999643e-01,7.513813415869999845e-01,7.529947559590000061e-01,7.555414017379999958e-01
CFzo,-1.986593143999999898e-03,-1.979416349999999804e-03,-2.027646544000000130e-03,-2.021464959999999794e-03,-2.019485371999999931e-03
CL,7.289507068160000491e-01,7.376399856590000192e-01,7.484518870709999661e-01,7.500936696600000175e-01,7.526327738550000479e-01
CLi,7.341872501499999704e-01,7.430484755880000236e-01,7.539666457689999657e-01,7.555848850249999860e-01,7.581141399530000324e-01
CLo,-5.236543334000000154e-03,-5.408489927999999593e-03,-5.514758697999999626e-03,-5.491215366000000084e-03,-5.481366098000000145e-03
CMx,1.166201874599999931e-02,2.332366805000000032e-03,-2.230986119999999915e-04,-1.864034650000000095e-04,-1.840977969999999962e-04
CMxi,1.170531008799999967e-02,2.345906418000000097e-03,-2.235005370000000071e-04,-1.869208359999999995e-04,-1.846469980000000038e-04
CMxo,-4.329134199999999823e-05,-1.353961300000000050e-05,4.019250000000000206e-07,5.173709999999999547e-07,5.492009999999999956e-07
CMy,-8.752871176599999470e-02,-9.899754756799999944e-02,-1.020122181460000055e-01,-1.032661441800000052e-01,-1.046134078799999950e-01
CMyi,-9.388233079699999373e-02,-1.056434820239999933e-01,-1.087724083080000015e-01,-1.099929173969999979e-01,-1.113248484249999976e-01
CMyo,6.353619030999999896e-03,6.645934455999999955e-03,6.760190160999999913e-03,6.726773216999999694e-03,6.711440544999999931e-03
CMz,-3.539459155999999818e-03,-4.440293639999999824e-04,1.151781679999999935e-04,4.565181500000000330e-05,1.193029799999999946e-05
CMzi,-3.088185079999999916e-03,-3.260428430000000127e-04,1.121050989999999956e-04,4.255695299999999736e-05,1.151363100000000083e-05
CMzo,-4.512740760000000110e-04,-1.179865209999999968e-04,3.073067999999999814e-06,3.094862000000000016e-06,4.166670000000000080e-07
CS,-2.139719067000000162e-03,-6.100484829999999921e-04,2.209338800000000146e-05,2.128931000000000031e-05,1.247355000000000020e-05
CSi,-2.089229170999999923e-03,-6.020189340000000168e-04,2.174973999999999888e-05,2.082526699999999835e-05,1.205278799999999970e-05
CSo,-5.048989699999999761e-05,-8.029549000000000666e-06,3.436470000000000066e-07,4.640429999999999949e-07,4.207620000000000192e-07
E,1.530992617154999902e+00,1.485062683940000072e+00,1.473792604825000074e+00,1.476835516538000048e+00,1.477461825365999903e+00
FC_AoA_,1.000000000000000000e+01
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.159999999999999809e-01
FC_Vinf_,1.944999999999999929e+01
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.131627990040299991e+01,1.084672130482199925e+01,1.066817783704300027e+01,1.068867485849800048e+01,1.068259852742199989e+01
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_Polar
Results_Timestamp,1745834235
Results_Date,4,28,2025
Results_Time,11,57,15
Alpha,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,7.445708185999999791e-03,2.008685378099999905e-02,5.151058400800000159e-02
CDo,1.665312143599999989e-02,1.751269990600000034e-02,1.945661914999999992e-02
CDt,9.307916649999999417e-03,2.514783374899999882e-02,6.114051782600000290e-02
CDtot,2.409882962199999881e-02,3.759955368699999939e-02,7.096720315799999457e-02
CDtott,2.596103808600000104e-02,4.266053365599999786e-02,8.059713697499999718e-02
CFx,2.409882962199999881e-02,4.533140671999999656e-03,-6.080425775300000307e-02
CFy,-6.669270000000000268e-07,-4.117120999999999879e-06,1.247355000000000020e-05
CFz,-9.459283203999999806e-03,3.795924621960000134e-01,7.535219163659999664e-01
CL,-9.459283203999999806e-03,3.777529090330000172e-01,7.526327738550000479e-01
CMl,4.639453300000000136e-05,3.994319600000000313e-05,1.840977969999999962e-04
CMm,1.195720635310000002e-01,1.301061365899999940e-02,-1.046134078799999950e-01
CMn,-4.298191000000000163e-06,1.000404000000000095e-06,-1.193029799999999946e-05
CMx,-4.639453300000000136e-05,-3.994319600000000313e-05,-1.840977969999999962e-04
CMy,1.195720635310000002e-01,1.301061365899999940e-02,-1.046134078799999950e-01
CMz,4.298191000000000163e-06,-1.000404000000000095e-06,1.193029799999999946e-05
CS,-6.669270000000000268e-07,-4.117120999999999879e-06,1.247355000000000020e-05
E,4.916590680000000298e-04,5.025467785820000310e-01,1.056944323011000053e+00
Fopt,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
L_D,-3.925204399039999847e-01,1.004673917603800071e+01,1.060536050965900046e+01
Mach,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Re_1e6,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
Results_Name,VSPAERO_Load
Results_Timestamp,1745834235
Results_Date,4,28,2025
Results_Time,11,57,15
AnalysisMethod,0
Chord,3.201100000000000056e-01,3.203300000000000036e-01,3.205600000000000116e-01,3.207800000000000096e-01,3.210000000000000075e-01,3.201100000000000056e-01,3.203300000000000036e-01,3.205600000000000116e-01,3.207800000000000096e-01,3.210000000000000075e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.000000000000000000e+00
FC_Cref_,1.000000000000000000e+00
FC_Mach_,1.000000000000000021e-03
FC_Pitch_Rate,0.000000000000000000e+00
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.159999999999999809e-01
FC_Vinf_,1.944999999999999929e+01
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
S,8.272999999999999798e-02,2.697800000000000198e-01,4.784100000000000019e-01,6.870500000000000496e-01,8.956800000000000317e-01,8.272999999999999798e-02,2.697800000000000198e-01,4.784100000000000019e-01,6.870500000000000496e-01,8.956800000000000317e-01,6.131000000000000338e-02,2.322899999999999965e-01,4.516399999999999859e-01,6.709800000000000209e-01,8.903299999999999548e-01,6.131000000000000338e-02,2.322899999999999965e-01,4.516399999999999859e-01,6.709800000000000209e-01,8.903299999999999548e-01
V/Vref,1.044599999999999973e+00,1.042780000000000040e+00,1.038100000000000023e+00,1.027849999999999930e+00,1.014310000000000045e+00,1.044580000000000064e+00,1.042769999999999975e+00,1.038089999999999957e+00,1.027809999999999890e+00,1.014240000000000030e+00,1.001419999999999977e+00,9.983600000000000252e-01,9.942400000000000126e-01,9.885800000000000143e-01,9.879099999999999548e-01,1.001500000000000057e+00,9.983999999999999542e-01,9.941999999999999726e-01,9.884600000000000053e-01,9.878900000000000459e-01
WingId,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
Xavg,3.180399999999999894e-01,3.181499999999999884e-01,3.182599999999999874e-01,3.183799999999999963e-01,3.184899999999999953e-01,3.180399999999999894e-01,3.181499999999999884e-01,3.182599999999999874e-01,3.183799999999999963e-01,3.184899999999999953e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01
Yavg,6.500999999999999834e-02,1.950099999999999889e-01,3.250100000000000211e-01,4.550100000000000255e-01,5.850100000000000300e-01,-6.500999999999999834e-02,-1.950099999999999889e-01,-3.250100000000000211e-01,-4.550100000000000255e-01,-5.850100000000000300e-01,6.500000000000000222e-02,1.950000000000000067e-01,3.250000000000000111e-01,4.550000000000000155e-01,5.849999999999999645e-01,-6.500000000000000222e-02,-1.950000000000000067e-01,-3.250000000000000111e-01,-4.550000000000000155e-01,-5.849999999999999645e-01
Zavg,2.810400000000000120e-01,2.810300000000000020e-01,2.810099999999999820e-01,2.810000000000000275e-01,2.809800000000000075e-01,2.810400000000000120e-01,2.810300000000000020e-01,2.810099999999999820e-01,2.810000000000000275e-01,2.809800000000000075e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01
cd,3.576000000000000012e-02,3.248999999999999805e-02,2.951000000000000151e-02,2.600999999999999840e-02,1.763999999999999943e-02,3.574999999999999706e-02,3.248999999999999805e-02,2.949999999999999845e-02,2.602000000000000146e-02,1.764999999999999902e-02,-7.047000000000000486e-02,-7.538000000000000256e-02,-6.318000000000000005e-02,-4.367000000000000048e-02,-4.340000000000000108e-03,-7.044999999999999873e-02,-7.534000000000000419e-02,-6.314000000000000168e-02,-4.365999999999999742e-02,-4.380000000000000213e-03
cd*c/cref,1.144713360000000103e-02,1.040752170000000011e-02,9.459725600000001497e-03,8.343487800000000398e-03,5.662440000000000355e-03,1.144393249999999841e-02,1.040752170000000011e-02,9.456519999999999510e-03,8.346695600000000534e-03,5.665649999999999506e-03,-9.161100000000000146e-03,-9.799400000000001512e-03,-8.213400000000000908e-03,-5.677100000000000028e-03,-5.642000000000000530e-04,-9.158499999999999974e-03,-9.794200000000001169e-03,-8.208200000000000565e-03,-5.675799999999999942e-03,-5.694000000000000710e-04
cl,5.234799999999999454e-01,4.975299999999999723e-01,4.587399999999999811e-01,3.915100000000000247e-01,2.606299999999999728e-01,5.234100000000000419e-01,4.975100000000000078e-01,4.586899999999999866e-01,3.915899999999999936e-01,2.608099999999999863e-01,-1.240580000000000016e+00,-1.208930000000000060e+00,-1.137930000000000108e+00,-1.011209999999999942e+00,-7.569099999999999717e-01,-1.239810000000000079e+00,-1.208830000000000071e+00,-1.137899999999999912e+00,-1.010799999999999921e+00,-7.560000000000000053e-01
cl*c/cref,1.675711827999999959e-01,1.593737848999999818e-01,1.470536943999999902e-01,1.255885778000000175e-01,8.366222999999999022e-02,1.675487751000000192e-01,1.593673783000000010e-01,1.470376663999999889e-01,1.256142402000000047e-01,8.372000999999999749e-02,-1.612754000000000132e-01,-1.571609000000000200e-01,-1.479309000000000318e-01,-1.314572999999999992e-01,-9.839829999999999410e-02,-1.611753000000000213e-01,-1.571479000000000070e-01,-1.479270000000000029e-01,-1.314039999999999930e-01,-9.828000000000000624e-02
cmx,1.063999999999999946e-01,3.028799999999999826e-01,4.649499999999999744e-01,5.541500000000000314e-01,4.731600000000000250e-01,-1.063800000000000023e-01,-3.028699999999999726e-01,-4.648999999999999799e-01,-5.542700000000000404e-01,-4.734900000000000220e-01,-6.203100000000000280e-01,-1.813669999999999893e+00,-2.846309999999999896e+00,-3.545469999999999899e+00,-3.406010000000000204e+00,6.199299999999999811e-01,1.813520000000000021e+00,2.846239999999999881e+00,3.544090000000000185e+00,3.401940000000000186e+00
cmx*c/cref,3.405970399999999620e-02,9.702155039999998953e-02,1.490443720000000083e-01,1.777602370000000154e-01,1.518843600000000238e-01,-3.405330179999999790e-02,-9.701834709999999917e-02,-1.490283440000000070e-01,-1.777987306000000101e-01,-1.519902900000000001e-01,-8.064030000000001197e-02,-2.357770999999999895e-01,-3.700203000000000242e-01,-4.609111000000000180e-01,-4.427813000000000443e-01,8.059090000000000698e-02,2.357576000000000116e-01,3.700111999999999846e-01,4.607317000000000218e-01,4.422522000000000397e-01
cmy,-2.830500000000000238e-01,-2.672300000000000231e-01,-2.352100000000000024e-01,-1.786200000000000010e-01,-8.495999999999999386e-02,-2.829599999999999893e-01,-2.671799999999999731e-01,-2.351300000000000057e-01,-1.786800000000000055e-01,-8.513999999999999346e-02,3.995579999999999909e+00,3.866839999999999833e+00,3.661950000000000038e+00,3.295240000000000169e+00,2.551159999999999872e+00,3.992939999999999934e+00,3.866649999999999920e+00,3.661999999999999922e+00,3.293919999999999959e+00,2.547899999999999832e+00
cmy*c/cref,-9.060713550000000505e-02,-8.560178590000000476e-02,-7.539891760000000387e-02,-5.729772360000000286e-02,-2.727216000000000015e-02,-9.057832559999999533e-02,-8.558576939999999744e-02,-7.537327280000000185e-02,-5.731697040000000021e-02,-2.732993999999999701e-02,5.194254000000000371e-01,5.026891999999999472e-01,4.760535000000000183e-01,4.283812000000000175e-01,3.316507999999999678e-01,5.190822000000000491e-01,5.026644999999999586e-01,4.760599999999999832e-01,4.282096000000000235e-01,3.312269999999999937e-01
cmz,-7.349999999999999763e-03,-1.977999999999999897e-02,-2.959000000000000172e-02,-3.502999999999999864e-02,-3.045000000000000137e-02,7.340000000000000170e-03,1.976999999999999938e-02,2.959000000000000172e-02,3.504000000000000170e-02,3.048000000000000015e-02,3.520999999999999824e-02,1.131000000000000061e-01,1.589700000000000002e-01,1.578700000000000103e-01,2.418999999999999970e-02,-3.520000000000000212e-02,-1.130400000000000016e-01,-1.588900000000000035e-01,-1.579099999999999948e-01,-2.443000000000000033e-02
cmz*c/cref,-2.352808499999999806e-03,-6.336127399999999694e-03,-9.485370400000000049e-03,-1.123692339999999949e-02,-9.774450000000000499e-03,2.349607400000000221e-03,6.332924099999999792e-03,9.485370400000000049e-03,1.124013120000000136e-02,9.784080000000000554e-03,4.577300000000000292e-03,1.470300000000000079e-02,2.066609999999999975e-02,2.052310000000000245e-02,3.144700000000000273e-03,-4.576000000000000206e-03,-1.469520000000000028e-02,-2.065570000000000253e-02,-2.052829999999999933e-02,-3.175900000000000164e-03
