"Iteration","Cd Monitor: Cd Monitor"
1.0,75.26221475845158
2.0,37.39605238063677
3.0,13.119552687720184
4.0,2.6448168144281405
5.0,1.996985511005656
6.0,1.1903165034156804
7.0,-0.23330977877377582
8.0,-0.35169035483765204
9.0,-0.35013973178479474
10.0,0.3663291164645601
11.0,1.1481131986789306
12.0,1.5482601700710605
13.0,1.5928308520898702
14.0,2.215448585634351
15.0,2.200697442544616
16.0,2.0272850341099535
17.0,1.9895263318171814
18.0,1.6693935105814566
19.0,1.6404271137012205
20.0,1.6076934563835228
21.0,1.4344914191757985
22.0,1.4228290545963456
23.0,1.3532985694326425
24.0,1.3486044514754423
25.0,1.340019795086457
26.0,1.331494427781744
27.0,1.3245330360127963
28.0,1.3214269191839925
29.0,1.3208021569550785
30.0,1.3223359316155763
31.0,1.326212922095147
32.0,1.3321707343458837
33.0,1.3380233333123972
34.0,1.343668654525078
35.0,1.348347674591957
36.0,1.3549308707148235
37.0,1.3570171588458873
38.0,1.356182384773775
39.0,1.352612204414303
40.0,1.3418271787714504
41.0,1.3341142948563278
42.0,1.3237926540101361
43.0,1.3115096477654318
44.0,1.2977376803505745
45.0,1.283557630919612
46.0,1.270057338803415
47.0,1.2579714077185882
48.0,1.2463917017961552
49.0,1.2288751551613455
50.0,1.2175455696551145
51.0,1.196703200806281
52.0,1.198334161302045
53.0,1.2052415678943151
54.0,1.2104888652906043
55.0,1.2230239755823198
56.0,1.23695559860951
57.0,1.2512094604509718
58.0,1.2640631271132015
59.0,1.275412841704258
60.0,1.2845255894045844
61.0,1.290946373307663
62.0,1.2941849827092473
63.0,1.294932224849091
64.0,1.294480831022397
65.0,1.292647207704605
66.0,1.288782490686132
67.0,1.2839368718304196
68.0,1.2796499874275136
69.0,1.271445599639761
70.0,1.267714509579316
71.0,1.26208481042475
72.0,1.258958154980473
73.0,1.2586583293719331
74.0,1.258972077998803
75.0,1.2610104554117567
76.0,1.264288954880852
77.0,1.2664602446592985
78.0,1.268149684814376
79.0,1.271663896424326
80.0,1.2770803881267239
81.0,1.2851873413949848
82.0,1.2978043963085601
83.0,1.310430156833597
84.0,1.3230446592049527
85.0,1.341687280707067
86.0,1.3626869457846997
87.0,1.383179378929827
88.0,1.394638041382179
89.0,1.4180109838603068
90.0,1.4295407025656195
91.0,1.4422662131159565
92.0,1.4531367351497961
93.0,1.4640820433234027
94.0,1.46821350587542
95.0,1.476329064740346
96.0,1.4792161016083634
97.0,1.4830818249501039
98.0,1.4831286659630398
99.0,1.4809361057036319
100.0,1.4775974449239364
101.0,1.4674334581448056
102.0,1.4591460388112814
103.0,1.447112745928305
104.0,1.4393412195063766
105.0,1.4261952571968304
106.0,1.4181118927233645
107.0,1.404587120685278
108.0,1.397331107726826
109.0,1.3850994902677667
110.0,1.3784364058190646
111.0,1.3683962737869972
112.0,1.3631882049839483
113.0,1.3567661633998973
114.0,1.3521495395960292
115.0,1.3487701670809584
116.0,1.34684852412476
117.0,1.3467200220307882
118.0,1.3470777382006065
119.0,1.3498428623049787
120.0,1.3509781622001824
121.0,1.3521506212164327
122.0,1.3540728097144086
123.0,1.354613468733823
124.0,1.354149758271299
125.0,1.352564217559476
126.0,1.3503433450195954
127.0,1.3467629761568767
128.0,1.341180775581616
129.0,1.3365358669584473
130.0,1.3310666601196184
131.0,1.3250629817913575
132.0,1.3187357099710633
133.0,1.3126629684234161
134.0,1.3066850982774136
135.0,1.3014321824547126
136.0,1.2954803096822012
137.0,1.2914080462333677
138.0,1.2867735152596018
139.0,1.2834843715207351
140.0,1.2795250646741765
141.0,1.2766155903699032
142.0,1.2730437791080182
143.0,1.2701612749932536
144.0,1.2663500427025631
145.0,1.2631892923479289
146.0,1.2589069127428503
147.0,1.2553892287135968
148.0,1.250716866336716
149.0,1.2470320461608617
150.0,1.242094136355628
151.0,1.2375791609596476
152.0,1.2333799991452083
153.0,1.2293913428307732
154.0,1.2256738855640328
155.0,1.2216875258021274
156.0,1.2193462084891062
157.0,1.2168216951026052
158.0,1.2148555967648238
159.0,1.213196073255006
160.0,1.212178315210007
161.0,1.2113906996479704
162.0,1.2115434373346272
163.0,1.2116065660862037
164.0,1.2126521136478479
165.0,1.2132429242160785
166.0,1.2149988976660708
167.0,1.2180000686927688
168.0,1.2187363690117827
169.0,1.219981768198186
170.0,1.2207398671190879
171.0,1.2210144450971812
172.0,1.2206871292299935
173.0,1.2199206967275043
174.0,1.2186235133186791
175.0,1.2168284798394293
176.0,1.2153678965279602
177.0,1.2131518624598165
178.0,1.211460488420367
179.0,1.2095615844038943
180.0,1.2080539742676484
181.0,1.2066174834613617
182.0,1.2054467228850418
183.0,1.2045251487765987
184.0,1.2039894384272705
185.0,1.202993599736327
186.0,1.202235192057447
187.0,1.2018908946154385
188.0,1.2009690807190296
189.0,1.1999712422384494
190.0,1.1989453303308213
191.0,1.1976629880971785
192.0,1.1965809618531378
193.0,1.1949285068624416
194.0,1.193786684387993
195.0,1.1923925880182005
196.0,1.1912849819029518
197.0,1.1898994546458066
198.0,1.1886249027187894
199.0,1.1873671721913217
200.0,1.1864764793671456
201.0,1.1851064336903037
202.0,1.1838082077491057
203.0,1.1827352623961656
204.0,1.1811658820387365
205.0,1.17970384269542
206.0,1.1775441071083705
207.0,1.1757801192454378
208.0,1.1734994436658595
209.0,1.1709933115472637
210.0,1.1677891048543456
211.0,1.165326729279175
212.0,1.162470979033325
213.0,1.1594849073716331
214.0,1.1563914542879816
215.0,1.153204946604028
216.0,1.1499420209417592
217.0,1.146580542694207
218.0,1.1432263744090692
