"Iteration","Cl Monitor: Cl Monitor"
1.0,49.745980332974526
2.0,25.516180958168306
3.0,7.230244996138196
4.0,1.4196572829940872
5.0,0.9966076823758271
6.0,-0.07503998801855265
7.0,-0.09617925694754433
8.0,-0.04302882127205838
9.0,0.47179503577899934
10.0,0.9694988783339201
11.0,1.0231804822132549
12.0,1.2310676027239136
13.0,1.2346781644221199
14.0,1.2284933796872886
15.0,1.1530766116549176
16.0,1.1396553981882975
17.0,1.1021637062891578
18.0,0.9884597573699211
19.0,0.9778763701797837
20.0,0.969993504186082
21.0,0.960107131301235
22.0,0.9545702810812551
23.0,0.9554438000800596
24.0,0.9692762600735458
25.0,0.9745415746543069
26.0,0.9873337281118926
27.0,0.9939052258221739
28.0,1.0073325842424947
29.0,1.0133305545725546
30.0,1.0240299277892382
31.0,1.0283529743090982
32.0,1.035606258912944
33.0,1.0391233104162867
34.0,1.0408385287571984
35.0,1.0403397839529762
36.0,1.03841117868638
37.0,1.035890359663076
38.0,1.030564614379748
39.0,1.0270305126569206
40.0,1.0220695077783781
41.0,1.018127271082955
42.0,1.0111219361917942
43.0,1.007389265550936
44.0,1.0037789706400788
45.0,0.9987090892790857
46.0,0.9967609012787718
47.0,0.9948200843768891
48.0,0.9947116075057417
49.0,0.9954451919844891
50.0,0.99733989214373
51.0,0.998901737420977
52.0,1.0009687448408686
53.0,1.0033550773041526
54.0,1.0060694868891862
55.0,1.0089320747481245
56.0,1.0118763747563344
57.0,1.0158095127463695
58.0,1.0185103451957918
59.0,1.0211742200066645
60.0,1.0248605584129862
61.0,1.0271163240379955
62.0,1.0302154031168533
63.0,1.033042299520118
64.0,1.0356238727464793
65.0,1.0391367167296164
66.0,1.041893413681826
67.0,1.0473127121625025
68.0,1.0502936514228784
69.0,1.0565815444307562
70.0,1.0631229371010391
71.0,1.0703248533077154
72.0,1.0781883095554965
73.0,1.0870623110514102
74.0,1.0967448851188417
75.0,1.106278981212022
76.0,1.1159074850785458
77.0,1.1212508801637173
78.0,1.1364632337449219
79.0,1.1394089876043043
80.0,1.145700632743751
81.0,1.1518939396781198
82.0,1.1547956682457619
83.0,1.159205370622716
84.0,1.1623870601090862
85.0,1.1667085629412075
86.0,1.170867627964521
87.0,1.173671359563221
88.0,1.1776542348854244
89.0,1.181488326355188
90.0,1.1845752718322835
91.0,1.186985825100337
92.0,1.188206208359494
93.0,1.1894477029329844
94.0,1.1898639109355542
95.0,1.1899774162378975
96.0,1.1898147604235314
97.0,1.1896119316538065
98.0,1.189200564317204
99.0,1.1888514942558084
100.0,1.1882939709841083
101.0,1.1879908560169887
102.0,1.188142933603057
103.0,1.1889870496402033
104.0,1.1912434696004153
105.0,1.1929470202159007
106.0,1.1973812946692013
107.0,1.2010565247667433
108.0,1.2065217181016026
109.0,1.210466793779254
110.0,1.2159235497727492
111.0,1.2184953096692168
112.0,1.2211349298359093
113.0,1.2248038501286858
114.0,1.227103682755932
115.0,1.2299263896357346
116.0,1.231866060240974
117.0,1.2342165012575794
118.0,1.2361298089972166
119.0,1.2374447426108892
120.0,1.2388381344302968
121.0,1.240367411063723
122.0,1.2418797008375424
123.0,1.243901318397662
124.0,1.2452686852115409
125.0,1.2475280305491454
126.0,1.2492330763044366
127.0,1.251313758724772
128.0,1.2537044848676806
129.0,1.2563841468374182
130.0,1.2591125258690261
131.0,1.2633881599327421
132.0,1.2673059569352156
133.0,1.27103315456403
134.0,1.2744293774374367
135.0,1.2775277577341981
136.0,1.2801022048805315
137.0,1.282248280868405
138.0,1.2834185803123224
139.0,1.2847660082580863
140.0,1.2856100040284004
141.0,1.2866701961747506
142.0,1.2871626366042574
143.0,1.2883379356674776
144.0,1.2889434713692063
145.0,1.290545037477726
146.0,1.2919056558602362
147.0,1.2934970400956747
148.0,1.2953283299987413
149.0,1.2973198225826843
150.0,1.2996174138198362
151.0,1.30201567642284
152.0,1.3046463525125171
153.0,1.3073474276396106
154.0,1.3100876661966605
155.0,1.3129671078361294
156.0,1.3159032882441533
157.0,1.3179730558737388
158.0,1.3211980917783497
159.0,1.3243663218919755
160.0,1.3265793640151784
161.0,1.3299085514218179
162.0,1.3314126636954045
163.0,1.3350563406878264
164.0,1.3365532445617951
165.0,1.3404102475797952
166.0,1.3437046450270307
167.0,1.3451977754785092
168.0,1.3512615415224103
169.0,1.3522927229628845
170.0,1.3550612949732594
171.0,1.3577359751634628
172.0,1.3604865296285178
173.0,1.3632250095085268
174.0,1.3659052454050704
175.0,1.3686117513591713
176.0,1.3712220379567048
177.0,1.3738814414929241
178.0,1.3764964321942268
179.0,1.3791455683492755
180.0,1.3818660414196933
181.0,1.3847031919088064
182.0,1.3875076621081597
183.0,1.39059606486152
184.0,1.393667188213738
185.0,1.3967619317802105
186.0,1.3998491449687143
187.0,1.4029139109496962
188.0,1.406033742228779
189.0,1.409132490303449
190.0,1.412229437651954
191.0,1.415289988769658
192.0,1.417317529774211
193.0,1.4205555694135938
194.0,1.4220001350219538
195.0,1.4253098624490006
196.0,1.4283151351451344
197.0,1.4296484353966705
198.0,1.4328513582731162
199.0,1.434209671877017
200.0,1.437475460589633
201.0,1.4388190473671776
202.0,1.4422083871465263
203.0,1.443549553003247
204.0,1.4468872372771353
205.0,1.4481844907292267
206.0,1.4505735973364537
207.0,1.4520963208391522
208.0,1.455882602253534
209.0,1.4572359292855455
210.0,1.4606751955224162
211.0,1.4619941679184347
212.0,1.4654534518197946
213.0,1.4667478159038314
214.0,1.472326760337838
215.0,1.4732085275434612
216.0,1.4742525839952338
217.0,1.476179363218192
218.0,1.47883891943871
219.0,1.4798813516655458
220.0,1.4826868939021507
221.0,1.4837211417501672
222.0,1.4873727779390773
223.0,1.4882030902543304
224.0,1.4904477642070206
225.0,1.4914475517879862
226.0,1.4941194455311344
227.0,1.4951498831476826
228.0,1.497845050380088
229.0,1.4989126016701115
230.0,1.503350635763458
231.0,1.5040530233197698
232.0,1.5050094863571926
233.0,1.507269095326054
234.0,1.50822856665621
235.0,1.5107495866071228
236.0,1.5117444818198664
237.0,1.5157981141037946
238.0,1.5165455782006256
239.0,1.5175447023540494
240.0,1.5198975574185978
241.0,1.521973150615972
242.0,1.5240444152307897
243.0,1.5260307480109976
244.0,1.52703609504388
245.0,1.5296089838698732
246.0,1.5319264536871153
247.0,1.533029283216001
248.0,1.5358036525689123
249.0,1.5380760550795574
250.0,1.5391898481022952
251.0,1.5419004241163976
252.0,1.544179995432079
253.0,1.5452924727875395
254.0,1.5495856787970093
255.0,1.55034207575116
256.0,1.5513472111010367
257.0,1.5537223215184752
258.0,1.5558109488061558
259.0,1.556827177093501
260.0,1.5593034296133397
261.0,1.560308902078537
262.0,1.562922584441876
263.0,1.5639684000037897
264.0,1.566712132952804
265.0,1.567793947207987
266.0,1.5705045754126565
267.0,1.5716091627247486
268.0,1.576043271337905
269.0,1.5767849694283185
270.0,1.5777427381812625
271.0,1.5799951118179731
272.0,1.5809694567635557
273.0,1.5834676190646015
274.0,1.5854767333977242
275.0,1.5864609430308303
276.0,1.5901749651851638
277.0,1.5907937863299444
278.0,1.5924374054374826
279.0,1.5932890284066077
280.0,1.5965465345788084
281.0,1.5971484574485202
282.0,1.5988019613647633
283.0,1.600411478457305
284.0,1.6020196257868307
285.0,1.602854643948139
286.0,1.605001928657828
287.0,1.6067412172636402
288.0,1.607623212117865
289.0,1.6098046127889383
290.0,1.61071021014208
291.0,1.6129233242460341
292.0,1.6138569133546405
293.0,1.6161218950639489
294.0,1.6170809288700507
295.0,1.6194651269956832
296.0,1.620431335910647
297.0,1.622763175467294
298.0,1.6237148809421509
299.0,1.6260037416936848
300.0,1.626948132304988
301.0,1.6292896447475822
302.0,1.6302244293244033
303.0,1.632434523268783
304.0,1.6333204301714075
305.0,1.6355423335090482
306.0,1.6364537838402862
307.0,1.6386737957537654
308.0,1.6395538264916445
309.0,1.6417513148977207
310.0,1.6426320314570944
311.0,1.6448486028036187
312.0,1.6457366282715151
313.0,1.6479457311798822
314.0,1.6488265299819835
315.0,1.6510202548763986
316.0,1.6519037774087189
317.0,1.6540776960101116
318.0,1.6558628423796768
319.0,1.656722317343741
320.0,1.658722604548318
321.0,1.6603560061349179
322.0,1.6618909697375308
323.0,1.6633439436273847
324.0,1.6647362712127174
325.0,1.6661047674880916
326.0,1.6674514451840459
327.0,1.6687848230825195
328.0,1.670094931197862
329.0,1.6713952047798046
330.0,1.6727081520669045
331.0,1.6740322855480743
332.0,1.6753549258987943
333.0,1.6766745202610644
334.0,1.677989398231242
335.0,1.6793279188369263
336.0,1.680668576651659
337.0,1.6820077242077545
338.0,1.6833167732192789
339.0,1.684594000084388
340.0,1.6858764413673852
341.0,1.687884218553053
342.0,1.688501408885883
343.0,1.6895765482540395
344.0,1.6906671951774321
345.0,1.6924567919491667
346.0,1.6930232716067708
347.0,1.6946458436447382
348.0,1.6951900231035963
349.0,1.6967727801170231
350.0,1.6973039420307585
351.0,1.6988744158325637
352.0,1.6994120908181496
353.0,1.7010021702884681
354.0,1.7015195555911375
355.0,1.7030826319847017
356.0,1.7035992668043374
357.0,1.705455371796834
358.0,1.7058853548149342
359.0,1.7069539309880775
360.0,1.7077124085620334
361.0,1.7091549387320009
362.0,1.7100161938000444
363.0,1.7107430841531464
364.0,1.7121044519262414
365.0,1.7129579856046124
366.0,1.7136593828020652
367.0,1.7149331617012276
368.0,1.7157087864536888
369.0,1.7163722728122874
370.0,1.7176084344749374
371.0,1.7183568769623851
372.0,1.7189932521759037
373.0,1.7201884202554498
374.0,1.7209119234052133
375.0,1.7215317929794494
376.0,1.7227157709181125
377.0,1.7234353923237544
378.0,1.7240501836934294
379.0,1.725222328018156
380.0,1.725918955935142
381.0,1.7265241693730065
382.0,1.7276927461746125
383.0,1.7283767709604918
384.0,1.728959426023459
385.0,1.7300577214542816
386.0,1.7306999882773126
387.0,1.7314318873587036
388.0,1.732180952414624
389.0,1.7329337762426762
390.0,1.7338677993529752
391.0,1.7343517939450765
392.0,1.7353174284056603
393.0,1.7357740751268267
394.0,1.7368061770962164
395.0,1.7372839124228106
396.0,1.738290087286516
397.0,1.7387616989140642
398.0,1.7397694430174864
399.0,1.7403659467112071
400.0,1.7408968988064577
401.0,1.7419121899092525
402.0,1.7425250685036877
403.0,1.7430598126067605
404.0,1.7440811194222667
405.0,1.744685233810026
406.0,1.7452180867173799
407.0,1.7462165026435852
408.0,1.7468056189871972
409.0,1.747317345226757
410.0,1.7483274156855841
411.0,1.7488999626298558
412.0,1.7494055929131076
413.0,1.7503583476380844
414.0,1.750905985715149
415.0,1.7513899131065476
416.0,1.7523444089210043
417.0,1.7529020469885466
