"Iteration","CpT_flap1 Monitor: CpT_flap1 Monitor"
1.0,1.7347381864318234
2.0,1.725803355161286
3.0,0.6983439923218591
4.0,-0.4333609201866646
5.0,-0.45841403525081426
6.0,-0.5049133860552392
7.0,-0.6460300801572345
8.0,-0.682368962879049
9.0,-0.7017032926244853
10.0,-0.7945893211468038
11.0,-0.7788955025263979
12.0,-0.7127376793540371
13.0,-0.6790704075935936
14.0,-0.4810495508847759
15.0,-0.46150413144732727
16.0,-0.4102943187914969
17.0,-0.2387596854255732
18.0,-0.1633172779979242
19.0,-0.14331427343320016
20.0,-0.07043560517906251
21.0,-0.07482103292352882
22.0,-0.08419197523013933
23.0,-0.1817495204404632
24.0,-0.20077701623522634
25.0,-0.2418847079944016
26.0,-0.3125785214530833
27.0,-0.3285274326522487
28.0,-0.3424733214568377
29.0,-0.3613835965249659
30.0,-0.3756504947457049
31.0,-0.3788988115927975
32.0,-0.37869334354734413
33.0,-0.3759930506828547
34.0,-0.36989377513843286
35.0,-0.35348151955290713
36.0,-0.3353691520666189
37.0,-0.310875812414834
38.0,-0.298504568484178
39.0,-0.2895154326050955
40.0,-0.2737732836809382
41.0,-0.26508210538893395
42.0,-0.26057146048245233
43.0,-0.25761253575590554
44.0,-0.2564095159760245
45.0,-0.2567818786946524
46.0,-0.2591525548243141
47.0,-0.263003810542335
48.0,-0.2719263161620834
49.0,-0.2781309326885013
50.0,-0.28679266579444873
51.0,-0.29850492064635264
52.0,-0.30687175927455196
53.0,-0.31253950950782317
54.0,-0.3172528753736967
55.0,-0.3221595632811895
56.0,-0.3250815093786544
57.0,-0.3268587339427751
58.0,-0.32756043626455905
59.0,-0.3273711538380013
60.0,-0.3258716279765378
61.0,-0.32412518880566116
62.0,-0.3208566350135631
63.0,-0.3178664374948944
64.0,-0.313359532722079
65.0,-0.3100197776506356
66.0,-0.30474472673733505
67.0,-0.3021239921030174
68.0,-0.2987978568648815
69.0,-0.29706587030005305
70.0,-0.2955913462550484
71.0,-0.295165672074427
72.0,-0.29578120235676514
73.0,-0.2974399684505651
74.0,-0.29956845045441305
75.0,-0.30304097446798234
76.0,-0.30611530322398806
77.0,-0.31047516697351657
78.0,-0.31424845025017345
79.0,-0.31838006594053564
80.0,-0.32330480085948526
81.0,-0.3268637356459189
82.0,-0.3331220371302206
83.0,-0.3358236391583317
84.0,-0.3384342192348943
85.0,-0.34055105505272565
86.0,-0.34117246717290556
87.0,-0.340460924929374
88.0,-0.33860391349412766
89.0,-0.33555593200149164
90.0,-0.328881629155495
91.0,-0.3247832362323663
92.0,-0.3124649271454072
93.0,-0.30897659001886585
94.0,-0.2956676817746289
95.0,-0.2941273671057753
96.0,-0.2924749551331065
97.0,-0.2925903778722258
98.0,-0.29198436854611726
99.0,-0.2928026390933542
100.0,-0.2956853177789466
101.0,-0.2963454980778639
102.0,-0.29596557866649914
103.0,-0.29635862679262637
104.0,-0.298330191016819
105.0,-0.298818032400143
106.0,-0.30044392858151836
107.0,-0.3035698536564157
108.0,-0.30693532665862383
109.0,-0.3128032024271973
110.0,-0.31951941353438507
111.0,-0.32600797032042433
112.0,-0.33670797243496214
113.0,-0.3482766752365703
114.0,-0.3604683655395794
115.0,-0.3813355189844886
116.0,-0.3871640965508271
117.0,-0.39888055157970365
118.0,-0.40916584615475676
119.0,-0.4139052395966415
120.0,-0.42209377343480087
121.0,-0.4258604187281123
122.0,-0.43066722660977347
123.0,-0.4334393588193762
124.0,-0.4357057332515922
125.0,-0.4378451683138568
126.0,-0.4389180691904859
127.0,-0.43955061835927983
128.0,-0.4399049981353374
129.0,-0.44012083090869664
130.0,-0.44014415093744
131.0,-0.4405664487899059
132.0,-0.4410298117632912
133.0,-0.44161429102287814
134.0,-0.44234365178485047
135.0,-0.44327830147811875
136.0,-0.4441385842921724
137.0,-0.4455966207944367
138.0,-0.4464439754561211
139.0,-0.44762556920922486
140.0,-0.44903985011378655
141.0,-0.45105476710454334
142.0,-0.452203585234922
143.0,-0.4537148149215736
144.0,-0.45619992990819586
145.0,-0.45785072678143823
146.0,-0.46111723426621964
147.0,-0.46324431521051684
148.0,-0.46739663836080675
149.0,-0.46999924249599134
150.0,-0.4737865248615364
151.0,-0.47719649426247757
152.0,-0.4818004439017922
153.0,-0.48532460923473475
154.0,-0.49034795448398977
155.0,-0.49404715940155164
156.0,-0.49791997515569075
157.0,-0.5019751236805343
158.0,-0.5059851060558902
159.0,-0.5098063901037395
160.0,-0.5136420715791726
161.0,-0.5174069098218977
162.0,-0.5210072902905406
163.0,-0.5244706650669293
164.0,-0.5276847314162461
165.0,-0.5305972933836616
166.0,-0.5333145835010872
167.0,-0.5356227537002666
168.0,-0.5378571945108639
169.0,-0.5399065801997237
170.0,-0.5419121675445951
171.0,-0.543797912205123
172.0,-0.5456742995781652
173.0,-0.5474979166749059
174.0,-0.5496942311900418
175.0,-0.5517958611983055
176.0,-0.5539199487391182
177.0,-0.5554311307747489
178.0,-0.5579395965125231
179.0,-0.5600433312229588
180.0,-0.5613550564473557
181.0,-0.5636363427385975
182.0,-0.5651158089682184
183.0,-0.56752798860196
184.0,-0.5691410622279927
185.0,-0.5711765429462955
186.0,-0.5726378731605696
187.0,-0.5746770875149018
188.0,-0.5771597125105132
189.0,-0.5792955344860518
190.0,-0.5816159129132098
191.0,-0.5845732683038743
192.0,-0.5870534145927304
193.0,-0.5896132928288068
194.0,-0.5934582496621228
195.0,-0.5952554666123955
196.0,-0.5990052943845842
197.0,-0.6007738169291861
198.0,-0.6044625603093416
199.0,-0.6061143875926102
200.0,-0.609189817219415
201.0,-0.6104875075319167
202.0,-0.6128498418641102
203.0,-0.6139590041565058
204.0,-0.6157827678182436
205.0,-0.6179396837070739
206.0,-0.6193522613381194
207.0,-0.6217681749217738
208.0,-0.6241028312773776
209.0,-0.626767149507166
210.0,-0.6290271401242017
211.0,-0.6325538602444393
212.0,-0.6352834113681525
213.0,-0.6377361837887641
214.0,-0.6431704343215141
215.0,-0.6465260204204393
216.0,-0.6503516494670489
217.0,-0.6533051627394849
218.0,-0.6581696412191745
219.0,-0.6642229017350326
220.0,-0.6670057963390235
221.0,-0.6714827255762157
222.0,-0.6757590705463358
223.0,-0.6813081392765863
224.0,-0.6838499537231372
225.0,-0.6890010401612897
226.0,-0.6913320578924491
227.0,-0.6951037913775124
228.0,-0.6994631014111506
229.0,-0.7015932244050431
230.0,-0.7049435262898864
231.0,-0.7072794164806802
232.0,-0.7109585100910905
233.0,-0.7132617409462485
234.0,-0.7178649539465051
235.0,-0.7197186797235049
236.0,-0.7227752187662971
237.0,-0.7262846721376152
238.0,-0.7278413983498949
239.0,-0.7311092060360745
240.0,-0.7325340619658693
241.0,-0.7353048692727695
242.0,-0.73644245047311
243.0,-0.7388367819891343
244.0,-0.7396921676021463
245.0,-0.7415695989168382
246.0,-0.7422102724023407
247.0,-0.7430177762506053
248.0,-0.7435047796990498
249.0,-0.7445148912025912
250.0,-0.7459713933418912
251.0,-0.7467585881437799
252.0,-0.7485185822144956
253.0,-0.749235165164836
254.0,-0.7509237961898139
255.0,-0.7522733906797476
256.0,-0.7548605749140055
257.0,-0.7566604238816074
258.0,-0.7599770321042812
259.0,-0.7622319264910375
260.0,-0.7651052146277371
261.0,-0.7697999646449615
262.0,-0.7727045461631566
263.0,-0.7762191526506302
264.0,-0.7836915057318077
265.0,-0.7863949200475139
266.0,-0.7896158271068258
267.0,-0.7963634925797053
268.0,-0.7987667458415325
269.0,-0.802706367566586
270.0,-0.8050593057735593
271.0,-0.8086270667905946
272.0,-0.8113618404350372
273.0,-0.8134845126622374
274.0,-0.8150649814261371
275.0,-0.8161981825942679
276.0,-0.8167973431214948
277.0,-0.8169731476023142
278.0,-0.8170980177537409
279.0,-0.8170355556738501
280.0,-0.8168869575705707
281.0,-0.8167807521741948
282.0,-0.8171120462462614
283.0,-0.8175184432620287
284.0,-0.8189597849853869
285.0,-0.8199111032701938
286.0,-0.822557220789336
287.0,-0.825045192043452
288.0,-0.8268000073686219
289.0,-0.8318954946810597
290.0,-0.8337968481776223
291.0,-0.8410881698637829
292.0,-0.8428789459477382
293.0,-0.8470945396073799
294.0,-0.8509272706009585
295.0,-0.8546021553501238
296.0,-0.8579671232596083
297.0,-0.8610318597261527
298.0,-0.8626504972486586
299.0,-0.8659192427934085
300.0,-0.8681670399678111
301.0,-0.8693769786368614
302.0,-0.8721247858882514
303.0,-0.8729276324716788
304.0,-0.8744806072644546
305.0,-0.8761778398149428
306.0,-0.8775249189759231
307.0,-0.8784687037703536
308.0,-0.8808776018261029
309.0,-0.8817109598036754
310.0,-0.8835897975551461
311.0,-0.8859366395777183
312.0,-0.8880156618546151
313.0,-0.8897655522390348
314.0,-0.8924701600002838
315.0,-0.8944762673728931
316.0,-0.8975277468834538
317.0,-0.8996401128482406
318.0,-0.9035407968196927
319.0,-0.9049340151994871
320.0,-0.9088084929883402
321.0,-0.9101627206546724
322.0,-0.9139934624162503
323.0,-0.915278866446861
324.0,-0.9194742953856784
325.0,-0.9205825042953941
326.0,-0.9226456581089553
327.0,-0.9255720934109589
328.0,-0.9270499781466583
329.0,-0.9296443169105116
330.0,-0.9310155291267762
331.0,-0.9335250353493867
332.0,-0.9349051771935952
333.0,-0.9377098468475696
334.0,-0.938942234231186
335.0,-0.9412243462153661
336.0,-0.9426524705042119
337.0,-0.9456187991033461
338.0,-0.9469627073772494
339.0,-0.9499223523533377
340.0,-0.9513472169219395
341.0,-0.9544968891373997
342.0,-0.9559563315507801
343.0,-0.9592623356090444
344.0,-0.9607509048925511
345.0,-0.9640555481321522
346.0,-0.9655416821533023
347.0,-0.9692592706323254
348.0,-0.9705779027294974
349.0,-0.9730538934510503
350.0,-0.9745863396143215
351.0,-0.9782809627861244
352.0,-0.979572345964843
353.0,-0.9819914083135264
354.0,-0.9835010481730675
355.0,-0.9871304421115672
356.0,-0.9883751713841796
357.0,-0.9906988899613149
358.0,-0.9921969549525332
359.0,-0.9957754839532174
360.0,-0.9970037780769759
361.0,-1.0000644796066445
362.0,-1.0012959463253825
363.0,-1.0039820899296659
364.0,-1.0053148398532796
365.0,-1.0090177223784023
366.0,-1.0101784485105036
367.0,-1.0123070506556193
368.0,-1.0144097429952048
369.0,-1.0165125346477235
370.0,-1.0186591646422263
371.0,-1.0212104822873955
372.0,-1.0225193519966196
373.0,-1.025928387855278
374.0,-1.027022649122819
375.0,-1.0292644851765114
376.0,-1.0307397140177588
377.0,-1.0337227760827632
378.0,-1.034800654118943
379.0,-1.0371000868414697
380.0,-1.0388629585049742
381.0,-1.0410493317185812
382.0,-1.0427670045850146
383.0,-1.0449337612201612
384.0,-1.0469112639816223
385.0,-1.0485512112962907
386.0,-1.050595274881203
387.0,-1.0525185658197125
388.0,-1.0543804877308502
389.0,-1.0561947771613394
390.0,-1.0579523133483109
391.0,-1.0597208262009443
392.0,-1.0615147207880704
393.0,-1.0632613914311941
394.0,-1.0650086703916966
395.0,-1.066520966394274
396.0,-1.068502715563372
397.0,-1.0703256316923668
398.0,-1.0718269211546652
399.0,-1.0737530442010594
400.0,-1.0755365299010378
401.0,-1.0770059848626752
402.0,-1.0789441088341318
403.0,-1.0804712596259243
404.0,-1.0823945064800868
405.0,-1.0833974455981323
406.0,-1.086700505622825
407.0,-1.0874765174357863
408.0,-1.0886342337315273
409.0,-1.0904276178456827
410.0,-1.0923002923616654
411.0,-1.093179488965972
412.0,-1.0961946539846479
413.0,-1.0969354834217335
414.0,-1.098247506786912
415.0,-1.099949465225888
416.0,-1.101827001236019
417.0,-1.1030313302898018
418.0,-1.104953212551756
419.0,-1.1065718013928376
420.0,-1.1077186032538795
421.0,-1.1094676913263128
422.0,-1.1110377983168058
423.0,-1.111828968117928
424.0,-1.1146929392506335
425.0,-1.115348115907431
426.0,-1.1165247488300707
427.0,-1.118335242263901
428.0,-1.1199455274332015
429.0,-1.1215047405970218
430.0,-1.1222495655999227
431.0,-1.1252285554019015
432.0,-1.1258471577747007
433.0,-1.1269509439527827
434.0,-1.1286073054490073
435.0,-1.1300804288214865
436.0,-1.1315045950143359
437.0,-1.1328529408895083
438.0,-1.1342357920189745
439.0,-1.1355861510561738
440.0,-1.1369494372388116
441.0,-1.1382896807198724
442.0,-1.1399911861969585
443.0,-1.1406218213157953
444.0,-1.14295323422433
445.0,-1.1434993517316836
446.0,-1.1454939874181695
447.0,-1.146026421793028
448.0,-1.1479370607985164
449.0,-1.1484845502363599
