"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,     "rms[k]"     ,     "rms[w]"     ,    "rms[LM_1]"   ,    "rms[LM_2]"   ,"LinSolIter",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "HF"       ,      "maxHF"     ,      "Temp"      
          0,           0,           0,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          13,      -6.169631966,               0,              -inf,                0,              -inf,    0.002440801433,     0.06107971655,               8.8,               8.8,               8.8,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           1,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          14,      -6.352977677,               0,              -inf,                0,              -inf,    0.002684881576,      0.0671876882,              9.68,              9.68,              9.68,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           2,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          14,      -6.038980272,               0,              -inf,                0,              -inf,    0.002953369733,     0.07390645702,            10.648,            10.648,            10.648,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           3,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          15,       -6.15420198,               0,              -inf,                0,              -inf,    0.003248706707,     0.08129710273,           11.7128,           11.7128,           11.7128,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           4,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          16,      -6.235752869,               0,              -inf,                0,              -inf,    0.003573577377,       0.089426813,          12.88408,          12.88408,          12.88408,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           5,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          17,      -6.259411762,               0,              -inf,                0,              -inf,    0.003930935115,      0.0983694943,         14.172488,         14.172488,         14.172488,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           6,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          18,      -6.271494889,               0,              -inf,                0,              -inf,    0.004324028627,      0.1082064437,        15.5897368,        15.5897368,        15.5897368,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           7,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          19,       -6.24765776,               0,              -inf,                0,              -inf,    0.004756431489,      0.1190270881,       17.14871048,       17.14871048,       17.14871048,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           8,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          20,      -6.206207943,               0,              -inf,                0,              -inf,    0.005232074638,      0.1309297969,       18.86358153,       18.86358153,       18.86358153,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,           9,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          21,       -6.12974042,               0,              -inf,                0,              -inf,    0.005755282102,      0.1440227766,       20.74993968,       20.74993968,       20.74993968,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
          0,           0,          10,      -9.126364296,       -7.82852821,      -8.426993187,      -6.266767965,              -inf,              -inf,              -inf,              -inf,          22,      -6.055749359,               0,              -inf,                0,              -inf,    0.006330810312,      0.1584250543,       22.82493365,       22.82493365,       22.82493365,      0.1561387101,      0.0831056902,     -0.4498513172,                 0,                 0,                 0,     -0.4715258646,      0.0831056902,     -0.4498513172,                 0,      -5.413002601,  -2.206076744e-14,   5.995165932e-13,                 0
