7.120504e-01  6.551664e-02
7.220357e-01  6.370636e-02
7.320143e-01  6.185961e-02
7.419865e-01  5.997698e-02
7.519528e-01  5.805907e-02
7.619135e-01  5.610642e-02
7.718691e-01  5.411959e-02
7.818198e-01  5.209910e-02
7.917661e-01  5.004544e-02
8.017082e-01  4.795912e-02
8.116464e-01  4.584060e-02
8.215810e-01  4.369033e-02
8.315123e-01  4.150877e-02
8.414406e-01  3.929633e-02
8.513659e-01  3.705343e-02
8.612886e-01  3.478048e-02
8.712089e-01  3.247786e-02
8.811267e-01  3.014594e-02
8.910424e-01  2.778511e-02
9.009559e-01  2.539570e-02
9.108673e-01  2.297807e-02
9.207768e-01  2.053256e-02
9.306842e-01  1.805949e-02
9.405897e-01  1.555918e-02
9.504931e-01  1.303194e-02
9.603944e-01  1.047807e-02
9.702935e-01  7.897872e-03
9.801904e-01  5.291625e-03
9.900849e-01  2.659609e-03
9.978761e-01  5.664900e-04
