9.978761e-01  5.664900e-04
9.899151e-01  2.130086e-03
9.798096e-01  4.090822e-03
9.697065e-01  6.024707e-03
9.596056e-01  7.929515e-03
9.495069e-01  9.803076e-03
9.394103e-01  1.164328e-02
9.293158e-01  1.344808e-02
9.192232e-01  1.521548e-02
9.091327e-01  1.694355e-02
8.990441e-01  1.863042e-02
8.889576e-01  2.027428e-02
8.788733e-01  2.187337e-02
8.687911e-01  2.342600e-02
8.587114e-01  2.493055e-02
8.486341e-01  2.638545e-02
8.385594e-01  2.778919e-02
8.284877e-01  2.914033e-02
8.184190e-01  3.043749e-02
8.083536e-01  3.167936e-02
7.982918e-01  3.286470e-02
7.882339e-01  3.399231e-02
7.781802e-01  3.506108e-02
7.681309e-01  3.606996e-02
7.580865e-01  3.701797e-02
7.480472e-01  3.790420e-02
7.380135e-01  3.872781e-02
7.279857e-01  3.948802e-02
7.179643e-01  4.018413e-02
7.079496e-01  4.081552e-02
6.979420e-01  4.138161e-02
6.879420e-01  4.188194e-02
6.779499e-01  4.231608e-02
6.679662e-01  4.268369e-02
6.579913e-01  4.298453e-02
6.480255e-01  4.321839e-02
6.380694e-01  4.338517e-02
6.281232e-01  4.348482e-02
6.181875e-01  4.351739e-02
6.082624e-01  4.348300e-02
5.983484e-01  4.338183e-02
5.884459e-01  4.321416e-02
5.785550e-01  4.298033e-02
5.686761e-01  4.268077e-02
5.588095e-01  4.231597e-02
5.489554e-01  4.188652e-02
5.391139e-01  4.139307e-02
5.292852e-01  4.083636e-02
5.194694e-01  4.021720e-02
5.096667e-01  3.953648e-02
4.998770e-01  3.879516e-02
4.901003e-01  3.799428e-02
4.803366e-01  3.713498e-02
4.705857e-01  3.621845e-02
4.608476e-01  3.524597e-02
4.511220e-01  3.421889e-02
4.414086e-01  3.313867e-02
4.317071e-01  3.200682e-02
4.220171e-01  3.082493e-02
4.123382e-01  2.959470e-02
4.026698e-01  2.831788e-02
3.930115e-01  2.699634e-02
3.833625e-01  2.563202e-02
3.737221e-01  2.422696e-02
3.640896e-01  2.278328e-02
3.544641e-01  2.130321e-02
3.448447e-01  1.978909e-02
3.352304e-01  1.824335e-02
3.256201e-01  1.666855e-02
3.160126e-01  1.506737e-02
3.064068e-01  1.344261e-02
2.968012e-01  1.179724e-02
2.871944e-01  1.013434e-02
2.775850e-01  8.457206e-03
2.679713e-01  6.769281e-03
2.583516e-01  5.074230e-03
2.487241e-01  3.375944e-03
2.390868e-01  1.678569e-03
2.294376e-01  -1.345512e-05
2.197743e-01  -1.695359e-03
2.100945e-01  -3.361988e-03
2.003956e-01  -5.007746e-03
1.906749e-01  -6.626511e-03
1.809293e-01  -8.211546e-03
1.711555e-01  -9.755372e-03
1.613499e-01  -1.124961e-02
1.515085e-01  -1.268479e-02
1.416268e-01  -1.405004e-02
1.316996e-01  -1.533276e-02
1.217211e-01  -1.651810e-02
1.116842e-01  -1.758822e-02
1.015806e-01  -1.852122e-02
9.139994e-02  -1.928955e-02
8.112917e-02  -1.985747e-02
7.075084e-02  -2.017669e-02
6.024066e-02  -2.017876e-02
4.956229e-02  -1.975989e-02
3.865594e-02  -1.874699e-02
2.740714e-02  -1.680484e-02
1.222576e-02  -1.169108e-02
4.141129e-03  -6.577321e-03
7.562131e-04  -1.463560e-03
-2.949449e-04  3.650200e-03
-2.892244e-04  8.763960e-03
8.459431e-04  1.387772e-02
3.267031e-03  1.899148e-02
7.130511e-03  2.410524e-02
1.259286e-02  2.921900e-02
2.134406e-02  3.576545e-02
3.043771e-02  4.131949e-02
3.975934e-02  4.621405e-02
4.924916e-02  5.061997e-02
5.887083e-02  5.463889e-02
6.860006e-02  5.833712e-02
7.841944e-02  6.176086e-02
8.831583e-02  6.494383e-02
9.827892e-02  6.791160e-02
1.083004e-01  7.068414e-02
1.183732e-01  7.327741e-02
1.284915e-01  7.570446e-02
1.386501e-01  7.797609e-02
1.488445e-01  8.010146e-02
1.590707e-01  8.208837e-02
1.693251e-01  8.394357e-02
1.796044e-01  8.567297e-02
1.899055e-01  8.728179e-02
2.002257e-01  8.877469e-02
2.105624e-01  9.015584e-02
2.209132e-01  9.142904e-02
2.312759e-01  9.259773e-02
2.416484e-01  9.366509e-02
2.520287e-01  9.463406e-02
2.624150e-01  9.550736e-02
2.728056e-01  9.628754e-02
2.831988e-01  9.697700e-02
2.935932e-01  9.757800e-02
3.039874e-01  9.809269e-02
3.143799e-01  9.852311e-02
3.247696e-01  9.887122e-02
3.351553e-01  9.913888e-02
3.455359e-01  9.932789e-02
3.559104e-01  9.944000e-02
3.662779e-01  9.947688e-02
3.766375e-01  9.944015e-02
3.869885e-01  9.933140e-02
3.973302e-01  9.915216e-02
4.076618e-01  9.890393e-02
4.179829e-01  9.858816e-02
4.282929e-01  9.820627e-02
4.385914e-01  9.775965e-02
4.488780e-01  9.724965e-02
4.591524e-01  9.667760e-02
4.694143e-01  9.604480e-02
4.796634e-01  9.535251e-02
4.898997e-01  9.460196e-02
5.001230e-01  9.379437e-02
5.103333e-01  9.293093e-02
5.205306e-01  9.201278e-02
5.307148e-01  9.104105e-02
5.408861e-01  9.001686e-02
5.510446e-01  8.894126e-02
5.611905e-01  8.781531e-02
5.713239e-01  8.664004e-02
5.814450e-01  8.541643e-02
5.915541e-01  8.414547e-02
6.016516e-01  8.282808e-02
6.117376e-01  8.146518e-02
6.218125e-01  8.005767e-02
6.318768e-01  7.860642e-02
6.419306e-01  7.711225e-02
6.519745e-01  7.557598e-02
6.620087e-01  7.399839e-02
6.720338e-01  7.238026e-02
6.820501e-01  7.072232e-02
6.920580e-01  6.902528e-02
7.020580e-01  6.728983e-02
