"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
-1.8599999999999999,19.974079132080078
-1.92,19.97956085205078
-1.98,19.980369567871094
-2.04,19.97580337524414
-2.0999999999999996,19.975440979003906
-2.16,19.980785369873047
-2.2199999999999998,19.98236846923828
-2.2800000000000002,19.9908504486084
-2.34,19.992538452148438
-2.4000000000000004,19.99457359313965
-2.46,20.00843048095703
-2.52,20.010841369628906
-2.58,20.0202579498291
-2.64,20.022977828979492
-2.7,20.026226043701172
-2.7600000000000002,20.02937126159668
-2.82,20.043094635009766
-2.88,20.04706573486328
-2.94,20.052440643310547
-3.0,20.060134887695312
-3.06,20.065109252929688
-3.12,20.071269989013672
-3.18,20.07472801208496
-3.24,20.078811645507812
-3.3000000000000003,20.092578887939453
-3.3600000000000003,20.0967960357666
-3.42,20.101133346557617
-3.4799999999999995,20.114229202270508
-3.54,20.118478775024414
-3.5999999999999996,20.1257381439209
-3.66,20.127534866333008
-3.7199999999999998,20.138858795166016
-3.7800000000000002,20.141925811767578
-3.84,20.14988136291504
-3.9000000000000004,20.153120040893555
-3.96,20.16498565673828
-4.0200000000000005,20.16827392578125
-4.08,20.18106460571289
-4.14,20.185033798217773
-4.199999999999999,20.19333267211914
-4.26,20.198978424072266
-4.32,20.204391479492188
-4.38,20.206512451171875
-4.4399999999999995,20.218557357788086
-4.5,20.22441864013672
-4.5600000000000005,20.227998733520508
-4.62,20.230127334594727
-4.68,20.24245262145996
-4.74,20.244516372680664
-4.800000000000001,20.24431610107422
-4.86,20.248666763305664
-4.92,20.25304412841797
-4.9799999999999995,20.2571964263916
-5.04,20.261260986328125
-5.1,20.265174865722656
-5.16,20.27646827697754
-5.22,20.279977798461914
-5.28,20.28346824645996
-5.34,20.286884307861328
-5.4,20.29019546508789
-5.46,20.293437957763672
-5.5200000000000005,20.296649932861328
-5.58,20.299867630004883
-5.64,20.303403854370117
-5.699999999999999,20.298871994018555
-5.76,20.302339553833008
-5.82,20.299304962158203
-5.88,20.300212860107422
-5.9399999999999995,20.29889678955078
-6.0,20.299163818359375
0.0,20.130586624145508
-0.06,20.106735229492188
-0.12,20.07670021057129
-0.18,20.045629501342773
-0.24,19.992935180664062
-0.30000000000000004,19.9553165435791
-0.36,19.918237686157227
-0.42000000000000004,19.88389015197754
-0.48,19.810508728027344
-0.54,19.75436782836914
-0.6000000000000001,19.65841293334961
-0.66,19.471050262451172
-0.72,18.356168746948242
-0.78,16.37801170349121
-0.8400000000000001,14.578990936279297
-0.8999999999999999,13.827042579650879
-0.96,14.197662353515625
-1.02,15.69438648223877
-1.08,17.976228713989258
-1.1400000000000001,19.8138484954834
-1.2000000000000002,19.975345611572266
-1.26,19.9835262298584
-1.32,19.99075698852539
-1.3800000000000001,19.9996337890625
-1.44,20.007888793945312
-1.5,19.997276306152344
-1.56,19.977588653564453
-1.62,19.97285270690918
-1.6800000000000002,19.967185974121094
-1.7399999999999998,19.972293853759766
-1.7999999999999998,19.96815299987793
