"Iteration","CpT_flap1 Monitor: CpT_flap1 Monitor"
1.0,-0.08609728005455293
2.0,0.4024742116540993
3.0,-0.0680887979938494
4.0,-0.35730847791497045
5.0,-0.5287139381640974
6.0,-0.5589818567794772
7.0,-0.5814028066778172
8.0,-0.5859372120193628
9.0,-0.595115170285542
10.0,-0.7103093171873187
11.0,-0.703024578374957
12.0,-0.6030233090900202
13.0,-0.5690801363766612
14.0,-0.47708595845259166
15.0,-0.4353497124267901
16.0,-0.25916169832623565
17.0,-0.2535859603730212
18.0,-0.24867741157933382
19.0,-0.24988185055097611
20.0,-0.25843558217301726
21.0,-0.3529274269869972
22.0,-0.36084289670816017
23.0,-0.37554688830285105
24.0,-0.3826368779827868
25.0,-0.4243070435506242
26.0,-0.429302416300991
27.0,-0.4299367535228007
28.0,-0.42652989240058303
29.0,-0.41671344857676124
30.0,-0.41089695237495805
31.0,-0.3963201314718929
32.0,-0.38890832546893406
33.0,-0.3733415453314575
34.0,-0.365950122676655
35.0,-0.3522081205181794
36.0,-0.3465048939179798
37.0,-0.337153626486052
38.0,-0.33379625503019483
39.0,-0.33113259596303335
40.0,-0.3294507953641834
41.0,-0.3288967973129542
42.0,-0.3295133526596113
43.0,-0.33122997977625684
44.0,-0.3338931583614486
45.0,-0.3399508874148072
46.0,-0.34367806421181657
47.0,-0.34723687426652156
48.0,-0.35318273067071343
49.0,-0.3562510260570763
50.0,-0.35891435152282114
51.0,-0.3606765920545847
52.0,-0.3617269292885006
53.0,-0.3622889469050979
54.0,-0.36221109389946804
55.0,-0.36157175201534125
56.0,-0.3603671648890868
57.0,-0.35875495922193973
58.0,-0.35619556668087593
59.0,-0.35421698655078776
60.0,-0.3518996828186038
61.0,-0.3494447261985523
62.0,-0.34711735587793036
63.0,-0.3431116836010072
64.0,-0.341309872227412
65.0,-0.33961323940499294
66.0,-0.3369067720798751
67.0,-0.3358741206150233
68.0,-0.3345324918237409
69.0,-0.3340344400493247
70.0,-0.3342094934161475
71.0,-0.3356027841258993
72.0,-0.33708100023858995
73.0,-0.3397622503034342
74.0,-0.34228856651851536
75.0,-0.3445232747290744
76.0,-0.3464078092615218
77.0,-0.34764990938712614
78.0,-0.3484008126450575
79.0,-0.34810034286715685
80.0,-0.3459842809131926
81.0,-0.345260233219357
82.0,-0.34366939279782305
83.0,-0.34317528113982815
84.0,-0.34257791563038364
85.0,-0.34279150456136576
86.0,-0.3430633782819608
87.0,-0.34344373929179456
88.0,-0.34425701903552836
89.0,-0.34521872811805326
90.0,-0.3462716692698608
91.0,-0.3481225026671179
92.0,-0.34929444035173507
93.0,-0.35084466289416893
94.0,-0.3529017970421589
95.0,-0.354044464413443
96.0,-0.3556720692987497
97.0,-0.35704577830457296
98.0,-0.3583845299709543
99.0,-0.3595400193884132
100.0,-0.36052829467326203
101.0,-0.36133982887599686
102.0,-0.3620896815595817
103.0,-0.3624969753927891
104.0,-0.3630632225198432
105.0,-0.3636814141850165
106.0,-0.3641670564987445
107.0,-0.36502972319707105
108.0,-0.3658354221525839
109.0,-0.36690575829738054
110.0,-0.3681448019389182
111.0,-0.3696443443670893
112.0,-0.3713160006242857
113.0,-0.37328502873477987
114.0,-0.3753208527640684
115.0,-0.37746263601275165
116.0,-0.38052831557438593
117.0,-0.3824705203100264
118.0,-0.38501896709834793
119.0,-0.38653576493146535
120.0,-0.38820634449847163
121.0,-0.38904521476075676
122.0,-0.3897085929905419
123.0,-0.38976094939056366
124.0,-0.38975779504865654
125.0,-0.38930112897703323
126.0,-0.38884167941941145
127.0,-0.3883217687528421
128.0,-0.3880478704367222
129.0,-0.3875885928779188
130.0,-0.38736302836709174
131.0,-0.3872072826809723
132.0,-0.38703030948967704
133.0,-0.3870929585991364
134.0,-0.38736357961457435
135.0,-0.3876779926359438
136.0,-0.3884083044852755
137.0,-0.38904222751335726
138.0,-0.3903629328699806
139.0,-0.39135359590426233
140.0,-0.3932684902466674
141.0,-0.39515329780042724
142.0,-0.3973700364323966
143.0,-0.3990156741446667
144.0,-0.40303477379401476
145.0,-0.40468905190161203
146.0,-0.40853252441052895
147.0,-0.4101803055539498
148.0,-0.41372599875336996
149.0,-0.4168458337324504
150.0,-0.41882747774849005
151.0,-0.42127173866378376
152.0,-0.4232243390404813
153.0,-0.42408726837864646
154.0,-0.4256457512347877
155.0,-0.4265443073377757
156.0,-0.42716314739522765
157.0,-0.42741574330650195
158.0,-0.42714531837423586
159.0,-0.42672981835963447
160.0,-0.42612258185140994
161.0,-0.42536786134379906
162.0,-0.42517540724453495
163.0,-0.42477991273582955
164.0,-0.42453795310258247
165.0,-0.4246899474376407
166.0,-0.4250994987672847
167.0,-0.42605022205066423
168.0,-0.42677340247166595
169.0,-0.4283719132594169
170.0,-0.4301828521105923
171.0,-0.4330794341226683
172.0,-0.43453319599683266
173.0,-0.4381274965109909
174.0,-0.4398418706564365
175.0,-0.44419691821128576
176.0,-0.44594222907502556
177.0,-0.4501298763594235
178.0,-0.4517920275865108
179.0,-0.45364661166377995
180.0,-0.4577121518055378
181.0,-0.45915515880139207
182.0,-0.46067167146536814
183.0,-0.4637542844593888
184.0,-0.4646936043754639
185.0,-0.46646999296005903
186.0,-0.46704592862184874
187.0,-0.46797292636125953
188.0,-0.46825349958940926
189.0,-0.46857326999518056
190.0,-0.46874816711234685
191.0,-0.46893225776169184
192.0,-0.469071837457446
193.0,-0.46927276253150896
194.0,-0.4693356350249655
195.0,-0.4696757461046213
196.0,-0.4705929678789948
197.0,-0.47108243842901276
198.0,-0.472238925528571
199.0,-0.4732213707175344
200.0,-0.4756783386642202
201.0,-0.4767627610631728
202.0,-0.479532897513014
203.0,-0.4808486380930044
204.0,-0.48397471456921565
205.0,-0.4853535032517966
206.0,-0.48853497993956446
207.0,-0.4911642238993355
208.0,-0.4936139118213719
209.0,-0.4957618532873995
210.0,-0.4974179040278651
211.0,-0.4987046516221114
212.0,-0.499599711586258
213.0,-0.4999338496199443
214.0,-0.49970401934542347
215.0,-0.49956657403383625
216.0,-0.49952473367198025
217.0,-0.49956285862544225
218.0,-0.4990319226626873
219.0,-0.4988438286990606
220.0,-0.498857264139444
221.0,-0.498381442638034
222.0,-0.4983538398332406
223.0,-0.49868846177454274
224.0,-0.4993871402246838
225.0,-0.5001602724793308
226.0,-0.5007351670985245
227.0,-0.5017148598799365
228.0,-0.5034910678176853
229.0,-0.5053135724004091
230.0,-0.5072375361579705
231.0,-0.5093288415979778
232.0,-0.5115708831614135
233.0,-0.5139201708796478
234.0,-0.5162805554157521
235.0,-0.5185308658489342
236.0,-0.520815266529701
237.0,-0.5230370171645531
238.0,-0.5251359595277322
239.0,-0.5270913349400597
240.0,-0.5289105954070769
241.0,-0.5306264103920059
242.0,-0.5321846629981218
243.0,-0.5336278575682734
244.0,-0.5349592062958326
245.0,-0.5365008358150892
246.0,-0.5371931911871778
247.0,-0.5385929482974772
248.0,-0.5392430320340259
249.0,-0.5409444665505739
250.0,-0.5413924265072738
251.0,-0.5424078957593799
252.0,-0.5429093272682856
253.0,-0.5445318018397974
254.0,-0.5448633755017875
255.0,-0.5456321002831407
256.0,-0.5468872213460692
257.0,-0.5476462010948435
258.0,-0.5497965720402097
259.0,-0.550543058332768
260.0,-0.552402077821189
261.0,-0.5541820476042771
262.0,-0.5552127470509364
263.0,-0.5586924274231366
264.0,-0.5595107059459463
265.0,-0.5609324050089279
266.0,-0.5629260396394662
267.0,-0.563970907886755
268.0,-0.5673057647027666
269.0,-0.5680532160563319
270.0,-0.5693343334479547
271.0,-0.5710318789632851
272.0,-0.5725060209039033
273.0,-0.5738538753171172
274.0,-0.5750843139420233
275.0,-0.576248237948873
276.0,-0.5773212904981478
277.0,-0.5784107315382699
278.0,-0.5794920023443733
279.0,-0.5805708852676102
280.0,-0.5816914911542309
281.0,-0.5828334493629068
282.0,-0.5840142234004781
283.0,-0.5852539714421197
284.0,-0.5865538053360985
285.0,-0.5879252137340131
286.0,-0.5893535482630812
287.0,-0.5908185430509704
288.0,-0.5923200550011462
289.0,-0.5938404975586095
290.0,-0.5954017657978969
291.0,-0.5969453181265618
292.0,-0.5984807862115297
293.0,-0.5999841152230271
294.0,-0.6014686825947343
295.0,-0.6029347956176324
296.0,-0.6043629236795064
297.0,-0.6057389625452219
298.0,-0.6068380288851524
299.0,-0.608398949121028
300.0,-0.6097960907158867
301.0,-0.6111629048347028
302.0,-0.6122311696039653
303.0,-0.613770446608807
304.0,-0.6151452089704109
305.0,-0.6164979254643942
306.0,-0.6175766740653296
307.0,-0.6191641940171029
308.0,-0.620615152043626
309.0,-0.6220620513471028
310.0,-0.6235052771681078
311.0,-0.6249652409692019
312.0,-0.6264100632548882
313.0,-0.6278766530490025
314.0,-0.6293712013967286
315.0,-0.6308407761087464
316.0,-0.6323138157911957
317.0,-0.6337891111787337
318.0,-0.635272494123679
319.0,-0.6367629031532548
320.0,-0.6382327371676166
321.0,-0.6396899007999227
322.0,-0.6410965575211969
323.0,-0.6424895881644255
324.0,-0.6438799313261604
325.0,-0.6452593678559825
326.0,-0.6466364594342594
327.0,-0.6480119808250832
328.0,-0.6493719853259794
329.0,-0.6507417965258352
330.0,-0.6520812154636113
331.0,-0.6534187036745506
332.0,-0.6547563533121186
333.0,-0.6560747458512077
334.0,-0.6573810570873939
335.0,-0.658707401726185
336.0,-0.6600419153862248
337.0,-0.6613795406402689
338.0,-0.6627099486524345
339.0,-0.6640320029043847
340.0,-0.6653483231906376
341.0,-0.6672819075840923
342.0,-0.6681055726448727
343.0,-0.6693437453643725
344.0,-0.670589036076334
345.0,-0.6723966119451698
346.0,-0.6732057507403562
347.0,-0.6744473799605228
348.0,-0.6762289813723057
349.0,-0.6770378903106055
350.0,-0.6787616067657958
351.0,-0.6795578193051158
352.0,-0.681276643709798
353.0,-0.682054174805842
354.0,-0.683764362188415
355.0,-0.6845376974261074
356.0,-0.6862267089687534
357.0,-0.6870017520474472
358.0,-0.6887240377816363
359.0,-0.6894921331211831
360.0,-0.6911630600629037
361.0,-0.6919255457597405
362.0,-0.6936287436236355
363.0,-0.6943790917200128
364.0,-0.6960199422905151
365.0,-0.6967740995697004
366.0,-0.6984377887231458
367.0,-0.69917967605841
368.0,-0.7007878125471139
369.0,-0.7018362275087988
370.0,-0.7029501824779367
371.0,-0.7040758955452896
372.0,-0.7052191639047896
373.0,-0.7063565485886992
374.0,-0.7075050352978228
375.0,-0.7088413933794109
376.0,-0.7098252601621892
377.0,-0.7109004369055625
378.0,-0.7120077115718414
379.0,-0.7133411767652141
380.0,-0.7143312077966039
381.0,-0.7153971203362445
382.0,-0.7164858343071032
383.0,-0.7177832015086523
384.0,-0.7187486941395254
385.0,-0.7197803254874087
386.0,-0.7210213965704465
387.0,-0.7219778260812372
388.0,-0.7232210578963892
389.0,-0.7241460251376828
390.0,-0.7253930207497408
391.0,-0.726322030909684
392.0,-0.7275312789256134
393.0,-0.7284569275389654
394.0,-0.729654009275535
395.0,-0.7307486763405825
396.0,-0.731644592154149
397.0,-0.7328211527014077
398.0,-0.734099019825607
399.0,-0.7346596329054579
400.0,-0.7362627934731605
401.0,-0.7367754082846685
402.0,-0.7383142583639227
403.0,-0.7388166324665724
404.0,-0.7403321273064793
405.0,-0.7408338693010267
406.0,-0.7423849679428938
407.0,-0.7428888085342131
408.0,-0.7446240352239747
409.0,-0.7450822648538584
410.0,-0.7461468293717012
411.0,-0.7473523111477411
412.0,-0.7481330671427171
413.0,-0.7492121621991327
414.0,-0.7504015722590113
415.0,-0.7511547063204685
416.0,-0.7521844239515422
417.0,-0.7535019511476061
418.0,-0.7539652443618463
419.0,-0.7553376087815604
420.0,-0.7557887851874616
421.0,-0.7573827977977072
422.0,-0.7578054085828381
423.0,-0.7591401613150627
424.0,-0.7595884792673104
425.0,-0.7612413193005849
426.0,-0.7616633690841494
427.0,-0.7630107120194279
428.0,-0.7634577174850831
429.0,-0.7650507735722613
430.0,-0.765456580101012
431.0,-0.7667185886833359
432.0,-0.767141165089582
433.0,-0.7686398770773123
434.0,-0.7690386140559446
435.0,-0.7702861335352702
436.0,-0.7707080656602244
437.0,-0.7722749984726129
438.0,-0.7726618052995341
439.0,-0.7739145948990381
440.0,-0.7743256727137233
441.0,-0.7758431633075721
442.0,-0.7762261177426311
443.0,-0.7771573030302235
444.0,-0.7781611279435842
445.0,-0.7787999902565569
446.0,-0.7797043601274509
447.0,-0.7808441009800262
448.0,-0.781237171183058
449.0,-0.7824524593881729
450.0,-0.7828208172540148
451.0,-0.7840715092024585
452.0,-0.7844524623499569
453.0,-0.7858989192427984
454.0,-0.7862435531660114
455.0,-0.7870937465793971
456.0,-0.788059854326233
457.0,-0.788661776705662
458.0,-0.7895161844190414
459.0,-0.7904882288986408
460.0,-0.7908762675088096
461.0,-0.7921303936801669
462.0,-0.7924701384840225
463.0,-0.7933374014473014
464.0,-0.7941346818330999
465.0,-0.7949050535445937
466.0,-0.7956583043559626
467.0,-0.7964003393776586
468.0,-0.7968933835285406
469.0,-0.7978122372345291
470.0,-0.7986068678120094
471.0,-0.7993773935299261
472.0,-0.7998709042450485
473.0,-0.8007851346724566
474.0,-0.8016023607854242
475.0,-0.802090802633912
476.0,-0.8029861557395528
477.0,-0.803480310826064
478.0,-0.8043913545506145
479.0,-0.8048864368436565
480.0,-0.8057869243542458
481.0,-0.8062705184005938
482.0,-0.8071604837004165
483.0,-0.8076441838900572
484.0,-0.8085210120416985
485.0,-0.80900070245196
486.0,-0.8098895241482108
487.0,-0.8103739116667166
488.0,-0.8112617531527825
489.0,-0.8117429026942733
490.0,-0.8126322201463995
491.0,-0.8131087002780909
492.0,-0.8139869764777375
493.0,-0.8144563647223853
494.0,-0.8153309997798194
495.0,-0.8157920844911642
496.0,-0.8166508054671745
497.0,-0.8171094955058806
498.0,-0.8179795111632404
499.0,-0.8184351046223333
500.0,-0.8192837695783073
501.0,-0.8197344873862468
502.0,-0.8205831659159457
503.0,-0.8210298488441364
504.0,-0.8218765780898339
505.0,-0.8223220406137682
506.0,-0.8231713187889669
507.0,-0.8236097073126755
508.0,-0.8247495870171333
509.0,-0.824969286178405
510.0,-0.8257068106788292
511.0,-0.8261238789450566
512.0,-0.8272515328345477
513.0,-0.827470409755266
514.0,-0.8284598290751032
515.0,-0.8286699406714673
516.0,-0.8296980724598634
517.0,-0.8299090974739308
518.0,-0.8309170853830058
519.0,-0.8311271242788102
520.0,-0.8322900228563617
521.0,-0.8324812212636584
522.0,-0.8331525368831961
523.0,-0.833553544828144
524.0,-0.8346560042177426
525.0,-0.8348641642482881
526.0,-0.8360148768021931
527.0,-0.8362036985576654
528.0,-0.8368758146515695
529.0,-0.8372615605206152
530.0,-0.8380488205990534
531.0,-0.8387287405776427
532.0,-0.8391355494255991
533.0,-0.8402131115419866
534.0,-0.8404084220173317
535.0,-0.8413834211127128
536.0,-0.8415700427995315
537.0,-0.8425165796849177
538.0,-0.8427077700412677
539.0,-0.8437008397547135
540.0,-0.8438884990243384
541.0,-0.8448864427699312
542.0,-0.8450713703895815
543.0,-0.8460390336875219
544.0,-0.846225275644816
545.0,-0.847208595832588
546.0,-0.8473926439056234
547.0,-0.8483695758833866
548.0,-0.848548637512065
549.0,-0.849481227838889
550.0,-0.8496620166607152
551.0,-0.850734593651421
552.0,-0.8509044448658376
553.0,-0.8517646875794285
554.0,-0.8519427048380479
555.0,-0.8529957676564234
556.0,-0.8531678880089721
557.0,-0.8540179019000612
558.0,-0.8541936581796088
559.0,-0.8552503751929105
560.0,-0.8554172316576251
561.0,-0.8563703982432507
562.0,-0.8565330772363046
563.0,-0.8572546408127698
564.0,-0.8574976651363272
565.0,-0.8585816937310008
566.0,-0.8587496577919854
567.0,-0.8597070596309068
568.0,-0.8598674480975872
569.0,-0.8605773123873849
570.0,-0.8608119869176326
571.0,-0.8618578428261281
572.0,-0.8620183621633836
573.0,-0.8629396816807325
574.0,-0.8630972660729713
575.0,-0.8637916411403733
576.0,-0.8640233355037208
577.0,-0.8650712834262904
578.0,-0.865233125722684
579.0,-0.866159104530386
580.0,-0.8663121894226435
581.0,-0.8669991462841745
582.0,-0.867226596595546
583.0,-0.8682550431481986
584.0,-0.8684117726123535
585.0,-0.8693097358544406
586.0,-0.8694593915410042
587.0,-0.8701259561347001
588.0,-0.8703456078051754
589.0,-0.8714029262822034
590.0,-0.8715884229421966
591.0,-0.8720681246205528
592.0,-0.872572454774022
593.0,-0.8731116974880698
594.0,-0.8736485327094248
595.0,-0.8741765734704084
596.0,-0.8746963676773671
597.0,-0.8752206213916449
598.0,-0.8757325282048048
599.0,-0.8762369010581448
600.0,-0.8767367153393095
601.0,-0.8772318138752362
602.0,-0.8777239319631045
603.0,-0.8782149759603899
604.0,-0.8786975660741833
605.0,-0.8791842292226112
606.0,-0.8796682431351514
607.0,-0.8801568144461426
608.0,-0.8806456657126572
609.0,-0.8811354373402822
610.0,-0.8816307295396242
611.0,-0.8821199383822775
612.0,-0.8826111643132871
613.0,-0.8831025511407187
614.0,-0.8835967534656248
615.0,-0.8840798371721252
616.0,-0.8845584758679542
617.0,-0.885036072623241
