"Line Probe 2: Direction [0,1,0] (m)","Line Probe 2: Velocity[i] (m/s)"
0.0,19.91644287109375
-0.06,19.889307022094727
-0.12,19.849889755249023
-0.18,19.81584930419922
-0.24,19.771472930908203
-0.30000000000000004,19.71611785888672
-0.36,19.66364860534668
-0.42000000000000004,19.61625099182129
-0.48,19.547807693481445
-0.54,19.522113800048828
-0.6000000000000001,19.465269088745117
-0.66,19.23244857788086
-0.72,18.174283981323242
-0.78,15.906329154968262
-0.8400000000000001,14.861556053161621
-0.8999999999999999,14.684800148010254
-0.96,16.293407440185547
-1.02,18.153215408325195
-1.08,19.909788131713867
-1.1400000000000001,20.061771392822266
-1.2000000000000002,20.05394744873047
-1.26,20.05213165283203
-1.32,20.046241760253906
-1.3800000000000001,20.031248092651367
-1.44,20.02572250366211
-1.5,20.00665855407715
-1.56,19.993593215942383
-1.62,19.979795455932617
-1.6800000000000002,19.982362747192383
-1.7399999999999998,19.979202270507812
-1.7999999999999998,19.98338508605957
-1.8599999999999999,19.981794357299805
-1.92,19.983718872070312
-1.98,19.985864639282227
-2.04,19.980863571166992
-2.0999999999999996,19.98476219177246
-2.16,19.98701286315918
-2.2199999999999998,19.9887638092041
-2.2800000000000002,20.00050926208496
-2.34,20.001962661743164
-2.4000000000000004,20.005077362060547
-2.46,20.007497787475586
-2.52,20.01325035095215
-2.58,20.013944625854492
-2.64,20.0245361328125
-2.7,20.026193618774414
-2.7600000000000002,20.03318977355957
-2.82,20.041963577270508
-2.88,20.044198989868164
-2.94,20.051097869873047
-3.0,20.053171157836914
-3.06,20.06244659423828
-3.12,20.070762634277344
-3.18,20.073623657226562
-3.24,20.08667755126953
-3.3000000000000003,20.09028434753418
-3.3600000000000003,20.095436096191406
-3.42,20.100130081176758
-3.4799999999999995,20.114147186279297
-3.54,20.115751266479492
-3.5999999999999996,20.120176315307617
-3.66,20.12193489074707
-3.7199999999999998,20.12567138671875
-3.7800000000000002,20.1359920501709
-3.84,20.14373779296875
-3.9000000000000004,20.15370750427246
-3.96,20.158206939697266
-4.0200000000000005,20.163238525390625
-4.08,20.16629409790039
-4.14,20.171077728271484
-4.199999999999999,20.180973052978516
-4.26,20.1846923828125
-4.32,20.1954345703125
-4.38,20.201391220092773
-4.4399999999999995,20.207496643066406
-4.5,20.21297836303711
-4.5600000000000005,20.216604232788086
-4.62,20.219205856323242
-4.68,20.225751876831055
-4.74,20.22215461730957
-4.800000000000001,20.229087829589844
-4.86,20.23579978942871
-4.92,20.242088317871094
-4.9799999999999995,20.248088836669922
-5.04,20.24608039855957
-5.1,20.251562118530273
-5.16,20.256689071655273
-5.22,20.26139259338379
-5.28,20.265796661376953
-5.34,20.263103485107422
-5.4,20.26707649230957
-5.46,20.270736694335938
-5.5200000000000005,20.277070999145508
-5.58,20.280120849609375
-5.64,20.282451629638672
-5.699999999999999,20.283702850341797
-5.76,20.288286209106445
-5.82,20.287078857421875
-5.88,20.282596588134766
-5.9399999999999995,20.28333854675293
-6.0,20.278350830078125
