"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[j] (m/s)"
0.0,-1.6625994443893433
-0.06,-1.6632498502731323
-0.12,-1.658156394958496
-0.18,-1.654287338256836
-0.24,-1.6585988998413086
-0.30000000000000004,-1.651748776435852
-0.36,-1.6439346075057983
-0.42000000000000004,-1.6349841356277466
-0.48,-1.6358730792999268
-0.54,-1.6152443885803223
-0.6000000000000001,-1.4952831268310547
-0.66,-1.3503973484039307
-0.72,-1.2671561241149902
-0.78,-1.354099154472351
-0.8400000000000001,-1.4788867235183716
-0.8999999999999999,-1.5191730260849
-0.96,-1.5120781660079956
-1.02,-1.4973605871200562
-1.08,-1.4824109077453613
-1.1400000000000001,-1.4671207666397095
-1.2000000000000002,-1.4524520635604858
-1.26,-1.436577558517456
-1.32,-1.4149277210235596
-1.3800000000000001,-1.3974552154541016
-1.44,-1.3837493658065796
-1.5,-1.3678932189941406
-1.56,-1.3378976583480835
-1.62,-1.3221098184585571
-1.6800000000000002,-1.305616855621338
-1.7399999999999998,-1.2884259223937988
-1.7999999999999998,-1.262527585029602
-1.8599999999999999,-1.2471565008163452
-1.92,-1.2295663356781006
-1.98,-1.2027777433395386
-2.04,-1.184885859489441
-2.0999999999999996,-1.1660888195037842
-2.16,-1.1420135498046875
-2.2199999999999998,-1.1235922574996948
-2.2800000000000002,-1.103608250617981
-2.34,-1.084688425064087
-2.4000000000000004,-1.0644270181655884
-2.46,-1.0450509786605835
-2.52,-1.0198471546173096
-2.58,-1.0027989149093628
-2.64,-0.9833086133003235
-2.7,-0.9614284038543701
-2.7600000000000002,-0.9398273825645447
-2.82,-0.9235576391220093
-2.88,-0.9039669632911682
-2.94,-0.8858288526535034
-3.0,-0.8659916520118713
-3.06,-0.8414038419723511
-3.12,-0.8281506299972534
-3.18,-0.8038257360458374
-3.24,-0.7845414876937866
-3.3000000000000003,-0.7673938870429993
-3.3600000000000003,-0.7482100129127502
-3.42,-0.7312223315238953
-3.4799999999999995,-0.71205735206604
-3.54,-0.695250928401947
-3.5999999999999996,-0.6766663789749146
-3.66,-0.6605949997901917
-3.7199999999999998,-0.6424981355667114
-3.7800000000000002,-0.624433696269989
-3.84,-0.6078512072563171
-3.9000000000000004,-0.5909376740455627
-3.96,-0.5727283358573914
-4.0200000000000005,-0.5597653388977051
-4.08,-0.5381395220756531
-4.14,-0.5202479362487793
-4.199999999999999,-0.5082140564918518
-4.26,-0.487790048122406
-4.32,-0.47311028838157654
-4.38,-0.45645755529403687
-4.4399999999999995,-0.4436802268028259
-4.5,-0.4281478822231293
-4.5600000000000005,-0.41028404235839844
-4.62,-0.3972790241241455
-4.68,-0.37737223505973816
-4.74,-0.36160317063331604
-4.800000000000001,-0.3444536626338959
-4.86,-0.33616337180137634
-4.92,-0.31665050983428955
-4.9799999999999995,-0.3061801493167877
-5.04,-0.2886945605278015
-5.1,-0.2733297646045685
-5.16,-0.2597140967845917
-5.22,-0.24338796734809875
-5.28,-0.22646762430667877
-5.34,-0.2147003412246704
-5.4,-0.20302677154541016
-5.46,-0.18521936237812042
-5.5200000000000005,-0.17162863910198212
-5.58,-0.15671849250793457
-5.64,-0.14171788096427917
-5.699999999999999,-0.1262166053056717
-5.76,-0.11585523188114166
-5.82,-0.10000704228878021
-5.88,-0.08412660658359528
-5.9399999999999995,-0.06831681728363037
-6.0,-0.06303077191114426
