0.99941495,-0.03420178,0.0
0.99615123,-0.03366985,0.0
0.98655408,-0.03196061,0.0
0.97104077,-0.02886821,0.0
0.95013134,-0.02440046,0.0
0.92440203,-0.01867712,0.0
0.89436468,-0.01194585,0.0
0.86049839,-0.00453323,0.0
0.82320301,0.00325690,0.0
0.78284805,0.01111170,0.0
0.73972718,0.01884104,0.0
0.69424845,0.02638090,0.0
0.64691814,0.03361391,0.0
0.59828217,0.04041133,0.0
0.54884613,0.04663577,0.0
0.49913493,0.05212919,0.0
0.44965451,0.05676422,0.0
0.40092114,0.06042313,0.0
0.35337114,0.06299093,0.0
0.30746254,0.06440191,0.0
0.26361372,0.06460174,0.0
0.22219413,0.06356776,0.0
0.18357388,0.06129731,0.0
0.14807450,0.05782942,0.0
0.11598788,0.05321414,0.0
0.08753662,0.04752390,0.0
0.06289472,0.04087280,0.0
0.04218828,0.03343665,0.0
0.02550579,0.02546255,0.0
0.01291816,0.01726828,0.0
0.00449768,0.00921156,0.0
0.00027315,0.00184174,0.0
0.00113484,-0.00397114,0.0
0.00776833,-0.00866076,0.0
0.01994842,-0.01295985,0.0
0.03745072,-0.01670065,0.0
0.06009670,-0.01983702,0.0
0.08772680,-0.02235349,0.0
0.12007945,-0.02429114,0.0
0.15686279,-0.02570002,0.0
0.19770428,-0.02664743,0.0
0.24217110,-0.02720860,0.0
0.28978011,-0.02746707,0.0
0.33996823,-0.02750361,0.0
0.39217269,-0.02738903,0.0
0.44576181,-0.02716174,0.0
0.50011323,-0.02688049,0.0
0.55460525,-0.02658404,0.0
0.60859585,-0.02632046,0.0
0.66146335,-0.02612851,0.0
0.71257537,-0.02606660,0.0
0.76132953,-0.02619415,0.0
0.80708313,-0.02657923,0.0
0.84920516,-0.02724027,0.0
0.88711598,-0.02815742,0.0
0.92024590,-0.02931120,0.0
0.94809830,-0.03059455,0.0
0.97024720,-0.03188284,0.0
0.98634690,-0.03304415,0.0
0.99613406,-0.03387938,0.0
0.99941495,-0.03420178,0.0
1.49100910,-0.35865836,0.0
1.49026921,-0.35742692,0.0
1.48844872,-0.35396190,0.0
1.48595319,-0.34892278,0.0
1.48259251,-0.34305409,0.0
1.47782190,-0.33667814,0.0
1.47133150,-0.32964519,0.0
1.46314164,-0.32180550,0.0
1.45332964,-0.31321145,0.0
1.44192859,-0.30391337,0.0
1.42899771,-0.29397164,0.0
1.41461177,-0.28344518,0.0
1.39884307,-0.27239944,0.0
1.38178344,-0.26090744,0.0
1.36353380,-0.24903817,0.0
1.34420160,-0.23686318,0.0
1.32390227,-0.22447210,0.0
1.30275886,-0.21193498,0.0
1.28089585,-0.19933744,0.0
1.25844786,-0.18673899,0.0
1.23557054,-0.17422231,0.0
1.21242461,-0.16185699,0.0
1.18920597,-0.14971871,0.0
1.16610336,-0.13794046,0.0
1.14330051,-0.12666826,0.0
1.12092029,-0.11606965,0.0
1.09905945,-0.10630209,0.0
1.07778313,-0.09748832,0.0
1.05722089,-0.08970088,0.0
1.03738133,-0.08322829,0.0
1.01812970,-0.07810852,0.0
0.99941495,-0.07420178,0.0
0.98126632,-0.07145183,0.0
0.96375237,-0.06972007,0.0
0.94700741,-0.06893080,0.0
0.93114764,-0.06901638,0.0
0.91625200,-0.06994726,0.0
0.90241710,-0.07164820,0.0
0.88973199,-0.07406358,0.0
0.87828422,-0.07712214,0.0
0.86817545,-0.08073560,0.0
0.85950866,-0.08492873,0.0
0.85222110,-0.08966980,0.0
0.84625576,-0.09475666,0.0
0.84167425,-0.10001050,0.0
0.83853771,-0.10521481,0.0
0.83692791,-0.11013853,0.0
0.83695408,-0.11434358,0.0
0.83960754,-0.11767269,0.0
0.84536316,-0.12081963,0.0
0.85368741,-0.12429118,0.0
0.86440297,-0.12804133,0.0
0.87735402,-0.13208491,0.0
0.89239839,-0.13638201,0.0
0.90938843,-0.14086806,0.0
0.92817959,-0.14541218,0.0
0.94890796,-0.14975927,0.0
0.97181158,-0.15403131,0.0
0.99678033,-0.15859100,0.0
1.02361192,-0.16359281,0.0
1.05205943,-0.16915145,0.0
1.08187843,-0.17537510,0.0
1.11277079,-0.18233617,0.0
1.14444342,-0.19009402,0.0
1.17655856,-0.19866823,0.0
1.20878498,-0.20808089,0.0
1.24077646,-0.21829580,0.0
1.27217226,-0.22925611,0.0
1.30261917,-0.24088538,0.0
1.33177261,-0.25306549,0.0
1.35929811,-0.26565217,0.0
1.38487525,-0.27848411,0.0
1.40820385,-0.29134777,0.0
1.42902791,-0.30403165,0.0
1.44709604,-0.31627354,0.0
1.46219353,-0.32783288,0.0
1.47401274,-0.33841819,0.0
1.48228938,-0.34733453,0.0
1.48741022,-0.35375574,0.0
1.49015657,-0.35746595,0.0
1.49100910,-0.35865836,0.0
