     Alpha       T1_Re0.400_M0.00_N9.0    
          0.1         0.5842862  
          0.2         0.5764346  
          0.3         0.5695312  
          0.4         0.5620874  
          0.5         0.5545484  
          0.6         0.5467254  
          0.7         0.5399899  
          0.8         0.5351351  
          0.9         0.5295752  
            1         0.5236954  
          1.1         0.5177217  
          1.2         0.5114674  
          1.3         0.5043105  
          1.4         0.5005136  
          1.5         0.4963737  
          1.6         0.4916012  
          1.7         0.4864299  
          1.8         0.4810446  
          1.9         0.4754038  
            2         0.4691739  
          2.1         0.4643669  
          2.2         0.4614479  
          2.3         0.4579615  
          2.4          0.454274  
          2.5         0.4503992  
          2.6         0.4464658  
          2.7         0.4423723  
          2.8         0.4378842  
          2.9         0.4326533  
            3         0.4275641  
          3.1         0.4253616  
          3.2         0.4227745  
          3.3          0.419686  
          3.4         0.4163594  
          3.5         0.4129509  
          3.6         0.4092942  
          3.7         0.4053662  
          3.8         0.4010124  
          3.9         0.3958934  
            4         0.3908631  
          4.1         0.3887779  
          4.2         0.3861343  
          4.3          0.382969  
          4.4         0.3793572  
          4.5         0.3756144  
          4.6         0.3710538  
          4.7         0.3646701  
          4.8          0.355388  
          4.9         0.3502943  
            5         0.3413598  
          5.1         0.3297711  
          5.2         0.3185871  
          5.3         0.3094302  
          5.4         0.3010123  
          5.5         0.2932422  
          5.6         0.2864372  
          5.7         0.2813314  
          5.8         0.2748492  
          5.9         0.2953405  
            6         0.2948422  
          6.1         0.2874708  
          6.2         0.2814154  
          6.3          0.272122  
          6.4         0.2635806  
          6.5         0.2554187  
          6.6         0.2492621  
          6.7         0.2390753  
          6.8         0.2256083  
          6.9         0.2134752  
            7         0.1959008  
          7.1         0.1780981  
          7.2         0.1528666  
          7.3         0.1063968  
          7.4        0.06897614  
          7.5         0.0256069  
          7.6        0.01103204  
          7.7       0.009302958  
          7.8       0.008429336  
          7.9       0.007944677  
            8       0.007651071  
          8.1       0.007461495  
          8.2       0.007336129  
          8.3       0.007254081  
          8.4       0.007059892  
          8.5       0.007035165  
          8.6       0.007034846  
          8.7       0.007049679  
          8.8       0.007075754  
          8.9       0.007110951  
            9       0.007154127  
          9.1        0.00720475  
          9.2       0.007262267  
          9.3       0.007326597  
          9.4       0.007398018  
          9.5       0.007476948  
          9.6       0.007564147  
          9.7       0.007660748  
          9.8       0.007768414  
          9.9       0.007889409  
           10       0.008021973  

