     Alpha       T1_Re0.400_M0.00_N9.0    
            0       0.006089534  
          0.1       0.006111631  
          0.2         0.0061351  
          0.3       0.006162959  
          0.4       0.006188198  
          0.5       0.006222029  
          0.6       0.006249244  
          0.7       0.006285026  
          0.8       0.006318627  
          0.9       0.006356161  
            1       0.006396771  
          1.1       0.006435685  
          1.2       0.006483972  
          1.3       0.006523708  
          1.4       0.006580411  
          1.5       0.006620519  
          1.6       0.006680884  
          1.7       0.006726192  
          1.8       0.006788552  
          1.9       0.006840489  
            2        0.00690424  
          2.1       0.006963724  
          2.2       0.007028255  
          2.3       0.007095913  
          2.4       0.007159282  
          2.5       0.007237789  
          2.6       0.007297926  
          2.7       0.007384678  
          2.8       0.007444295  
          2.9       0.007524539  
            3       0.007600668  
          3.1       0.007672183  
          3.3       0.007829808  
          3.4       0.007912494  
          3.5       0.008004291  
          3.6       0.008070145  
          3.7       0.008161721  
          3.8       0.008243959  
            4       0.008443996  
          4.1       0.008547628  
          4.2       0.008663055  
          4.3       0.008794712  
          4.4       0.008926173  
          4.5       0.009060093  
          4.6       0.009209042  
          4.7        0.00936887  
          4.8       0.009538614  
          4.9       0.009722098  
            5       0.009983434  
          5.1        0.01043648  
          5.2        0.01147617  
          5.3        0.01302966  
          5.4        0.01413279  
          5.5         0.0146103  
          5.6        0.01498344  
          5.7        0.01537739  
          5.8        0.01565883  
          5.9         0.0159915  
            6        0.01653292  
          6.1        0.01683627  
          6.2         0.0171948  
          6.3        0.01756991  
          6.4        0.01809333  
          6.5        0.01863844  
          6.6         0.0188914  
          6.7        0.01926479  
          6.8        0.01969306  
          6.9        0.02014663  
            7        0.02067778  
          7.1        0.02141831  
          7.2        0.02254178  
          7.3        0.02294972  
          7.4        0.02348508  
          7.5        0.02411818  
          7.6        0.02483797  
          7.7        0.02564693  
          7.8        0.02656084  
          7.9        0.02760179  
            8        0.02866345  
          8.1        0.02956373  
          8.2        0.03033516  
          8.3        0.03100822  
          8.4        0.03167671  
          8.5        0.03332613  
          8.6        0.03536774  
          8.7        0.03730108  
          8.8        0.03944753  
           10        0.01502376  

