"Line Probe 2: Direction [0,1,0] (m)","Line Probe 2: Velocity[i] (m/s)"
0.0,20.05426597595215
-0.06,20.03118896484375
-0.12,20.005096435546875
-0.18,19.967554092407227
-0.24,19.92746353149414
-0.30000000000000004,19.84161949157715
-0.36,19.762392044067383
-0.42000000000000004,19.68239974975586
-0.48,19.637269973754883
-0.54,19.564794540405273
-0.6000000000000001,19.48979949951172
-0.66,19.448345184326172
-0.72,18.8937931060791
-0.78,17.329872131347656
-0.8400000000000001,15.291329383850098
-0.8999999999999999,13.658454895019531
-0.96,13.253894805908203
-1.02,14.196011543273926
-1.08,16.38965606689453
-1.1400000000000001,19.455787658691406
-1.2000000000000002,20.125507354736328
-1.26,20.119705200195312
-1.32,20.122760772705078
-1.3800000000000001,20.11454200744629
-1.44,20.09922981262207
-1.5,20.09430503845215
-1.56,20.079631805419922
-1.62,20.05592155456543
-1.6800000000000002,20.038806915283203
-1.7399999999999998,20.035429000854492
-1.7999999999999998,20.037206649780273
-1.8599999999999999,20.040761947631836
-1.92,20.03277587890625
-1.98,20.035167694091797
-2.04,20.040388107299805
-2.0999999999999996,20.0440673828125
-2.16,20.04639434814453
-2.2199999999999998,20.04338836669922
-2.2800000000000002,20.04656982421875
-2.34,20.053157806396484
-2.4000000000000004,20.052974700927734
-2.46,20.052669525146484
-2.52,20.059598922729492
-2.58,20.062028884887695
-2.64,20.067472457885742
-2.7,20.073320388793945
-2.7600000000000002,20.083438873291016
-2.82,20.089235305786133
-2.88,20.09503746032715
-2.94,20.0999813079834
-3.0,20.105554580688477
-3.06,20.108999252319336
-3.12,20.11069679260254
-3.18,20.12031364440918
-3.24,20.124683380126953
-3.3000000000000003,20.12613868713379
-3.3600000000000003,20.130779266357422
-3.42,20.14129066467285
-3.4799999999999995,20.14402198791504
-3.54,20.154476165771484
-3.5999999999999996,20.155563354492188
-3.66,20.15549659729004
-3.7199999999999998,20.163923263549805
-3.7800000000000002,20.166658401489258
-3.84,20.169443130493164
-3.9000000000000004,20.174163818359375
-3.96,20.18398666381836
-4.0200000000000005,20.188039779663086
-4.08,20.19467544555664
-4.14,20.204612731933594
-4.199999999999999,20.212430953979492
-4.26,20.21930694580078
-4.32,20.22499656677246
-4.38,20.229921340942383
-4.4399999999999995,20.232187271118164
-4.5,20.237184524536133
-4.5600000000000005,20.242143630981445
-4.62,20.247581481933594
-4.68,20.24851417541504
-4.74,20.250194549560547
-4.800000000000001,20.26246452331543
-4.86,20.268089294433594
-4.92,20.265892028808594
-4.9799999999999995,20.26935386657715
-5.04,20.275869369506836
-5.1,20.278945922851562
-5.16,20.284786224365234
-5.22,20.287567138671875
-5.28,20.292903900146484
-5.34,20.295455932617188
-5.4,20.3004150390625
-5.46,20.302919387817383
-5.5200000000000005,20.307662963867188
-5.58,20.309762954711914
-5.64,20.313488006591797
-5.699999999999999,20.307205200195312
-5.76,20.308759689331055
-5.82,20.30876350402832
-5.88,20.307361602783203
-5.9399999999999995,20.304794311523438
-6.0,20.303049087524414
