"Line Probe 2: Direction [0,1,0] (m)","Line Probe 2: Velocity[j] (m/s)"
0.0,-2.083900213241577
-0.06,-2.0874929428100586
-0.12,-2.0831873416900635
-0.18,-2.0763497352600098
-0.24,-2.081537961959839
-0.30000000000000004,-2.073143720626831
-0.36,-2.0600662231445312
-0.42000000000000004,-2.046084403991699
-0.48,-2.0452980995178223
-0.54,-2.0297493934631348
-0.6000000000000001,-2.0071473121643066
-0.66,-1.996181845664978
-0.72,-1.9547393321990967
-0.78,-1.8383926153182983
-0.8400000000000001,-1.6419117450714111
-0.8999999999999999,-1.4294090270996094
-0.96,-1.2960634231567383
-1.02,-1.2870579957962036
-1.08,-1.4345650672912598
-1.1400000000000001,-1.7487335205078125
-1.2000000000000002,-1.8122705221176147
-1.26,-1.795352816581726
-1.32,-1.7696073055267334
-1.3800000000000001,-1.7516205310821533
-1.44,-1.7296496629714966
-1.5,-1.7127306461334229
-1.56,-1.688314437866211
-1.62,-1.6634836196899414
-1.6800000000000002,-1.6430180072784424
-1.7399999999999998,-1.6216731071472168
-1.7999999999999998,-1.5971884727478027
-1.8599999999999999,-1.569227933883667
-1.92,-1.5479730367660522
-1.98,-1.5262161493301392
-2.04,-1.504412293434143
-2.0999999999999996,-1.4713475704193115
-2.16,-1.450195074081421
-2.2199999999999998,-1.4283660650253296
-2.2800000000000002,-1.4070103168487549
-2.34,-1.3744065761566162
-2.4000000000000004,-1.3513603210449219
-2.46,-1.3281582593917847
-2.52,-1.3065844774246216
-2.58,-1.2798917293548584
-2.64,-1.2607100009918213
-2.7,-1.2340093851089478
-2.7600000000000002,-1.2032201290130615
-2.82,-1.1800463199615479
-2.88,-1.1573811769485474
-2.94,-1.1356452703475952
-3.0,-1.111487627029419
-3.06,-1.0843526124954224
-3.12,-1.063610553741455
-3.18,-1.0421936511993408
-3.24,-1.0157067775726318
-3.3000000000000003,-0.9957471489906311
-3.3600000000000003,-0.9682242274284363
-3.42,-0.9466980695724487
-3.4799999999999995,-0.9256395697593689
-3.54,-0.9041047096252441
-3.5999999999999996,-0.8824422359466553
-3.66,-0.860115647315979
-3.7199999999999998,-0.8364642858505249
-3.7800000000000002,-0.810304582118988
-3.84,-0.7892809510231018
-3.9000000000000004,-0.7700864672660828
-3.96,-0.7457501292228699
-4.0200000000000005,-0.7240556478500366
-4.08,-0.7010125517845154
-4.14,-0.685642421245575
-4.199999999999999,-0.6625741124153137
-4.26,-0.6413968205451965
-4.32,-0.6185142993927002
-4.38,-0.5969313383102417
-4.4399999999999995,-0.5796976089477539
-4.5,-0.5577756762504578
-4.5600000000000005,-0.5321699976921082
-4.62,-0.5205085873603821
-4.68,-0.49869245290756226
-4.74,-0.4766736626625061
-4.800000000000001,-0.4510478377342224
-4.86,-0.43807244300842285
-4.92,-0.4155220091342926
-4.9799999999999995,-0.4023438096046448
-5.04,-0.3761010468006134
-5.1,-0.36304396390914917
-5.16,-0.33704879879951477
-5.22,-0.3241095244884491
-5.28,-0.2983436584472656
-5.34,-0.2855170965194702
-5.4,-0.25998207926750183
-5.46,-0.24740920960903168
-5.5200000000000005,-0.2235911786556244
-5.58,-0.21234001219272614
-5.64,-0.18944604694843292
-5.699999999999999,-0.16980938613414764
-5.76,-0.14642445743083954
-5.82,-0.13497130572795868
-5.88,-0.1122695580124855
-5.9399999999999995,-0.08961491286754608
-6.0,-0.078343465924263
