"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
-0.42000000000000004,18.845081329345703
-0.48,19.03839874267578
-0.54,19.248300552368164
-0.6000000000000001,19.359262466430664
-0.66,19.654029846191406
-0.72,20.022319793701172
-0.78,20.093080520629883
-0.8400000000000001,20.214256286621094
-0.8999999999999999,20.188919067382812
-0.96,19.972795486450195
-1.02,19.8252010345459
-1.08,19.57430076599121
-1.1400000000000001,19.217679977416992
-1.2000000000000002,18.900510787963867
-1.26,18.621875762939453
-1.32,18.290842056274414
-1.3800000000000001,18.054698944091797
-1.44,17.785533905029297
-1.5,17.639883041381836
-1.56,17.515098571777344
-1.62,17.481233596801758
-1.6800000000000002,17.63492774963379
-1.7399999999999998,18.475135803222656
-1.7999999999999998,21.316556930541992
-1.8599999999999999,21.675687789916992
-1.92,19.71880531311035
-1.98,19.04353141784668
-2.04,19.637529373168945
-2.0999999999999996,20.140443801879883
-2.16,20.320995330810547
-2.2199999999999998,20.44902801513672
-2.2800000000000002,20.505481719970703
-2.34,20.575485229492188
-2.4000000000000004,20.58136749267578
-2.46,20.557241439819336
-2.52,20.554410934448242
-2.58,20.652883529663086
-2.64,20.635175704956055
-2.7,20.659231185913086
-2.7600000000000002,20.638572692871094
-2.82,20.606111526489258
-2.88,20.611318588256836
-2.94,20.666799545288086
-3.0,20.648300170898438
-3.06,20.643800735473633
-3.12,20.6441593170166
-3.18,20.640609741210938
-3.24,20.610095977783203
-3.3000000000000003,20.603769302368164
-3.3600000000000003,20.58306312561035
-3.42,20.578176498413086
-3.4799999999999995,20.561616897583008
-3.54,20.560163497924805
-3.5999999999999996,20.524383544921875
-3.66,20.40510368347168
-3.7199999999999998,20.332767486572266
-3.7800000000000002,20.29528045654297
-3.84,20.304494857788086
-3.9000000000000004,20.307586669921875
-3.96,20.315383911132812
-4.0200000000000005,20.30931282043457
-4.08,20.31328010559082
-4.14,20.309799194335938
-4.199999999999999,20.317604064941406
-4.26,20.31606101989746
-4.32,20.324871063232422
-4.38,20.326284408569336
-4.4399999999999995,20.329374313354492
-4.5,20.33837890625
-4.5600000000000005,20.33331871032715
-4.62,20.35407066345215
-4.68,20.363061904907227
-4.74,20.37722396850586
-4.800000000000001,20.380477905273438
-4.86,20.3846435546875
-4.92,20.396726608276367
-4.9799999999999995,20.400121688842773
-5.04,20.412870407104492
-5.1,20.4184627532959
-5.16,20.418615341186523
-5.22,20.42209243774414
-5.28,20.425302505493164
-5.34,20.436920166015625
-5.4,20.436792373657227
-5.46,20.432743072509766
-5.5200000000000005,20.437618255615234
-5.58,20.436229705810547
-5.64,20.431316375732422
-5.699999999999999,20.44215202331543
-5.76,20.44441795349121
-5.82,20.44061851501465
-5.88,20.424272537231445
-5.9399999999999995,20.413679122924805
-6.0,20.405580520629883
0.0,17.451906204223633
-0.06,17.549373626708984
-0.12,17.76833724975586
-0.18,18.05221939086914
-0.24,18.310150146484375
-0.30000000000000004,18.460939407348633
-0.36,18.572383880615234
