FC_Pitch_Rate,0.000000000000000000e+00
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.159999999999999809e-01
FC_Vinf_,1.944999999999999929e+01
FC_Xcg_,2.954149999999999832e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,3.058170000000000055e-01
S,8.272999999999999798e-02,2.697800000000000198e-01,4.784100000000000019e-01,6.870500000000000496e-01,8.956800000000000317e-01,8.272999999999999798e-02,2.697800000000000198e-01,4.784100000000000019e-01,6.870500000000000496e-01,8.956800000000000317e-01,6.131000000000000338e-02,2.322899999999999965e-01,4.516399999999999859e-01,6.709800000000000209e-01,8.903299999999999548e-01,6.131000000000000338e-02,2.322899999999999965e-01,4.516399999999999859e-01,6.709800000000000209e-01,8.903299999999999548e-01
V/Vref,1.011679999999999913e+00,1.016839999999999966e+00,1.017370000000000108e+00,1.016250000000000098e+00,1.012129999999999974e+00,1.012070000000000025e+00,1.016960000000000086e+00,1.017430000000000057e+00,1.016229999999999967e+00,1.012070000000000025e+00,9.497400000000000286e-01,9.514200000000000434e-01,9.527400000000000313e-01,9.568499999999999783e-01,9.642199999999999660e-01,9.494799999999999907e-01,9.514799999999999924e-01,9.527799999999999603e-01,9.567200000000000149e-01,9.640499999999999625e-01
WingId,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
Xavg,3.201499999999999901e-01,3.202599999999999891e-01,3.203699999999999881e-01,3.204899999999999971e-01,3.205999999999999961e-01,3.201499999999999901e-01,3.202599999999999891e-01,3.203699999999999881e-01,3.204899999999999971e-01,3.205999999999999961e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01,4.649499999999999744e-01
Yavg,6.500999999999999834e-02,1.950099999999999889e-01,3.250100000000000211e-01,4.550100000000000255e-01,5.850100000000000300e-01,-6.500999999999999834e-02,-1.950099999999999889e-01,-3.250100000000000211e-01,-4.550100000000000255e-01,-5.850100000000000300e-01,6.500000000000000222e-02,1.950000000000000067e-01,3.250000000000000111e-01,4.550000000000000155e-01,5.849999999999999645e-01,-6.500000000000000222e-02,-1.950000000000000067e-01,-3.250000000000000111e-01,-4.550000000000000155e-01,-5.849999999999999645e-01
Zavg,2.948799999999999755e-01,2.948899999999999855e-01,2.948899999999999855e-01,2.948999999999999955e-01,2.948999999999999955e-01,2.948799999999999755e-01,2.948899999999999855e-01,2.948899999999999855e-01,2.948999999999999955e-01,2.948999999999999955e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01,3.527399999999999980e-01
cd,2.909999999999999826e-03,3.259999999999999877e-03,4.340000000000000108e-03,5.020000000000000157e-03,5.870000000000000218e-03,2.830000000000000050e-03,3.229999999999999798e-03,4.320000000000000055e-03,5.069999999999999854e-03,5.950000000000000427e-03,1.697999999999999857e-02,2.629000000000000087e-02,2.697000000000000092e-02,2.724999999999999992e-02,2.430999999999999828e-02,1.728999999999999981e-02,2.622999999999999984e-02,2.699000000000000010e-02,2.730000000000000135e-02,2.429999999999999868e-02
cd*c/cref,2.911000312500000228e-03,3.263361875000000186e-03,4.347595000000000105e-03,5.032236250000000563e-03,5.888343750000000348e-03,2.830972812500000182e-03,3.233330937499999912e-03,4.327559999999999393e-03,5.082358125000000296e-03,5.968593750000000808e-03,6.898124999999999743e-03,1.068031250000000057e-02,1.095656250000000102e-02,1.107031250000000029e-02,9.875937499999999300e-03,7.024062499999999924e-03,1.065593750000000048e-02,1.096468750000000048e-02,1.109062499999999979e-02,9.871874999999998707e-03
cl,-3.696599999999999886e-01,-3.538799999999999724e-01,-3.382299999999999751e-01,-3.030300000000000216e-01,-2.354100000000000081e-01,-3.684600000000000097e-01,-3.534800000000000164e-01,-3.381399999999999961e-01,-3.038100000000000245e-01,-2.364400000000000113e-01,-2.654099999999999793e-01,-3.417499999999999982e-01,-3.519999999999999796e-01,-3.492299999999999849e-01,-3.108199999999999852e-01,-2.721299999999999830e-01,-3.429699999999999971e-01,-3.526699999999999835e-01,-3.488100000000000089e-01,-3.097500000000000253e-01
cl*c/cref,-3.697870706250000472e-01,-3.542449387499999602e-01,-3.388219024999999385e-01,-3.037686356250000608e-01,-2.361456562500000300e-01,-3.685866581250000218e-01,-3.538445262500000132e-01,-3.387317449999999730e-01,-3.045505368750000552e-01,-2.371788750000000112e-01,-1.078228124999999898e-01,-1.388359375000000062e-01,-1.429999999999999882e-01,-1.418746874999999852e-01,-1.262706249999999975e-01,-1.105528124999999862e-01,-1.393315625000000058e-01,-1.432721874999999812e-01,-1.417040625000000054e-01,-1.258359375000000224e-01
cmx,-7.505000000000000560e-02,-2.154300000000000104e-01,-3.429300000000000126e-01,-4.298500000000000099e-01,-4.289700000000000180e-01,7.481000000000000150e-02,2.151800000000000102e-01,3.428300000000000236e-01,4.309499999999999997e-01,4.308500000000000107e-01,-1.327200000000000046e-01,-5.124900000000000011e-01,-8.799700000000000299e-01,-1.222050000000000081e+00,-1.399040000000000061e+00,1.360699999999999965e-01,5.143400000000000194e-01,8.816500000000000448e-01,1.220599999999999907e+00,1.394190000000000040e+00
cmx*c/cref,-7.507579843750000759e-02,-2.156521621875000239e-01,-3.435301275000000043e-01,-4.308977593750000223e-01,-4.303105312500000168e-01,7.483571593750000528e-02,2.154019043750000084e-01,3.434299524999999687e-01,4.320004406250000373e-01,4.321964062500000536e-01,-5.391750000000000015e-02,-2.081990625000000039e-01,-3.574878125000000018e-01,-4.964578125000000397e-01,-5.683599999999999763e-01,5.527843749999999945e-02,2.089506250000000009e-01,3.581703125000000321e-01,4.958687499999999693e-01,5.663896875000000719e-01
cmy,4.109999999999999765e-02,3.912999999999999812e-02,4.100999999999999784e-02,4.376000000000000029e-02,4.463999999999999913e-02,4.093999999999999723e-02,3.905000000000000138e-02,4.095000000000000029e-02,4.392999999999999683e-02,4.488999999999999935e-02,3.247499999999999831e-01,4.366900000000000226e-01,4.480399999999999938e-01,4.444699999999999762e-01,3.989800000000000013e-01,3.329300000000000037e-01,4.379899999999999904e-01,4.486399999999999832e-01,4.441499999999999893e-01,3.980099999999999749e-01
cmy*c/cref,4.111412812500000319e-02,3.917035281249999640e-02,4.108176749999999794e-02,4.386666500000000607e-02,4.477949999999999986e-02,4.095407312500000396e-02,3.909027031250000145e-02,4.102166250000000014e-02,4.403707937500000308e-02,4.503028124999999826e-02,1.319296875000000036e-01,1.774053125000000231e-01,1.820162499999999905e-01,1.805659374999999955e-01,1.620856250000000109e-01,1.352528125000000137e-01,1.779334374999999857e-01,1.822600000000000053e-01,1.804359375000000043e-01,1.616915624999999967e-01
cmz,-5.900000000000000296e-04,-1.979999999999999989e-03,-4.369999999999999753e-03,-6.989999999999999686e-03,-1.059000000000000045e-02,5.800000000000000034e-04,1.959999999999999937e-03,4.349999999999999700e-03,7.069999999999999896e-03,1.073999999999999955e-02,-8.789999999999999203e-03,-3.973000000000000143e-02,-6.741999999999999382e-02,-9.520000000000000684e-02,-1.092800000000000021e-01,8.899999999999999925e-03,3.960000000000000325e-02,6.748999999999999444e-02,9.536000000000000032e-02,1.092599999999999960e-01
cmz*c/cref,-5.902028125000000720e-04,-1.982041874999999898e-03,-4.377647499999999005e-03,-7.007038125000000089e-03,-1.062309375000000146e-02,5.801993750000000120e-04,1.962021249999999859e-03,4.357612499999999160e-03,7.087233125000000876e-03,1.077356250000000015e-02,-3.570937499999999459e-03,-1.614031250000000015e-02,-2.738937499999999706e-02,-3.867500000000000104e-02,-4.439500000000000390e-02,3.615624999999999915e-03,1.608750000000000110e-02,2.741781249999999948e-02,3.873999999999999666e-02,4.438687499999999925e-02
cs,-0.000000000000000000e+00,3.000000000000000076e-05,1.200000000000000030e-04,4.200000000000000174e-04,3.400000000000000244e-04,-0.000000000000000000e+00,-3.000000000000000076e-05,-1.200000000000000030e-04,-4.099999999999999912e-04,-3.299999999999999982e-04,-1.700000000000000122e-04,-1.800000000000000113e-04,-1.000000000000000082e-05,9.000000000000000567e-05,9.000000000000000567e-05,1.399999999999999877e-04,1.600000000000000131e-04,1.000000000000000082e-05,-9.000000000000000567e-05,-9.000000000000000567e-05
cs*c/cref,-0.000000000000000000e+00,3.003093750000000338e-05,1.202099999999999892e-04,4.210237500000000633e-04,3.410625000000000570e-04,-0.000000000000000000e+00,-3.003093750000000338e-05,-1.202099999999999892e-04,-4.109993750000000192e-04,-3.310312499999999995e-04,-6.906250000000000496e-05,-7.312500000000000206e-05,-4.062500000000000491e-06,3.656250000000000103e-05,3.656250000000000103e-05,5.687499999999999332e-05,6.500000000000000786e-05,4.062500000000000491e-06,-3.656250000000000103e-05,-3.656250000000000103e-05
cx,2.909999999999999826e-03,3.259999999999999877e-03,4.340000000000000108e-03,5.020000000000000157e-03,5.870000000000000218e-03,2.830000000000000050e-03,3.229999999999999798e-03,4.320000000000000055e-03,5.069999999999999854e-03,5.950000000000000427e-03,1.697999999999999857e-02,2.629000000000000087e-02,2.697000000000000092e-02,2.724999999999999992e-02,2.430999999999999828e-02,1.728999999999999981e-02,2.622999999999999984e-02,2.699000000000000010e-02,2.730000000000000135e-02,2.429999999999999868e-02
cx*c/cref,2.911000312500000228e-03,3.263361875000000186e-03,4.347595000000000105e-03,5.032236250000000563e-03,5.888343750000000348e-03,2.830972812500000182e-03,3.233330937499999912e-03,4.327559999999999393e-03,5.082358125000000296e-03,5.968593750000000808e-03,6.898124999999999743e-03,1.068031250000000057e-02,1.095656250000000102e-02,1.107031250000000029e-02,9.875937499999999300e-03,7.024062499999999924e-03,1.065593750000000048e-02,1.096468750000000048e-02,1.109062499999999979e-02,9.871874999999998707e-03
cy,-0.000000000000000000e+00,3.000000000000000076e-05,1.200000000000000030e-04,4.200000000000000174e-04,3.400000000000000244e-04,-0.000000000000000000e+00,-3.000000000000000076e-05,-1.200000000000000030e-04,-4.099999999999999912e-04,-3.299999999999999982e-04,-1.700000000000000122e-04,-1.800000000000000113e-04,-1.000000000000000082e-05,9.000000000000000567e-05,9.000000000000000567e-05,1.399999999999999877e-04,1.600000000000000131e-04,1.000000000000000082e-05,-9.000000000000000567e-05,-9.000000000000000567e-05
cy*c/cref,-0.000000000000000000e+00,3.003093750000000338e-05,1.202099999999999892e-04,4.210237500000000633e-04,3.410625000000000570e-04,-0.000000000000000000e+00,-3.003093750000000338e-05,-1.202099999999999892e-04,-4.109993750000000192e-04,-3.310312499999999995e-04,-6.906250000000000496e-05,-7.312500000000000206e-05,-4.062500000000000491e-06,3.656250000000000103e-05,3.656250000000000103e-05,5.687499999999999332e-05,6.500000000000000786e-05,4.062500000000000491e-06,-3.656250000000000103e-05,-3.656250000000000103e-05
cz,-3.696599999999999886e-01,-3.538799999999999724e-01,-3.382299999999999751e-01,-3.030300000000000216e-01,-2.354100000000000081e-01,-3.684600000000000097e-01,-3.534800000000000164e-01,-3.381399999999999961e-01,-3.038100000000000245e-01,-2.364400000000000113e-01,-2.654099999999999793e-01,-3.417499999999999982e-01,-3.519999999999999796e-01,-3.492299999999999849e-01,-3.108199999999999852e-01,-2.721299999999999830e-01,-3.429699999999999971e-01,-3.526699999999999835e-01,-3.488100000000000089e-01,-3.097500000000000253e-01
cz*c/cref,-3.697870706250000472e-01,-3.542449387499999602e-01,-3.388219024999999385e-01,-3.037686356250000608e-01,-2.361456562500000300e-01,-3.685866581250000218e-01,-3.538445262500000132e-01,-3.387317449999999730e-01,-3.045505368750000552e-01,-2.371788750000000112e-01,-1.078228124999999898e-01,-1.388359375000000062e-01,-1.429999999999999882e-01,-1.418746874999999852e-01,-1.262706249999999975e-01,-1.105528124999999862e-01,-1.393315625000000058e-01,-1.432721874999999812e-01,-1.417040625000000054e-01,-1.258359375000000224e-01
Results_Name,VSPAERO_Comp_Load
Results_Timestamp,1745681519
Results_Date,4,26,2025
Results_Time,17,31,59
AoA,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,0.000000000000000000e+00,2.150000000000000001e-03,2.150000000000000001e-03,4.959999999999999999e-03,4.980000000000000052e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFx,0.000000000000000000e+00,2.150000000000000001e-03,2.150000000000000001e-03,4.959999999999999999e-03,4.980000000000000052e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFy,0.000000000000000000e+00,9.000000000000000567e-05,-9.000000000000000567e-05,-1.000000000000000082e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CFz,0.000000000000000000e+00,-1.606799999999999895e-01,-1.607000000000000095e-01,-6.600000000000000311e-02,-6.629000000000000170e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CL,0.000000000000000000e+00,-1.606799999999999895e-01,-1.607000000000000095e-01,-6.600000000000000311e-02,-6.629000000000000170e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Cmx,0.000000000000000000e+00,-3.697999999999999898e-02,3.703999999999999654e-02,-1.689999999999999836e-02,1.689999999999999836e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,3.000000000000000076e-05,-2.000000000000000164e-05
Cmy,0.000000000000000000e+00,2.109000000000000111e-02,2.110000000000000070e-02,3.400000000000000244e-02,3.413999999999999674e-02,1.000000000000000082e-05,6.999999999999999387e-05,1.049999999999999935e-03,9.600000000000000243e-04
Cmz,0.000000000000000000e+00,-6.099999999999999737e-04,6.099999999999999737e-04,-1.309999999999999967e-03,1.309999999999999967e-03,0.000000000000000000e+00,-3.000000000000000076e-05,-0.000000000000000000e+00,0.000000000000000000e+00
Comp_ID,0,1,2,3,4,5,6,7,8
Comp_Name,NONE,WingGeom,WingGeom,WingGeom,WingGeom,PodGeom,PodGeom,PodGeom,PodGeom
Cs,0.000000000000000000e+00,9.000000000000000567e-05,-9.000000000000000567e-05,-1.000000000000000082e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
Results_Name,CpSlice_Wrapper
Results_Timestamp,1745681520
Results_Date,4,26,2025
Results_Time,17,32,0
CpSlice_Case_ID_Vec,WVCRZIT
Num_Cuts,1
