"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
-1.32,19.971349716186523
-1.3800000000000001,19.96306610107422
-1.44,19.960458755493164
-1.5,19.95560646057129
-1.56,19.9541015625
-1.62,19.942110061645508
-1.6800000000000002,19.941612243652344
-1.7399999999999998,19.935028076171875
-1.7999999999999998,19.940441131591797
-1.8599999999999999,19.941036224365234
-1.92,19.949317932128906
-1.98,19.94420051574707
-2.04,19.946861267089844
-2.0999999999999996,19.947904586791992
-2.16,19.949312210083008
-2.2199999999999998,19.95784568786621
-2.2800000000000002,19.961830139160156
-2.34,19.966039657592773
-2.4000000000000004,19.98056411743164
-2.46,19.98569107055664
-2.52,19.983154296875
-2.58,19.999156951904297
-2.64,20.00325584411621
-2.7,20.01263427734375
-2.7600000000000002,20.012493133544922
-2.82,20.022310256958008
-2.88,20.03082275390625
-2.94,20.044729232788086
-3.0,20.053768157958984
-3.06,20.06422996520996
-3.12,20.067153930664062
-3.18,20.07685089111328
-3.24,20.088396072387695
-3.3000000000000003,20.097740173339844
-3.3600000000000003,20.107194900512695
-3.42,20.11560821533203
-3.4799999999999995,20.122474670410156
-3.54,20.136707305908203
-3.5999999999999996,20.138078689575195
-3.66,20.143341064453125
-3.7199999999999998,20.15715789794922
-3.7800000000000002,20.160085678100586
-3.84,20.169322967529297
-3.9000000000000004,20.182918548583984
-3.96,20.189634323120117
-4.0200000000000005,20.20173454284668
-4.08,20.208452224731445
-4.14,20.219812393188477
-4.199999999999999,20.220809936523438
-4.26,20.23219871520996
-4.32,20.238466262817383
-4.38,20.24915313720703
-4.4399999999999995,20.259761810302734
-4.5,20.269224166870117
-4.5600000000000005,20.268386840820312
-4.62,20.272794723510742
-4.68,20.287620544433594
-4.74,20.29280662536621
-4.800000000000001,20.30274200439453
-4.86,20.307558059692383
-4.92,20.302412033081055
-4.9799999999999995,20.320594787597656
-5.04,20.317813873291016
-5.1,20.323745727539062
-5.16,20.33118438720703
-5.22,20.337017059326172
-5.28,20.336585998535156
-5.34,20.346715927124023
-5.4,20.346790313720703
-5.46,20.351076126098633
-5.5200000000000005,20.350248336791992
-5.58,20.353883743286133
-5.64,20.361478805541992
-5.699999999999999,20.36690330505371
-5.76,20.36897850036621
-5.82,20.363176345825195
-5.88,20.37265396118164
-5.9399999999999995,20.365577697753906
-6.0,20.35163688659668
0.0,19.45145034790039
-0.06,19.321529388427734
-0.12,19.205263137817383
-0.18,19.126588821411133
-0.24,19.006555557250977
-0.30000000000000004,18.90680503845215
-0.36,18.820308685302734
-0.42000000000000004,18.79644203186035
-0.48,18.73555564880371
-0.54,18.58938217163086
-0.6000000000000001,18.428932189941406
-0.66,18.29714012145996
-0.72,18.191795349121094
-0.78,17.626028060913086
-0.8400000000000001,16.594627380371094
-0.8999999999999999,15.267969131469727
-0.96,14.43885326385498
-1.02,14.443342208862305
-1.08,15.891316413879395
-1.1400000000000001,17.86423683166504
-1.2000000000000002,19.817047119140625
-1.26,19.98719024658203
