"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     ,     "rms[k]"     ,     "rms[w]"     ,    "rms[LM_1]"   ,    "rms[LM_2]"   ,"LinSolIter",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "HF"       ,      "maxHF"     ,      "Temp"      
          0,           0,           0,      -4.163586936,      -17.89158779,      -21.34409016,      -1.303990604,      -3.891318939,       1.193759693,      -4.411090578,      -2.323336569,          12,      -6.287217364,               5,       -6.90081038,                5,      -6.568285481,    0.001140630883,      0.1038965785,                11,                11,                11,      0.2172550297,        1.45680816,      -1.361947771,                 0,                 0,                 0,      -2.847868755,        1.45680816,      -1.361947771,                 0,     -0.9348847763,   6.093881441e-05,    0.004464946791,                 0
          0,           0,           1,      -4.360585733,      -4.175110584,       -4.33113109,      -1.500989404,      -4.364753224,      0.7274620356,      -4.742994876,      0.2523761968,         100,      -5.819050259,               5,      -6.337998569,                5,      -7.068763127,    0.001163775819,      0.1054583516,              12.1,              12.1,              12.1,      0.2172550297,       1.347418176,      -1.410037824,                 0,                 0,                 0,      -2.830167438,       1.347418176,      -1.410037824,                 0,      -1.046473804,   8.520176857e-06,    0.000424143854,                 0
          0,           0,           2,      -4.564841089,      -4.335609592,      -4.386186138,      -1.705244762,      -4.769064099,      0.3318172857,      -4.820801431,      0.3702437028,          28,      -6.016591133,               6,      -6.993536301,                5,      -7.155399692,    0.001101085256,     0.09886501067,             13.31,             13.31,             13.31,      0.2172550297,       1.151860108,       -1.34665903,                 0,                 0,                 0,      -2.613910919,       1.151860108,       -1.34665903,                 0,      -1.169116824,   7.534420342e-06,   0.0003216748238,                 0
          0,           0,           3,      -4.735148002,      -4.424963748,      -4.426216631,      -1.875551671,      -5.087351799,     0.02221629817,      -5.002441582,      0.4167817827,         100,      -5.847778562,               6,      -6.674987763,                4,      -6.017844672,    0.001043819404,     0.09300048783,            14.641,            14.641,            14.641,      0.2172550297,       1.064234563,      -1.381147619,                 0,                 0,                 0,      -2.604896125,       1.064234563,      -1.381147619,                 0,      -1.297784969,   5.263368077e-06,   0.0002944130131,                 0
          0,           0,           4,      -4.845541388,      -4.468427761,      -4.459882046,      -1.985945053,      -5.330500799,     -0.2136962086,       -5.14502046,       0.438377186,         100,      -5.654449275,               6,      -6.430025308,                4,      -6.084065817,    0.001041394077,     0.09237119591,           16.1051,           16.1051,           16.1051,      0.2172550297,       1.079480745,      -1.525789044,                 0,                 0,                 0,      -2.809491364,       1.079480745,      -1.525789044,                 0,      -1.413447207,   4.223052444e-06,   0.0002325946332,                 0
          0,           0,           5,      -4.909299649,      -4.490943766,      -4.487886114,      -2.049703315,      -5.523472748,     -0.4011684644,      -5.223267507,      0.4560092534,         100,       -5.97499484,               6,      -6.215298493,                4,      -6.128476654,    0.001079351057,     0.09549839193,          17.71561,          17.71561,          17.71561,      0.2172550297,       1.132814081,       -1.69382609,                 0,                 0,                 0,      -3.061138014,       1.132814081,       -1.69382609,                 0,      -1.495237496,   3.717925643e-06,    0.000193888746,                 0
          0,           0,           6,      -4.954357577,      -4.506602173,       -4.51178453,      -2.094761247,      -5.684705564,      -0.558026018,      -5.269080297,      0.4788710991,         100,      -5.779659514,               6,      -6.011925296,                4,      -6.159016903,    0.001145977539,      0.1012495795,         19.487171,         19.487171,         19.487171,      0.2172550297,       1.196512553,       -1.83604191,                 0,                 0,                 0,      -3.266489005,       1.196512553,       -1.83604191,                 0,      -1.534494483,     3.2735679e-06,   0.0001659284463,                 0
          0,           0,           7,      -4.993184642,       -4.52049957,      -4.533448661,      -2.133588312,      -5.825165815,     -0.6949677295,        -5.2997036,      0.5128674437,         100,      -5.791431694,               7,       -6.73047977,                4,      -6.184257201,    0.001235661864,      0.1090885779,        21.4358881,        21.4358881,        21.4358881,      0.2172550297,       1.269547156,      -1.968388476,                 0,                 0,                 0,      -3.437099534,       1.269547156,      -1.968388476,                 0,      -1.550465035,   3.277289631e-06,   0.0001425947355,                 0
          0,           0,           8,      -5.027406213,      -4.534680967,      -4.551420064,      -2.167809881,      -5.951070367,     -0.8184714439,      -5.337715156,       0.616470354,          41,      -6.048936285,               7,      -6.506532911,                4,      -6.265154756,     0.00134495481,       0.118689325,       23.57947691,       23.57947691,       23.57947691,      0.2172550297,       1.347819042,       -2.13686297,                 0,                 0,                 0,      -3.626603925,       1.347819042,       -2.13686297,                 0,      -1.585422748,    2.89427575e-06,    0.000126021708,                 0
          0,           0,           9,      -5.059506169,      -4.543863404,      -4.562197514,      -2.199909836,       -6.06507256,     -0.9325505361,      -5.368606643,      0.6485490818,          45,      -6.047378661,               7,      -6.292731828,                4,      -6.235794597,    0.001468481026,      0.1295536393,        25.9374246,        25.9374246,        25.9374246,      0.2172550297,       1.419599308,      -2.378038133,                 0,                 0,                 0,      -3.878439189,       1.419599308,      -2.378038133,                 0,       -1.67514743,   2.728248359e-06,   0.0001117947174,                 0
