     Alpha       T1_Re0.400_M0.00_N9.0    
            0          0.832949  
          0.2         0.8271274  
          0.3         0.8248144  
          0.5         0.8211793  
          0.6         0.8180541  
          0.7          0.815208  
          0.8         0.8127294  
          0.9         0.8105653  
            1         0.8085494  
          1.1          0.805232  
          1.2         0.8023162  
          1.3         0.7997468  
          1.4         0.7975145  
          1.5         0.7948899  
          1.6         0.7915952  
          1.7         0.7886266  
          1.8          0.786027  
          1.9         0.7837886  
            2         0.7804196  
          2.1         0.7770859  
          2.2         0.7741357  
          2.3          0.771579  
          2.4         0.7685162  
          2.5         0.7649097  
          2.6         0.7616424  
          2.7          0.758771  
          2.8         0.7558245  
          2.9         0.7519367  
            3         0.7483653  
          3.1          0.745238  
          3.2         0.7419901  
          3.3         0.7378233  
          3.4          0.734008  
          3.5         0.7306474  
          3.6         0.7266494  
          3.7         0.7220238  
          3.8         0.7165555  
          3.9         0.7079011  
            4         0.6973334  
          4.1            0.6852  
          4.2         0.6725744  
          4.3          0.661002  
          4.4         0.6509453  
          4.5         0.6417603  
          4.6         0.6319519  
          4.7         0.6221647  
          4.8         0.6112031  
          4.9         0.5988218  
            5         0.5858189  
          5.1         0.5715602  
          5.2          0.555618  
          5.3         0.5376939  
          5.4         0.5180032  
          5.5         0.4956753  
          5.6         0.4694691  
          5.7         0.4389662  
          5.8         0.4043099  
          5.9         0.3639905  
            6         0.3194396  
          6.1         0.2712192  
          6.2         0.2228759  
          6.4         0.1319052  
          6.5        0.09649928  
          6.7        0.05864114  
          6.8        0.05045947  
          6.9        0.04497129  
            7        0.04105791  
          7.1        0.03797958  
          7.2        0.03562661  
          7.3        0.03362347  
          7.4        0.03196371  
          7.5        0.03055756  
          7.6        0.02934994  
          7.7        0.02814697  
          7.8        0.02707367  
          7.9        0.02608558  
            8        0.02525131  
          8.1        0.02437727  
          8.2        0.02347799  
          8.3        0.02267606  
          8.4        0.02202174  
          8.5        0.02147215  
          8.6        0.02095537  
          8.7        0.02056705  
          8.8        0.02017661  
          8.9        0.01975697  
            9        0.01932984  
          9.1         0.0189146  
          9.2        0.01852205  
          9.3        0.01815446  
          9.4        0.01781234  
          9.5        0.01749446  
          9.6        0.01719573  
          9.7        0.01689533  
          9.8        0.01653771  
          9.9        0.01630835  
           10        0.01603967  

