2.70741506e-20 3.59000000e-02
2.42874685e-03 4.67081368e-02
7.05328510e-03 5.61661404e-02
1.33679537e-02 6.44898447e-02
2.08670915e-02 7.18950837e-02
2.90535669e-02 7.85947749e-02
3.76377890e-02 8.47308755e-02
4.65442230e-02 9.03721546e-02
5.57081305e-02 9.55832681e-02
6.50781049e-02 1.00418478e-01
7.46124770e-02 1.04924452e-01
8.42735621e-02 1.09144871e-01
9.40406648e-02 1.13110691e-01
1.03897976e-01 1.16849057e-01
1.13833456e-01 1.20378053e-01
1.23840033e-01 1.23703822e-01
1.33910974e-01 1.26831692e-01
1.44039546e-01 1.29766992e-01
1.54219045e-01 1.32515104e-01
1.64443822e-01 1.35083378e-01
1.74709544e-01 1.37481632e-01
1.85011963e-01 1.39719836e-01
1.95346830e-01 1.41807964e-01
2.05709958e-01 1.43755749e-01
2.16098288e-01 1.45568576e-01
2.26509745e-01 1.47248021e-01
2.36942291e-01 1.48795526e-01
2.47393887e-01 1.50212539e-01
2.57862493e-01 1.51500504e-01
2.68346069e-01 1.52660867e-01
2.78842577e-01 1.53695072e-01
2.89349977e-01 1.54604564e-01
2.99866230e-01 1.55390790e-01
3.10389477e-01 1.56055546e-01
3.20918613e-01 1.56602090e-01
3.31452728e-01 1.57034061e-01
3.41990911e-01 1.57355098e-01
3.52532254e-01 1.57568839e-01
3.63075846e-01 1.57678921e-01
3.73620776e-01 1.57688984e-01
3.84166135e-01 1.57602666e-01
3.94711014e-01 1.57423605e-01
4.05254495e-01 1.57155335e-01
4.15795535e-01 1.56798978e-01
4.26332959e-01 1.56353230e-01
4.36865587e-01 1.55816682e-01
4.47392239e-01 1.55187925e-01
4.57911734e-01 1.54465551e-01
4.68422893e-01 1.53648150e-01
4.78924535e-01 1.52734313e-01
4.89415481e-01 1.51722631e-01
4.99894549e-01 1.50611696e-01
5.10360834e-01 1.49400756e-01
5.20814555e-01 1.48091777e-01
5.31256224e-01 1.46687423e-01
5.41686351e-01 1.45190358e-01
5.52105448e-01 1.43603247e-01
5.62514024e-01 1.41928754e-01
5.72912590e-01 1.40169543e-01
5.83301658e-01 1.38328280e-01
5.93681738e-01 1.36407627e-01
6.04053300e-01 1.34410236e-01
6.14415146e-01 1.32338138e-01
6.24763860e-01 1.30192551e-01
6.35095870e-01 1.27974633e-01
6.45407605e-01 1.25685542e-01
6.55695495e-01 1.23326437e-01
6.65955968e-01 1.20898477e-01
6.76185454e-01 1.18402820e-01
6.86380381e-01 1.15840625e-01
6.96537179e-01 1.13213051e-01
7.06652965e-01 1.10521032e-01
7.16733090e-01 1.07762808e-01
7.26788344e-01 1.04934844e-01
7.36829614e-01 1.02033571e-01
7.46867786e-01 9.90554207e-02
7.56913745e-01 9.59968258e-02
7.66978377e-01 9.28542182e-02
7.77072568e-01 8.96240298e-02
7.87207205e-01 8.63026927e-02
7.97393173e-01 8.28866387e-02
8.07637823e-01 7.93737191e-02
8.17917223e-01 7.57743446e-02
8.28191110e-01 7.21054821e-02
8.38419082e-01 6.83841552e-02
8.48560734e-01 6.46273876e-02
8.58575662e-01 6.08522030e-02
8.68423462e-01 5.70756251e-02
8.78063732e-01 5.33146775e-02
8.87456066e-01 4.95863840e-02
8.96560061e-01 4.59077681e-02
9.05352013e-01 4.22888862e-02
9.14045964e-01 3.86406059e-02
9.23032949e-01 3.47999503e-02
9.32708227e-01 3.06021825e-02
9.43467051e-01 2.58825656e-02
9.55674915e-01 2.04890302e-02
9.68816648e-01 1.46443093e-02
9.81371380e-01 8.99915326e-03
9.91763330e-01 4.22768178e-03
9.98416718e-01 1.00401468e-03
9.99762070e-01 -4.34461954e-07
9.95192662e-01 1.47258956e-03
9.86089968e-01 4.82811939e-03
9.74081335e-01 9.36567377e-03
9.60794107e-01 1.43847715e-02
9.47853870e-01 1.91856848e-02
9.36345566e-01 2.33000505e-02
9.26053022e-01 2.68163102e-02
9.16568307e-01 2.99049679e-02
9.07483489e-01 3.27365272e-02
8.98391036e-01 3.54813225e-02
8.89003352e-01 3.82590218e-02
8.79319998e-01 4.10679825e-02
8.69382613e-01 4.38887856e-02
8.59232837e-01 4.67020120e-02
8.48912311e-01 4.94882424e-02
8.38462675e-01 5.22280577e-02
8.27925568e-01 5.49020388e-02
8.17342631e-01 5.74907666e-02
8.06755504e-01 5.99748217e-02
7.96205420e-01 6.23349624e-02
7.85713365e-01 6.45607687e-02
7.75271114e-01 6.66545487e-02
7.64868167e-01 6.86196010e-02
7.54494024e-01 7.04592248e-02
7.44138186e-01 7.21767189e-02
7.33790152e-01 7.37753822e-02
7.23439423e-01 7.52585136e-02
7.13075499e-01 7.66294121e-02
7.02687880e-01 7.78913766e-02
6.92267084e-01 7.90473409e-02
6.81812735e-01 8.00969717e-02
6.71329255e-01 8.10382152e-02
6.60821107e-01 8.18690019e-02
6.50292755e-01 8.25872626e-02
6.39748663e-01 8.31909278e-02
6.29193294e-01 8.36779282e-02
6.18631114e-01 8.40461944e-02
6.08066585e-01 8.42936571e-02
5.97504163e-01 8.44182567e-02
5.86947031e-01 8.44192936e-02
5.76395812e-01 8.42988103e-02
5.65850819e-01 8.40591792e-02
5.55312368e-01 8.37027728e-02
5.44780772e-01 8.32319635e-02
5.34256346e-01 8.26491235e-02
5.23739403e-01 8.19566253e-02
5.13230258e-01 8.11568412e-02
5.02729224e-01 8.02521437e-02
4.92236650e-01 7.92448777e-02
4.81753183e-01 7.81371424e-02
4.71279630e-01 7.69309063e-02
4.60816799e-01 7.56281373e-02
4.50365498e-01 7.42308028e-02
4.39926535e-01 7.27408704e-02
4.29500718e-01 7.11603078e-02
4.19088856e-01 6.94910826e-02
4.08691756e-01 6.77351623e-02
3.98310225e-01 6.58945171e-02
3.87944629e-01 6.39720242e-02
3.77594241e-01 6.19728086e-02
3.67258166e-01 5.99023374e-02
3.56935510e-01 5.77660777e-02
3.46625380e-01 5.55694967e-02
3.36326881e-01 5.33180614e-02
3.26039120e-01 5.10172392e-02
3.15761202e-01 4.86724970e-02
3.05492233e-01 4.62893020e-02
2.95231307e-01 4.38731398e-02
2.84977183e-01 4.14299999e-02
2.74728250e-01 3.89664241e-02
2.64482881e-01 3.64889824e-02
2.54239446e-01 3.40042449e-02
2.43996318e-01 3.15187814e-02
2.33751868e-01 2.90391621e-02
2.23504467e-01 2.65719568e-02
2.13252488e-01 2.41237357e-02
2.02994301e-01 2.17010687e-02
1.92728160e-01 1.93111964e-02
1.82451122e-01 1.69680869e-02
1.72159558e-01 1.46895898e-02
1.61849829e-01 1.24936014e-02
1.51518295e-01 1.03980183e-02
1.41161654e-01 8.42121338e-03
1.30778685e-01 6.58453688e-03
1.20368977e-01 4.91048638e-03
1.09932117e-01 3.42156190e-03
9.94676933e-02 2.14026454e-03
8.89760323e-02 1.09881411e-03
7.84599961e-02 3.62823557e-04
6.79237960e-02 7.98770850e-06
5.73808363e-02 1.43313450e-04
4.68510560e-02 9.00067673e-04
3.64072399e-02 2.49078060e-03
2.62117530e-02 5.26539847e-03
1.65364084e-02 9.59222422e-03
8.23472957e-03 1.58685142e-02
2.36855797e-03 2.45018934e-02
0.00000000e+00 3.59000000e-02
