"Iteration","Cl Monitor: Cl Monitor"
1.0,42.57126038604634
2.0,25.713973674439067
3.0,6.213967227530535
4.0,1.2355480847453106
5.0,0.873001118175089
6.0,0.1217673675169653
7.0,-0.10205107976665924
8.0,-0.22162349745041296
9.0,0.19351216437808735
10.0,0.9299012945315006
11.0,0.9857864894801892
12.0,1.6408442954869942
13.0,1.650743557954593
14.0,1.653245401336016
15.0,1.6108276848834586
16.0,1.5198857565165604
17.0,1.494709663885789
18.0,1.3202386644787698
19.0,1.3019839847890868
20.0,1.283475395076735
21.0,1.1674180674385268
22.0,1.1645141748325276
23.0,1.172425598108633
24.0,1.1753014159728752
25.0,1.1801533281912133
26.0,1.1860141378446678
27.0,1.197732558421364
28.0,1.204004483358933
29.0,1.2101445095958967
30.0,1.221250797812291
31.0,1.2272350815420652
32.0,1.2387064304677533
33.0,1.2434354706848132
34.0,1.2518688865232035
35.0,1.258031842713852
36.0,1.2618580879366368
37.0,1.2628014120629905
38.0,1.2628346640671142
39.0,1.2603096692439257
40.0,1.2574933202365197
41.0,1.2536311472930959
42.0,1.2477152479994011
43.0,1.2413316317128127
44.0,1.2350735208013464
45.0,1.229284435146444
46.0,1.2242311708495293
47.0,1.2199489684928413
48.0,1.217156843172595
49.0,1.2147467512208663
50.0,1.213901349898036
51.0,1.2131494852927458
52.0,1.2127909773681793
53.0,1.2125930410460097
54.0,1.2126117539852692
55.0,1.212793155929474
56.0,1.2130985039287598
57.0,1.2140342258362862
58.0,1.214875888050471
59.0,1.2160471997504094
60.0,1.2176251121094275
61.0,1.2192664854709754
62.0,1.22104494192257
63.0,1.222994235853933
64.0,1.2251047115371416
65.0,1.2278783461267158
66.0,1.230750978300835
67.0,1.233518464536974
68.0,1.236707557238094
69.0,1.2404110701294566
70.0,1.2479541031183128
71.0,1.2531481014161099
72.0,1.263400640113392
73.0,1.2747918501199265
74.0,1.2870626004632755
75.0,1.3001322945010705
76.0,1.3175962100444245
77.0,1.3319280854685849
78.0,1.352075652327366
79.0,1.3603192129923045
80.0,1.3822322781490228
81.0,1.3874933411192396
82.0,1.4012585784579858
83.0,1.4055926548735567
84.0,1.4210914804472283
85.0,1.4252225623439412
86.0,1.4294247288143547
