"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
-0.7,18.87840461730957
-0.713,19.819669723510742
-0.726,19.00458526611328
-0.739,18.5887451171875
-0.752,18.5887451171875
-0.7649999999999999,18.81810760498047
-0.7779999999999999,16.64216423034668
-0.7909999999999999,16.64216423034668
-0.8039999999999999,16.64216423034668
-0.817,17.999059677124023
-0.83,17.999059677124023
-0.843,17.999059677124023
-0.856,19.79999351501465
-0.869,19.38996696472168
-0.882,19.38996696472168
-0.895,19.37928009033203
-0.9079999999999999,20.328279495239258
-0.921,19.90450096130371
-0.9339999999999999,20.31828498840332
-0.947,20.31828498840332
-0.96,20.31828498840332
-0.973,20.31828498840332
-0.986,20.31828498840332
-0.999,20.31828498840332
-1.012,20.45370101928711
-1.025,20.45370101928711
-1.038,20.45370101928711
-1.051,20.45370101928711
-1.064,20.356287002563477
-1.077,20.356287002563477
-1.0899999999999999,20.356287002563477
-1.103,20.356287002563477
-1.116,20.356287002563477
-1.129,20.356287002563477
-1.142,20.27232551574707
-1.1549999999999998,20.27232551574707
-1.168,20.348264694213867
-1.181,20.348264694213867
-1.194,20.348264694213867
-1.2069999999999999,20.348264694213867
-1.22,20.348264694213867
-1.233,20.318862915039062
-1.246,20.318862915039062
-1.259,20.318862915039062
-1.272,20.318862915039062
-1.2850000000000001,20.318862915039062
-1.298,20.318862915039062
-1.311,20.318862915039062
-1.3239999999999998,20.318862915039062
-1.337,20.319595336914062
-1.35,20.319595336914062
-1.363,20.319595336914062
-1.376,20.319595336914062
-1.389,20.319595336914062
-1.4020000000000001,20.319595336914062
-1.415,20.319595336914062
-1.428,20.319595336914062
-1.4409999999999998,20.28119468688965
-1.454,20.28119468688965
-1.467,20.28119468688965
-1.48,20.28119468688965
-1.4929999999999999,20.28119468688965
-1.506,20.28119468688965
-1.5190000000000001,20.28119468688965
-1.532,20.28119468688965
-1.545,20.28119468688965
-1.558,20.256174087524414
-1.5710000000000002,20.256174087524414
-1.584,20.256174087524414
-1.597,20.256174087524414
-1.6099999999999999,20.256174087524414
-1.6229999999999998,20.256174087524414
-1.636,20.256174087524414
-1.649,20.256174087524414
-1.662,20.256174087524414
-1.675,20.256174087524414
-1.6880000000000002,20.235258102416992
-1.701,20.235258102416992
-1.714,20.235258102416992
-1.727,20.235258102416992
-1.74,20.235258102416992
-1.7530000000000001,20.235258102416992
-1.766,20.235258102416992
-1.779,20.23398208618164
-1.792,20.212121963500977
-1.805,20.212121963500977
-1.818,20.212121963500977
-1.831,20.212121963500977
-1.844,20.212121963500977
-1.857,20.212121963500977
-1.87,20.212121963500977
-1.883,20.212121963500977
-1.8960000000000001,20.213918685913086
-1.909,20.213918685913086
-1.922,20.213918685913086
-1.9349999999999998,20.213918685913086
-1.948,20.213918685913086
-1.9609999999999999,20.196237564086914
-1.974,20.196237564086914
-1.9869999999999999,20.196237564086914
-2.0,20.196237564086914
