"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[j] (m/s)"
-0.7,-9.15479850769043
-0.713,-9.692525863647461
-0.726,-9.576675415039062
-0.739,-8.324098587036133
-0.752,-8.324098587036133
-0.7649999999999999,-2.0424551963806152
-0.7779999999999999,-8.098355293273926
-0.7909999999999999,-8.098355293273926
-0.8039999999999999,-8.098355293273926
-0.817,-4.3920817375183105
-0.83,-4.3920817375183105
-0.843,-4.3920817375183105
-0.856,-2.286733388900757
-0.869,-4.068946361541748
-0.882,-4.068946361541748
-0.895,-5.259469985961914
-0.9079999999999999,-1.7725517749786377
-0.921,-3.6241331100463867
-0.9339999999999999,-1.799528956413269
-0.947,-1.799528956413269
-0.96,-1.799528956413269
-0.973,-1.799528956413269
-0.986,-1.799528956413269
-0.999,-1.799528956413269
-1.012,-1.309310793876648
-1.025,-1.309310793876648
-1.038,-1.309310793876648
-1.051,-1.309310793876648
-1.064,-1.284938931465149
-1.077,-1.284938931465149
-1.0899999999999999,-1.284938931465149
-1.103,-1.284938931465149
-1.116,-1.284938931465149
-1.129,-1.284938931465149
-1.142,-0.8926213979721069
-1.1549999999999998,-0.8926213979721069
-1.168,-0.8640652298927307
-1.181,-0.8640652298927307
-1.194,-0.8640652298927307
-1.2069999999999999,-0.8640652298927307
-1.22,-0.8640652298927307
-1.233,-0.411017507314682
-1.246,-0.411017507314682
-1.259,-0.411017507314682
-1.272,-0.411017507314682
-1.2850000000000001,-0.411017507314682
-1.298,-0.411017507314682
-1.311,-0.411017507314682
-1.3239999999999998,-0.411017507314682
-1.337,-0.2991566061973572
-1.35,-0.2991566061973572
-1.363,-0.2991566061973572
-1.376,-0.2991566061973572
-1.389,-0.2991566061973572
-1.4020000000000001,-0.2991566061973572
-1.415,-0.2991566061973572
-1.428,-0.2991566061973572
-1.4409999999999998,-0.19207891821861267
-1.454,-0.19207891821861267
-1.467,-0.19207891821861267
-1.48,-0.19207891821861267
-1.4929999999999999,-0.19207891821861267
-1.506,-0.19207891821861267
-1.5190000000000001,-0.19207891821861267
-1.532,-0.19207891821861267
-1.545,-0.19207891821861267
-1.558,-0.13167804479599
-1.5710000000000002,-0.13167804479599
-1.584,-0.13167804479599
-1.597,-0.13167804479599
-1.6099999999999999,-0.13167804479599
-1.6229999999999998,-0.13167804479599
-1.636,-0.13167804479599
-1.649,-0.13167804479599
-1.662,-0.13167804479599
-1.675,-0.13167804479599
-1.6880000000000002,-0.0988365188241005
-1.701,-0.0988365188241005
-1.714,-0.0988365188241005
-1.727,-0.0988365188241005
-1.74,-0.0988365188241005
-1.7530000000000001,-0.0988365188241005
-1.766,-0.0988365188241005
-1.779,-0.049356840550899506
-1.792,-0.0789233073592186
-1.805,-0.0789233073592186
-1.818,-0.0789233073592186
-1.831,-0.0789233073592186
-1.844,-0.0789233073592186
-1.857,-0.0789233073592186
-1.87,-0.0789233073592186
-1.883,-0.0789233073592186
-1.8960000000000001,-0.05159561708569527
-1.909,-0.05159561708569527
-1.922,-0.05159561708569527
-1.9349999999999998,-0.05159561708569527
-1.948,-0.05159561708569527
-1.9609999999999999,-0.04297485947608948
-1.974,-0.04297485947608948
-1.9869999999999999,-0.04297485947608948
-2.0,-0.04297485947608948
