"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
0.0,23.478092193603516
-0.06,23.323902130126953
-0.12,23.231603622436523
-0.18,23.176910400390625
-0.24,23.159639358520508
-0.30000000000000004,23.083742141723633
-0.36,22.940305709838867
-0.42000000000000004,22.76026725769043
-0.48,22.532421112060547
-0.54,22.417720794677734
-0.6000000000000001,22.310199737548828
-0.66,22.18832015991211
-0.72,21.941720962524414
-0.78,21.785860061645508
-0.8400000000000001,21.6192626953125
-0.8999999999999999,21.30291175842285
-0.96,19.369718551635742
-1.02,17.415206909179688
-1.08,16.514270782470703
-1.1400000000000001,16.803070068359375
-1.2000000000000002,20.466232299804688
-1.26,22.785663604736328
-1.32,23.567264556884766
-1.3800000000000001,23.640897750854492
-1.44,23.56222152709961
-1.5,23.503557205200195
-1.56,23.44819450378418
-1.62,23.394929885864258
-1.6800000000000002,23.338685989379883
-1.7399999999999998,23.252647399902344
-1.7999999999999998,23.209503173828125
-1.8599999999999999,23.168764114379883
-1.92,23.135089874267578
-1.98,23.097400665283203
-2.04,23.048301696777344
-2.0999999999999996,23.015596389770508
-2.16,22.98501968383789
-2.2199999999999998,22.940183639526367
-2.2800000000000002,22.913774490356445
-2.34,22.879459381103516
-2.4000000000000004,22.850536346435547
-2.46,22.821735382080078
-2.52,22.793060302734375
-2.58,22.763076782226562
-2.64,22.735563278198242
-2.7,22.71136474609375
-2.7600000000000002,22.684316635131836
-2.82,22.65838050842285
-2.88,22.647789001464844
-2.94,22.623884201049805
-3.0,22.601482391357422
-3.06,22.57984733581543
-3.12,22.56048583984375
-3.18,22.54755973815918
-3.24,22.52922821044922
-3.3000000000000003,22.50786018371582
-3.3600000000000003,22.49754524230957
-3.42,22.4779109954834
-3.4799999999999995,22.46285629272461
-3.54,22.445165634155273
-3.5999999999999996,22.424726486206055
-3.66,22.415918350219727
-3.7199999999999998,22.392534255981445
-3.7800000000000002,22.371536254882812
-3.84,22.353578567504883
-3.9000000000000004,22.34943962097168
-3.96,22.335054397583008
-4.0200000000000005,22.32139778137207
-4.08,22.318498611450195
-4.14,22.304651260375977
-4.199999999999999,22.299861907958984
-4.26,22.2871150970459
-4.32,22.275955200195312
-4.38,22.275178909301758
-4.4399999999999995,22.264684677124023
-4.5,22.253355026245117
-4.5600000000000005,22.24247932434082
-4.62,22.244733810424805
-4.68,22.23209571838379
-4.74,22.220918655395508
-4.800000000000001,22.210655212402344
-4.86,22.208032608032227
-4.92,22.19862174987793
-4.9799999999999995,22.191593170166016
-5.04,22.198440551757812
-5.1,22.19115447998047
-5.16,22.187456130981445
-5.22,22.182592391967773
-5.28,22.169902801513672
-5.34,22.17339515686035
-5.4,22.173513412475586
-5.46,22.164941787719727
-5.5200000000000005,22.175373077392578
-5.58,22.157379150390625
-5.64,22.16596221923828
-5.699999999999999,22.164960861206055
-5.76,22.16530418395996
-5.82,22.161361694335938
-5.88,22.161548614501953
-5.9399999999999995,22.15190315246582
-6.0,22.163454055786133
