1.0	0.002
0.95	0.0316
0.9	0.057699999999999994
0.8	0.1012
0.7	0.1355
0.6	0.1616
0.5	0.1779
0.4	0.183
0.3	0.17739999999999997
0.2	0.1597
0.15	0.14429999999999998
0.1	0.1222
0.075	0.1075
0.05	0.0892
0.025	0.0649
0.0125	0.0482
0.0	0.012
0.0	0.012
0.0125	-0.013000000000000001
0.025	-0.018600000000000002
0.05	-0.023399999999999997
0.075	-0.0239
0.1	-0.0229
0.15	-0.019
0.2	-0.014199999999999999
0.3	-0.0033
0.4	0.009300000000000001
0.5	0.0218
0.6	0.0332
0.7	0.0433
0.8	0.0482
0.9	0.0383
0.95	0.024300000000000002
1.0	0.002
