     Alpha       T1_Re0.400_M0.00_N9.0    
            0        0.01503219  
          0.1        0.01509352  
          0.2        0.01517795  
          0.3        0.01528454  
          0.5        0.01507698  
          0.6        0.01514935  
          0.7        0.01523386  
          0.8        0.01526696  
          0.9        0.01532435  
            1        0.01540619  
          1.1        0.01549893  
          1.2        0.01559207  
          1.3        0.01562711  
          1.4        0.01567304  
          1.5        0.01573322  
          1.6            0.0158  
          1.7        0.01587322  
          1.8        0.01595244  
          1.9        0.01603511  
            2        0.01612801  
          2.1        0.01619656  
          2.2        0.01628222  
          2.3        0.01638349  
          2.4        0.01649778  
          2.5        0.01662554  
          2.6        0.01674723  
          2.7        0.01688667  
          2.8        0.01705056  
          2.9        0.01723999  
            3         0.0173716  
          3.1        0.01743563  
          3.2        0.01750112  
          3.3        0.01756298  
          3.4        0.01763613  
          3.5        0.01770066  
          3.6        0.01777747  
          3.7        0.01784602  
          3.8        0.01792202  
          3.9        0.01799608  
            4        0.01806437  
          4.1        0.01812509  
          4.2        0.01815946  
          4.3        0.01804226  
          4.4        0.01808408  
          4.5        0.01819849  
          4.6        0.01831436  
          4.7        0.01842983  
          4.8        0.01854401  
          4.9        0.01865732  
            5        0.01877025  
          5.1        0.01888352  
          5.2        0.01899814  
          5.3        0.01911545  
          5.4        0.01923735  
          5.5        0.01936636  
          5.6        0.01950117  
          5.7        0.01963929  
          5.8        0.01978198  
          5.9         0.0199312  
            6         0.0200902  
          6.1        0.02026341  
          6.2        0.02045653  
          6.3        0.02067741  
          6.4        0.02094032  
          6.5        0.02127439  
          6.6        0.02149701  
          6.7         0.0215808  
          6.8        0.02166286  
          6.9        0.02174619  
            7        0.02183363  
          7.1        0.02192733  
          7.2        0.02202903  
          7.3        0.02213841  
          7.4        0.02225319  
          7.5        0.02237494  
          7.6        0.02250539  
          7.7         0.0226442  
          7.8        0.02278618  
          7.9        0.02292753  
            8        0.02306767  
          8.1        0.02320672  
          8.2        0.02334473  
          8.3        0.02348022  
          8.4        0.02361459  
          8.5        0.02375054  
          8.6        0.02389167  
          8.7        0.02404322  
          8.8        0.02420924  
          8.9        0.02438931  
            9        0.02458704  
          9.1        0.02480871  
          9.2        0.02506418  
          9.3         0.0253852  
          9.4        0.02570982  
          9.5        0.02581802  
          9.6        0.02593794  
          9.7        0.02606741  
          9.8        0.02620728  
          9.9        0.02636243  
           10        0.02652314  

