     Alpha       T1_Re0.400_M0.00_N9.0    
            0        0.01136868  
          0.1         0.0113227  
          0.2         0.0112321  
          0.3        0.01119299  
          0.4        0.01111368  
          0.5        0.01107552  
          0.6        0.01102315  
          0.7         0.0110155  
          0.8         0.0109886  
          0.9        0.01095125  
            1        0.01089946  
          1.1        0.01086399  
          1.2        0.01084318  
          1.3        0.01083673  
          1.4        0.01081235  
          1.5        0.01071435  
          1.6       0.009369825  
          1.7       0.008775176  
          1.8       0.008836195  
          1.9       0.008915043  
            2       0.008987368  
          2.1       0.009015437  
          2.2       0.009053161  
          2.3       0.009097619  
          2.4       0.009149788  
          2.5       0.009213445  
          2.6       0.009293734  
          2.7       0.009392622  
          2.8       0.009418574  
          2.9       0.009455517  
            3       0.009499517  
          3.1        0.00954995  
          3.2       0.009611096  
          3.3       0.009685373  
          3.4       0.009783133  
          3.5       0.009859635  
          3.6       0.009892793  
          3.7       0.009934919  
          3.8       0.009983172  
          3.9        0.01003738  
            4        0.01010309  
          4.1        0.01018537  
          4.2        0.01029641  
          4.3        0.01036444  
          4.4        0.01040242  
          4.5        0.01044888  
          4.6        0.01050145  
          4.7        0.01055978  
          4.8         0.0106298  
          4.9        0.01071848  
            5        0.01084033  
          5.1        0.01090851  
          5.2        0.01095075  
          5.3        0.01100204  
          5.4        0.01105998  
          5.5        0.01112386  
          5.6        0.01119949  
          5.7        0.01129586  
          5.8        0.01143289  
          5.9        0.01149336  
            6        0.01154184  
          6.1        0.01160013  
          6.2        0.01166468  
          6.3        0.01173448  
          6.4        0.01181891  
          6.5        0.01193208  
          6.6        0.01207541  
          6.7        0.01211909  
          6.8          0.012178  
          6.9        0.01224432  
            7        0.01231487  
          7.1        0.01239593  
          7.2        0.01250456  
          7.3        0.01266701  
          7.4        0.01272388  
          7.5        0.01276799  
          7.6        0.01279516  
          7.7        0.01283795  
          7.8        0.01290605  
          7.9        0.01287377  
            8        0.01294071  
          8.1        0.01299985  
          8.2        0.01305033  
          8.3        0.01315174  
          8.4        0.01325805  
          8.5        0.01332353  
          8.6        0.01343301  
          8.7        0.01355734  
          8.8        0.01364679  
          8.9        0.01380195  
            9        0.01391434  
          9.1        0.01410562  
          9.2        0.01426158  
          9.3        0.01448303  
          9.4        0.01476288  
          9.5        0.01513104  
          9.6        0.01564641  
          9.7        0.01645163  
          9.9        0.01867576  
           10        0.01953464  

