1.00000000e+00 2.69108268e-20
9.90003526e-01 3.13531514e-03
9.79920015e-01 6.05071673e-03
9.69758247e-01 8.73371808e-03
9.59527001e-01 1.11718325e-02
9.49235057e-01 1.33525733e-02
9.38891193e-01 1.52634537e-02
9.28504189e-01 1.68919871e-02
9.18082825e-01 1.82256868e-02
9.07635880e-01 1.92520661e-02
8.97172110e-01 1.99588072e-02
8.86697901e-01 2.03504757e-02
8.76215286e-01 2.04626685e-02
8.65725830e-01 2.03343146e-02
8.55231098e-01 2.00043424e-02
8.44732656e-01 1.95116809e-02
8.34232069e-01 1.88952587e-02
8.23730901e-01 1.81940045e-02
8.13230718e-01 1.74468471e-02
8.02733085e-01 1.66927151e-02
7.92239449e-01 1.59672605e-02
7.81750181e-01 1.52766031e-02
7.71265087e-01 1.46112163e-02
7.60783966e-01 1.39614305e-02
7.50306617e-01 1.33175763e-02
7.39832840e-01 1.26699840e-02
7.29362433e-01 1.20089842e-02
7.18895196e-01 1.13249073e-02
7.08430928e-01 1.06080837e-02
6.97969428e-01 9.84886653e-03
6.87510308e-01 9.04277734e-03
6.77052759e-01 8.19706129e-03
6.66595912e-01 7.32058000e-03
6.56138902e-01 6.42219508e-03
6.45680859e-01 5.51076814e-03
6.35220916e-01 4.59516081e-03
6.24758206e-01 3.68423470e-03
6.14291861e-01 2.78685142e-03
6.03821014e-01 1.91187259e-03
5.93345000e-01 1.06668569e-03
5.82865816e-01 2.39425997e-04
5.72387321e-01 -5.95276188e-04
5.61913417e-01 -1.46306981e-03
5.51448003e-01 -2.38960380e-03
5.40994979e-01 -3.40052709e-03
5.30558244e-01 -4.52148864e-03
5.20141699e-01 -5.77813736e-03
5.09749243e-01 -7.19612221e-03
4.99384776e-01 -8.80108970e-03
4.89050152e-01 -1.06050329e-02
4.78740376e-01 -1.25742217e-02
4.68449023e-01 -1.46653652e-02
4.58169665e-01 -1.68351729e-02
4.47895876e-01 -1.90403540e-02
4.37621229e-01 -2.12376180e-02
4.27339299e-01 -2.33836741e-02
4.17043659e-01 -2.54352317e-02
4.06727881e-01 -2.73490001e-02
3.96385610e-01 -2.90821743e-02
3.86014229e-01 -3.06180216e-02
3.75616683e-01 -3.19785537e-02
3.65196367e-01 -3.31889274e-02
3.54756676e-01 -3.42742995e-02
3.44301006e-01 -3.52598268e-02
3.33832751e-01 -3.61706660e-02
3.23355307e-01 -3.70319740e-02
3.12872070e-01 -3.78689076e-02
3.02386433e-01 -3.87066235e-02
2.91901527e-01 -3.95665528e-02
2.81418321e-01 -4.04400137e-02
2.70936743e-01 -4.13037486e-02
2.60456712e-01 -4.21344048e-02
