1.00000000e+00	1.00000000e-02
9.50000000e-01	2.30000000e-02
9.00000000e-01	3.66000000e-02
8.00000000e-01	4.38000000e-02
7.00000000e-01	3.94000000e-02
6.00000000e-01	3.15000000e-02
5.00000000e-01	2.25000000e-02
4.00000000e-01	1.41000000e-02
3.00000000e-01	6.00000000e-03
2.00000000e-01	-2.00000000e-03
1.50000000e-01	-5.80000000e-03
1.00000000e-01	-9.20000000e-03
7.50000000e-02	-1.05000000e-02
5.00000000e-02	-1.09000000e-02
2.50000000e-02	-9.10000000e-03
1.25000000e-02	-6.00000000e-03
0.00000000e+00	9.20000000e-03
1.25000000e-02	3.08000000e-02
2.50000000e-02	4.20000000e-02
5.00000000e-02	5.88000000e-02
7.50000000e-02	7.19000000e-02
1.00000000e-01	8.28000000e-02
1.50000000e-01	9.96000000e-02
2.00000000e-01	1.117000000e-01
3.00000000e-01	1.255000000e-01
4.00000000e-01	1.296000000e-01
5.00000000e-01	1.265000000e-01
6.00000000e-01	1.169000000e-01
7.00000000e-01	1.011000000e-01
8.00000000e-01	7.98000000e-02
9.00000000e-01	4.99000000e-02
9.50000000e-01	2.83000000e-02
1.00000000e+00	1.00000000e-02
