"Line Probe: Direction [0,1,0] (m)","Line Probe: Velocity[i] (m/s)"
0.0,19.45692253112793
-0.06,19.3505916595459
-0.12,19.284502029418945
-0.18,19.257469177246094
-0.24,19.21010398864746
-0.30000000000000004,19.142202377319336
-0.36,19.086685180664062
-0.42000000000000004,19.028318405151367
-0.48,18.971149444580078
-0.54,18.895971298217773
-0.6000000000000001,18.755910873413086
-0.66,18.4732666015625
-0.72,17.86482810974121
-0.78,16.43950653076172
-0.8400000000000001,15.20313835144043
-0.8999999999999999,14.624842643737793
-0.96,14.774977684020996
-1.02,16.343294143676758
-1.08,18.885986328125
-1.1400000000000001,19.88715362548828
-1.2000000000000002,19.959787368774414
-1.26,19.952791213989258
-1.32,19.940500259399414
-1.3800000000000001,19.940444946289062
-1.44,19.941171646118164
-1.5,19.93070411682129
-1.56,19.933284759521484
-1.62,19.92423439025879
-1.6800000000000002,19.928266525268555
-1.7399999999999998,19.92092514038086
-1.7999999999999998,19.925569534301758
-1.8599999999999999,19.926382064819336
-1.92,19.925945281982422
-1.98,19.930612564086914
-2.04,19.93603515625
-2.0999999999999996,19.93242645263672
-2.16,19.937652587890625
-2.2199999999999998,19.94028663635254
-2.2800000000000002,19.946670532226562
-2.34,19.946434020996094
-2.4000000000000004,19.9523868560791
-2.46,19.96380043029785
-2.52,19.966279983520508
-2.58,19.97286605834961
-2.64,19.978967666625977
-2.7,19.990449905395508
-2.7600000000000002,19.995012283325195
-2.82,20.006858825683594
-2.88,20.007062911987305
-2.94,20.022300720214844
-3.0,20.024763107299805
-3.06,20.033035278320312
-3.12,20.04296875
-3.18,20.054670333862305
-3.24,20.065095901489258
-3.3000000000000003,20.066659927368164
-3.3600000000000003,20.079238891601562
-3.42,20.090011596679688
-3.4799999999999995,20.100507736206055
-3.54,20.103416442871094
-3.5999999999999996,20.11313819885254
-3.66,20.122285842895508
-3.7199999999999998,20.12441635131836
-3.7800000000000002,20.133886337280273
-3.84,20.143339157104492
-3.9000000000000004,20.152545928955078
-3.96,20.160057067871094
-4.0200000000000005,20.166730880737305
-4.08,20.177085876464844
-4.14,20.17959976196289
-4.199999999999999,20.194231033325195
-4.26,20.197559356689453
-4.32,20.21073341369629
-4.38,20.2192325592041
-4.4399999999999995,20.216537475585938
-4.5,20.226219177246094
-4.5600000000000005,20.235671997070312
-4.62,20.23749542236328
-4.68,20.248245239257812
-4.74,20.245620727539062
-4.800000000000001,20.26188850402832
-4.86,20.265348434448242
-4.92,20.26841163635254
-4.9799999999999995,20.275846481323242
-5.04,20.28047752380371
-5.1,20.284683227539062
-5.16,20.290891647338867
-5.22,20.290258407592773
-5.28,20.297388076782227
-5.34,20.29839515686035
-5.4,20.303672790527344
-5.46,20.30921745300293
-5.5200000000000005,20.314298629760742
-5.58,20.316143035888672
-5.64,20.31842803955078
-5.699999999999999,20.32586097717285
-5.76,20.32765769958496
-5.82,20.328399658203125
-5.88,20.32771873474121
-5.9399999999999995,20.32387351989746
-6.0,20.315425872802734
